"","SubjectID_unique","Trial","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept","Slope","Sensitivity_roll","skill_dif","skill_dif_c","skill_dif_roll","skill_dif_roll_c","Response_abs","z_Response_abs","conf_dif","conf_dif_c","Side"
"3","3_1",13,"3","Male",24,"Stim\r07y02g03b06.jpeg","Stim\r14y12g04b29.jpeg",7,14,2,12,3,4,6,29,-2,1,0,1,1.989,4.514,1,"rød","3_1",7,0,1,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.191898788392715,1.02351086314367,0.0235108631436749,1.04834612313323,0.0483461231332276,2,-0.267273026697222,1,0,"left"
"4","3_1",15,"3","Male",24,"Stim\r13y33g08b23.jpeg","Stim\r11y13g22b35.jpeg",13,11,33,13,8,22,23,35,2,1,0,0,1.078,1.666,1,"rød","3_1",-2,1,1,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.209457086021144,1.02351086314367,0.0235108631436749,1.01186630211136,0.0118663021113583,2,-0.267273026697222,2,1,"left"
"6","3_1",17,"3","Male",24,"Stim\r08y09g09b11.jpeg","Stim\r09y06g26b32.jpeg",8,9,9,6,9,26,11,32,2,-1,1,0,1.457,1.951,1,"rød","3_1",1,1,0,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.201432627637386,1.02351086314367,0.0235108631436749,1.03843039460302,0.038430394603018,2,-0.267273026697222,1,0,"left"
"7","3_1",19,"3","Male",24,"Stim\r14y12g04b29.jpeg","Stim\r13y33g08b23.jpeg",14,13,12,33,4,8,29,23,2,-1,0,1,1.322,3.525,1,"rød","3_1",-1,1,0,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.205353826706986,1.02351086314367,0.0235108631436749,0.946661003658535,-0.0533389963414651,2,-0.267273026697222,1,0,"left"
"10","3_1",22,"3","Male",24,"Stim\r21y03g15b37.jpeg","Stim\r18y13g28b06.jpeg",21,18,3,13,15,28,37,6,3,1,0,0,1.607,1.824,1,"rød","3_1",-3,1,1,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.217106197114048,1.02351086314367,0.0235108631436749,0.93656150524639,-0.0634384947536099,3,0.75727357564213,1.5,0.5,"left"
"11","3_1",23,"3","Male",24,"Stim\r18y19g14b27.jpeg","Stim\r19y10g06b15.jpeg",18,19,19,10,14,6,27,15,1,-1,1,0,1.577,1.044,1,"rød","3_1",1,1,0,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.232117549291868,1.02351086314367,0.0235108631436749,0.982826145267904,-0.0171738547320963,1,-1.29181962903657,0.5,-0.5,"left"
"12","3_1",24,"3","Male",24,"Stim\r14y08g21b39.jpeg","Stim\r12y12g14b26.jpeg",14,12,8,12,21,14,39,26,2,-1,0,1,2.765,1.33,1,"rød","3_1",-2,1,0,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.23097591131886,1.02351086314367,0.0235108631436749,0.973040188066729,-0.0269598119332708,2,-0.267273026697222,1,0,"left"
"13","3_1",25,"3","Male",24,"Stim\r03y03g02b05.jpeg","Stim\r04y28g27b06.jpeg",3,4,3,28,2,27,5,6,4,1,1,1,1.327,1.14,1,"rød","3_1",1,1,1,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.227886165623891,1.02351086314367,0.0235108631436749,0.940955917903218,-0.0590440820967824,4,1.78182017798148,2,1,"left"
"15","3_1",29,"3","Male",24,"Stim\r12y07g07b17.jpeg","Stim\r09y17g32b21.jpeg",12,9,7,17,7,32,17,21,-2,1,0,1,2.47,1.474,1,"blå","3_1",4,0,1,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.200545078378128,1.02351086314367,0.0235108631436749,0.910650186611602,-0.0893498133883976,2,-0.267273026697222,0.666666666666667,-0.333333333333333,"left"
"16","3_1",33,"3","Male",24,"Stim\r21y31g06b08.jpeg","Stim\r22y35g09b11.jpeg",21,22,31,35,6,9,8,11,4,1,1,1,1.193,1.563,1,"blå","3_1",3,1,1,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.200936989093206,1.02351086314367,0.0235108631436749,0.974996404643668,-0.0250035953563323,4,1.78182017798148,2,1,"left"
"17","3_1",34,"3","Male",24,"Stim\r13y33g08b23.jpeg","Stim\r17y22g16b15.jpeg",13,17,33,22,8,16,23,15,-1,1,1,0,2.316,1.064,1,"blå","3_1",-8,0,1,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.208201869710929,1.02351086314367,0.0235108631436749,1.18960039845268,0.189600398452679,1,-1.29181962903657,0.5,-0.5,"left"
"18","3_1",35,"3","Male",24,"Stim\r11y10g06b19.jpeg","Stim\r09y17g32b21.jpeg",11,9,10,17,6,32,19,21,4,1,1,1,1.103,1.025,1,"blå","3_1",2,1,1,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.20943505589255,1.02351086314367,0.0235108631436749,1.5529412981719,0.552941298171898,4,1.78182017798148,2,1,"left"
"19","3_1",36,"3","Male",24,"Stim\r10y02g36b05.jpeg","Stim\r21y31g06b08.jpeg",10,21,2,31,36,6,5,8,2,-1,1,0,1.329,3.581,1,"blå","3_1",3,1,0,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.202782297792303,1.02351086314367,0.0235108631436749,1.49148200615381,0.491482006153807,2,-0.267273026697222,1,0,"left"
"20","3_1",37,"3","Male",24,"Stim\r09y06g26b32.jpeg","Stim\r03y11g01b26.jpeg",9,3,6,11,26,1,32,26,3,1,0,0,1.549,1.316,1,"blå","3_1",-6,1,1,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.174391357530928,1.02351086314367,0.0235108631436749,1.13032909926275,0.13032909926275,3,0.75727357564213,1.5,0.5,"left"
"21","3_1",41,"3","Male",24,"Stim\r09y17g32b21.jpeg","Stim\r20y14g02b19.jpeg",9,20,17,14,32,2,21,19,-3,-1,1,1,1.293,1.035,1,"blå","3_1",-2,0,0,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.162266679160133,1.02351086314367,0.0235108631436749,1.10056249763162,0.10056249763162,3,0.75727357564213,3,2,"left"
"27","3_1",49,"3","Male",24,"Stim\r16y09g06b10.jpeg","Stim\r21y31g06b08.jpeg",16,21,9,31,6,6,10,8,1,-1,0,1,0.987,1.848,1,"blå","3_1",-2,1,0,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.17328572698084,1.02351086314367,0.0235108631436749,0.876459363565488,-0.123540636434512,1,-1.29181962903657,0.5,-0.5,"left"
"29","3_1",52,"3","Male",24,"Stim\r06y14g31b25.jpeg","Stim\r09y15g18b07.jpeg",6,9,14,15,31,18,25,7,3,1,1,1,1.654,1,1,"gul","3_1",1,1,1,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.159364993410729,1.02351086314367,0.0235108631436749,0.751556147454842,-0.248443852545158,3,0.75727357564213,3,2,"left"
"30","3_1",54,"3","Male",24,"Stim\r06y19g29b08.jpeg","Stim\r22y23g20b06.jpeg",6,22,19,23,29,20,8,6,2,-1,1,0,1.066,1.032,1,"gul","3_1",4,1,0,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.173298942433396,1.02351086314367,0.0235108631436749,0.890672235346198,-0.109327764653802,2,-0.267273026697222,0.666666666666667,-0.333333333333333,"left"
"34","3_1",68,"3","Male",24,"Stim\r04y39g24b15.jpeg","Stim\r13y33g08b23.jpeg",4,13,39,33,24,8,15,23,-4,-1,1,1,1.042,4.111,1,"gul","3_1",-6,0,0,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.231389397193145,1.02351086314367,0.0235108631436749,1.03737121731459,0.0373712173145886,4,1.78182017798148,1.33333333333333,0.333333333333333,"left"
"36","3_1",71,"3","Male",24,"Stim\r09y02g05b02.jpeg","Stim\r03y06g12b09.jpeg",9,3,2,6,5,12,2,9,-1,1,0,1,1.305,1.346,1,"gul","3_1",4,0,1,"Left_lead","Male","Male",1,0.324012494989064,0.201752410100406,0.240578127780516,1.02351086314367,0.0235108631436749,1.24257561596762,0.242575615967625,1,-1.29181962903657,1,0,"left"
"37","3_1",74,"3","Male",24,"Stim\r11y10g06b19.jpeg","Stim\r05y09g02b34.jpeg",11,5,10,9,6,2,19,34,-2,-1,1,1,1.349,1.659,1,"grøn","3_1",-4,0,0,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.244538361489844,1.02351086314367,0.0235108631436749,1.0720702990209,0.0720702990208966,2,-0.267273026697222,2,1,"left"
"41","3_1",87,"3","Male",24,"Stim\r15y05g12b10.jpeg","Stim\r08y23g10b29.jpeg",15,8,5,23,12,10,10,29,-3,-1,1,1,1.011,1.38,1,"grøn","3_1",-2,0,0,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.233337287762734,1.02351086314367,0.0235108631436749,1.06358122524772,0.0635812252477181,3,0.75727357564213,1.5,0.5,"left"
"45","3_1",95,"3","Male",24,"Stim\r07y06g08b05.jpeg","Stim\r16y09g06b10.jpeg",7,16,6,9,8,6,5,10,-4,-1,1,1,1.435,0.868,1,"grøn","3_1",-2,0,0,"Left_lead","Male","Male",0,0.324012494989064,0.201752410100406,0.230279033956748,1.02351086314367,0.0235108631436749,0.985174844193515,-0.0148251558064852,4,1.78182017798148,4,3,"left"
"47","4_2",13,"4","Female",23,"Stim\r05y40g33b16.jpeg","Stim\r04y16g13b13.jpeg",5,4,40,16,33,13,16,13,2,1,0,0,1.47,3.892,2,"rød","4_1",-1,1,1,"Left_lead","Female","Male",0,0.289278129951893,0.218157873900937,0.198035482299366,1.0843326567057,0.0843326567057019,1.04672341370941,0.0467234137094126,2,-0.0770991079443883,2,1,"left"
"48","4_2",15,"4","Female",23,"Stim\r11y14g08b23.jpeg","Stim\r09y15g18b07.jpeg",11,9,14,15,8,18,23,7,-2,-1,1,1,1.539,3.311,2,"rød","4_1",-2,0,0,"Left_lead","Female","Male",0,0.289278129951893,0.218157873900937,0.21877245345443,1.0843326567057,0.0843326567057019,1.01749394694462,0.0174939469446174,2,-0.0770991079443883,1,0,"left"
"50","4_2",28,"4","Female",23,"Stim\r10y07g11b10.jpeg","Stim\r10y03g03b07.jpeg",10,10,7,3,11,3,10,7,-2,1,1,0,1.933,3.532,2,"blå","4_1",-3,0,1,"Left_lead","Female","Male",1,0.289278129951893,0.218157873900937,0.222400986418272,1.0843326567057,0.0843326567057019,1.24317124056824,0.243171240568244,2,-0.0770991079443883,0.666666666666667,-0.333333333333333,"left"
"52","4_2",36,"4","Female",23,"Stim\r21y01g04b27.jpeg","Stim\r15y17g24b30.jpeg",21,15,1,17,4,24,27,30,1,-1,1,0,1.821,5.512,2,"blå","4_1",3,1,0,"Left_lead","Female","Male",1,0.289278129951893,0.218157873900937,0.178947826610293,1.0843326567057,0.0843326567057019,1.18686800825188,0.186868008251876,1,-1.04083795724924,0.333333333333333,-0.666666666666667,"left"
"55","4_2",43,"4","Female",23,"Stim\r12y09g30b18.jpeg","Stim\r11y10g06b19.jpeg",12,11,9,10,30,6,18,19,4,1,1,1,1.703,1.51,2,"blå","4_1",1,1,1,"Left_lead","Female","Male",0,0.289278129951893,0.218157873900937,0.154936504486421,1.0843326567057,0.0843326567057019,1.05196841690964,0.0519684169096417,4,1.85037859066532,1.33333333333333,0.333333333333333,"left"
"57","4_2",49,"4","Female",23,"Stim\r22y35g09b11.jpeg","Stim\r13y33g08b23.jpeg",22,13,35,33,9,8,11,23,-1,1,1,0,2.159,4.01,2,"gul","4_1",-2,0,1,"Left_lead","Female","Male",1,0.289278129951893,0.218157873900937,0.196339316516725,1.0843326567057,0.0843326567057019,1.07022151817377,0.0702215181737715,1,-1.04083795724924,0.5,-0.5,"left"
"59","4_2",57,"4","Female",23,"Stim\r09y15g18b07.jpeg","Stim\r17y12g19b18.jpeg",9,17,15,12,18,19,7,18,-2,-1,1,1,1.804,4.565,2,"gul","4_1",-3,0,0,"Left_lead","Female","Male",0,0.289278129951893,0.218157873900937,0.19557883020966,1.0843326567057,0.0843326567057019,1.01897585219016,0.0189758521901571,2,-0.0770991079443883,1,0,"left"
"60","4_2",58,"4","Female",23,"Stim\r10y03g03b07.jpeg","Stim\r03y06g12b09.jpeg",10,3,3,6,3,12,7,9,2,-1,1,0,2.34,2.205,2,"gul","4_1",3,1,0,"Left_lead","Female","Male",1,0.289278129951893,0.218157873900937,0.195750012278223,1.0843326567057,0.0843326567057019,1.14945680459195,0.149456804591948,2,-0.0770991079443883,1,0,"left"
"64","4_2",72,"4","Female",23,"Stim\r03y11g01b26.jpeg","Stim\r08y12g20b03.jpeg",3,8,11,12,1,20,26,3,1,1,1,1,1.976,1.407,2,"gul","4_1",1,1,1,"Left_lead","Female","Male",0,0.289278129951893,0.218157873900937,0.232486895219411,1.0843326567057,0.0843326567057019,0.968033965911135,-0.0319660340888654,1,-1.04083795724924,0.5,-0.5,"left"
"65","4_2",76,"4","Female",23,"Stim\r17y07g07b24.jpeg","Stim\r10y03g03b07.jpeg",17,10,7,3,7,3,24,7,-4,-1,1,1,1.57,1.267,2,"grøn","4_1",-4,0,0,"Left_lead","Female","Male",0,0.289278129951893,0.218157873900937,0.23588056553614,1.0843326567057,0.0843326567057019,1.01209552692599,0.0120955269259935,4,1.85037859066532,2,1,"left"
"66","4_2",78,"4","Female",23,"Stim\r14y08g21b39.jpeg","Stim\r08y12g20b03.jpeg",14,8,8,12,21,20,39,3,1,1,0,0,1.022,1.394,2,"grøn","4_1",-1,1,1,"Left_lead","Female","Male",0,0.289278129951893,0.218157873900937,0.211560191469842,1.0843326567057,0.0843326567057019,1.0057278657071,0.00572786570709605,1,-1.04083795724924,0.5,-0.5,"left"
"68","4_2",84,"4","Female",23,"Stim\r07y02g03b06.jpeg","Stim\r10y37g07b02.jpeg",7,10,2,37,3,7,6,2,-2,-1,0,0,1.665,2.355,2,"grøn","4_1",4,0,0,"Left_lead","Female","Male",0,0.289278129951893,0.218157873900937,0.207386927529689,1.0843326567057,0.0843326567057019,1.01284268288206,0.0128426828820591,2,-0.0770991079443883,0.666666666666667,-0.333333333333333,"left"
"69","4_2",90,"4","Female",23,"Stim\r10y07g11b10.jpeg","Stim\r18y19g14b27.jpeg",10,18,7,19,11,14,10,27,-2,1,0,1,1.827,2.359,2,"grøn","4_1",3,0,1,"Left_lead","Female","Male",1,0.289278129951893,0.218157873900937,0.245440620576189,1.0843326567057,0.0843326567057019,0.9567979039299,-0.0432020960701002,2,-0.0770991079443883,0.666666666666667,-0.333333333333333,"left"
"71","4_2",95,"4","Female",23,"Stim\r07y14g27b22.jpeg","Stim\r12y09g30b18.jpeg",7,12,14,9,27,30,22,18,-1,1,0,1,1.625,2.853,2,"grøn","4_1",3,0,1,"Left_lead","Female","Male",1,0.289278129951893,0.218157873900937,0.236046905387401,1.0843326567057,0.0843326567057019,1.01228435698871,0.0122843569887148,1,-1.04083795724924,0.333333333333333,-0.666666666666667,"left"
"73","9_1",16,"9","Male",23,"Stim\r14y10g15b15.jpeg","Stim\r15y05g12b10.jpeg",14,15,10,5,15,12,15,10,4,1,1,1,1.404,2.386,1,"rød","9_11",1,1,1,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.211016334207425,1.07766277615414,0.0776627761541422,1.04658305701898,0.0465830570189776,4,0.812167812143628,1,0,"left"
"76","9_1",22,"9","Male",23,"Stim\r05y40g33b16.jpeg","Stim\r08y23g10b29.jpeg",5,8,40,23,33,10,16,29,4,1,1,1,3.141,3.796,1,"rød","9_11",3,1,1,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.232523099890748,1.07766277615414,0.0776627761541422,1.04255836151437,0.0425583615143683,4,0.812167812143628,2,1,"left"
"78","9_1",25,"9","Male",23,"Stim\r06y14g31b25.jpeg","Stim\r09y06g26b32.jpeg",6,9,14,6,31,26,25,32,4,1,1,1,1.843,1.916,1,"rød","9_11",3,1,1,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.243382136210498,1.07766277615414,0.0776627761541422,1.01378245992538,0.0137824599253817,4,0.812167812143628,1.33333333333333,0.333333333333333,"left"
"79","9_1",29,"9","Male",23,"Stim\r12y09g30b18.jpeg","Stim\r10y27g22b14.jpeg",12,10,9,27,30,22,18,14,4,-1,0,1,1.819,2.679,1,"blå","9_11",-4,1,0,"Left_lead","Male","Male",1,0.195060614609337,0.224368305517434,0.231807197406181,1.07766277615414,0.0776627761541422,0.998268501308616,-0.001731498691384,4,0.812167812143628,1.33333333333333,0.333333333333333,"left"
"83","9_1",34,"9","Male",23,"Stim\r17y20g40b07.jpeg","Stim\r09y07g06b09.jpeg",17,9,20,7,40,6,7,9,4,1,1,1,1.297,1.113,1,"blå","9_11",2,1,1,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.222019524785158,1.07766277615414,0.0776627761541422,1.18185236519417,0.181852365194171,4,0.812167812143628,2,1,"left"
"88","9_1",49,"9","Male",23,"Stim\r08y09g09b11.jpeg","Stim\r03y06g12b09.jpeg",8,3,9,6,9,12,11,9,3,1,0,0,0.99,1.346,1,"blå","9_11",-2,1,1,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.16959214435705,1.07766277615414,0.0776627761541422,0.989273400219185,-0.0107265997808149,3,-0.66884408058887,1.5,0.5,"left"
"89","9_1",54,"9","Male",23,"Stim\r15y16g12b03.jpeg","Stim\r02y19g24b04.jpeg",15,2,16,19,12,24,3,4,-3,-1,0,0,1.417,1.41,1,"gul","9_11",3,0,0,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.166471940471019,1.07766277615414,0.0776627761541422,0.988526085640552,-0.0114739143594476,3,-0.66884408058887,0.75,-0.25,"left"
"91","9_1",58,"9","Male",23,"Stim\r11y26g25b38.jpeg","Stim\r05y28g23b30.jpeg",11,5,26,28,25,23,38,30,-3,1,0,1,1.851,2.295,1,"gul","9_11",2,0,1,"Left_lead","Male","Male",1,0.195060614609337,0.224368305517434,0.201039035711761,1.07766277615414,0.0776627761541422,0.805500484535094,-0.194499515464906,3,-0.66884408058887,0.75,-0.25,"left"
"92","9_1",59,"9","Male",23,"Stim\r09y15g18b07.jpeg","Stim\r08y12g20b03.jpeg",9,8,15,12,18,20,7,3,-4,-1,1,1,1.379,1.562,1,"gul","9_11",-3,0,0,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.199548214649241,1.07766277615414,0.0776627761541422,0.987959174271321,-0.0120408257286786,4,0.812167812143628,2,1,"left"
"94","9_1",62,"9","Male",23,"Stim\r21y31g06b08.jpeg","Stim\r01y27g01b01.jpeg",21,1,31,27,6,1,8,1,-4,-1,1,1,2.077,2.793,1,"gul","9_11",-4,0,0,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.231602357187178,1.07766277615414,0.0776627761541422,1.16597937799458,0.165979377994576,4,0.812167812143628,1,0,"left"
"95","9_1",63,"9","Male",23,"Stim\r22y23g20b06.jpeg","Stim\r21y24g16b04.jpeg",22,21,23,24,20,16,6,4,-3,-1,0,0,1.632,1.272,1,"gul","9_11",1,0,0,"Left_lead","Male","Male",0,0.195060614609337,0.224368305517434,0.235217565682949,1.07766277615414,0.0776627761541422,1.21650121047392,0.216501210473918,3,-0.66884408058887,1.5,0.5,"left"
"103","12_2",11,"12","Female",24,"Stim\r21y01g04b27.jpeg","Stim\r18y13g28b06.jpeg",21,18,1,13,4,28,27,6,1,-1,0,1,1.925,1.975,2,"rød","12_11",-3,1,0,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.193378971618642,0.972012238794224,-0.0279877612057761,1.04569329444381,0.0456932944438111,1,-0.640961115694596,0.25,-0.75,"left"
"105","12_2",18,"12","Female",24,"Stim\r14y12g04b29.jpeg","Stim\r17y20g40b07.jpeg",14,17,12,20,4,40,29,7,1,-1,1,0,1.894,1.566,2,"rød","12_11",3,1,0,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.217774717059083,0.972012238794224,-0.0279877612057761,0.936824927092219,-0.0631750729077806,1,-0.640961115694596,0.25,-0.75,"left"
"107","12_2",21,"12","Female",24,"Stim\r17y22g16b15.jpeg","Stim\r13y21g23b09.jpeg",17,13,22,21,16,23,15,9,1,-1,0,1,1.435,1.53,2,"rød","12_11",-4,1,0,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.225985707268372,0.972012238794224,-0.0279877612057761,0.966484805614871,-0.0335151943851294,1,-0.640961115694596,0.25,-0.75,"left"
"111","12_2",29,"12","Female",24,"Stim\r07y06g08b05.jpeg","Stim\r18y13g28b06.jpeg",7,18,6,13,8,28,5,6,1,-1,1,0,1.567,1.963,2,"blå","12_11",1,1,0,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.197282596961304,0.972012238794224,-0.0279877612057761,0.735009769967805,-0.264990230032195,1,-0.640961115694596,0.25,-0.75,"left"
"114","12_2",35,"12","Female",24,"Stim\r11y13g22b35.jpeg","Stim\r21y03g15b37.jpeg",11,21,13,3,22,15,35,37,-1,1,0,1,1.622,1.614,2,"blå","12_11",2,0,1,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.17270952665356,0.972012238794224,-0.0279877612057761,0.690663674754451,-0.309336325245549,1,-0.640961115694596,0.25,-0.75,"left"
"123","12_2",58,"12","Female",24,"Stim\r04y28g27b06.jpeg","Stim\r10y27g22b14.jpeg",4,10,28,27,27,22,6,14,-3,1,1,0,1.434,2.728,2,"gul","12_11",-1,0,1,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.191912433062469,0.972012238794224,-0.0279877612057761,1.34173825050038,0.341738250500384,3,1.63801174010841,0.75,-0.25,"left"
"124","12_2",72,"12","Female",24,"Stim\r13y24g05b28.jpeg","Stim\r10y27g22b14.jpeg",13,10,24,27,5,22,28,14,-1,1,0,1,0.957,2.431,2,"gul","12_11",3,0,1,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.230376918348221,0.972012238794224,-0.0279877612057761,0.953468487964776,-0.0465315120352238,1,-0.640961115694596,0.25,-0.75,"left"
"127","12_2",76,"12","Female",24,"Stim\r20y04g39b23.jpeg","Stim\r17y20g40b07.jpeg",20,17,4,20,39,40,23,7,-2,1,0,1,0.88,2.295,2,"grøn","12_11",1,0,1,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.239290957990862,0.972012238794224,-0.0279877612057761,1.02691354327105,0.0269135432710514,2,0.498525312206908,0.5,-0.5,"left"
"128","12_2",78,"12","Female",24,"Stim\r04y28g27b06.jpeg","Stim\r09y06g26b32.jpeg",4,9,28,6,27,26,6,32,-2,1,1,0,1.783,1.71,2,"grøn","12_11",-1,0,1,"Left_lead","Female","Male",1,0.406059892585172,0.213013104756036,0.206012601865046,0.972012238794224,-0.0279877612057761,0.991350182640058,-0.00864981735994197,2,0.498525312206908,0.5,-0.5,"left"
"132","12_2",87,"12","Female",24,"Stim\r18y19g14b27.jpeg","Stim\r04y16g13b13.jpeg",18,4,19,16,14,13,27,13,2,1,0,0,1.37,4.438,2,"grøn","12_11",-1,1,1,"Left_lead","Female","Male",0,0.406059892585172,0.213013104756036,0.234363597803792,0.972012238794224,-0.0279877612057761,1.09186494457432,0.0918649445743214,2,0.498525312206908,0.666666666666667,-0.333333333333333,"left"
"136","10_1",10,"10","Female",26,"Stim\r09y17g32b21.jpeg","Stim\r10y37g07b02.jpeg",9,10,17,37,32,7,21,2,2,-1,1,0,4.776,13.944,1,"rød","10_12",1,1,0,"Left_lead","Female","Female",1,0.350292350953413,0.21602345253645,0.182767678432287,0.944365866706783,-0.055634133293217,0.86101550285271,-0.13898449714729,2,-0.169106025888688,0.666666666666667,-0.333333333333333,"left"
"137","10_1",14,"10","Female",26,"Stim\r12y07g07b17.jpeg","Stim\r08y23g10b29.jpeg",12,8,7,23,7,10,17,29,2,1,0,0,1.295,3.564,1,"rød","10_12",-4,1,1,"Left_lead","Female","Female",0,0.350292350953413,0.21602345253645,0.19080903278088,0.944365866706783,-0.055634133293217,0.919169718507168,-0.0808302814928322,2,-0.169106025888688,1,0,"left"
"138","10_1",15,"10","Female",26,"Stim\r22y35g09b11.jpeg","Stim\r21y03g15b37.jpeg",22,21,35,3,9,15,11,37,2,-1,0,1,1.439,2.497,1,"rød","10_12",-1,1,0,"Left_lead","Female","Female",1,0.350292350953413,0.21602345253645,0.205961693961006,0.944365866706783,-0.055634133293217,0.925023194582456,-0.0749768054175445,2,-0.169106025888688,0.5,-0.5,"left"
"142","10_1",31,"10","Female",26,"Stim\r17y20g40b07.jpeg","Stim\r21y24g16b04.jpeg",17,21,20,24,40,16,7,4,1,-1,0,1,2.064,3.281,1,"blå","10_12",-3,1,0,"Left_lead","Female","Female",1,0.350292350953413,0.21602345253645,0.220535677073619,0.944365866706783,-0.055634133293217,0.901843117558396,-0.0981568824416036,1,-1.11609977086534,0.5,-0.5,"left"
"143","10_1",33,"10","Female",26,"Stim\r04y16g13b13.jpeg","Stim\r14y10g15b15.jpeg",4,14,16,10,13,15,13,15,4,1,1,1,1.515,1.391,1,"blå","10_12",2,1,1,"Left_lead","Female","Female",0,0.350292350953413,0.21602345253645,0.210264553727766,0.944365866706783,-0.055634133293217,0.947787191861422,-0.0522128081385778,4,1.72488146406462,2,1,"left"
"144","10_1",36,"10","Female",26,"Stim\r21y24g16b04.jpeg","Stim\r09y02g05b02.jpeg",21,9,24,2,16,5,4,2,4,1,0,0,1.376,1.298,1,"blå","10_12",-2,1,1,"Left_lead","Female","Female",0,0.350292350953413,0.21602345253645,0.190567055182273,0.944365866706783,-0.055634133293217,0.897740371462711,-0.102259628537289,4,1.72488146406462,4,3,"left"
"145","10_1",40,"10","Female",26,"Stim\r19y15g35b05.jpeg","Stim\r08y12g20b03.jpeg",19,8,15,12,35,20,5,3,1,-1,0,1,5.523,1.709,1,"blå","10_12",-2,1,0,"Left_lead","Female","Female",1,0.350292350953413,0.21602345253645,0.155150759271796,0.944365866706783,-0.055634133293217,1.00359249452791,0.003592494527906,1,-1.11609977086534,1,0,"left"
"146","10_1",42,"10","Female",26,"Stim\r04y28g27b06.jpeg","Stim\r10y03g03b07.jpeg",4,10,28,3,27,3,6,7,4,1,1,1,1.446,3.406,1,"blå","10_12",1,1,1,"Left_lead","Female","Female",0,0.350292350953413,0.21602345253645,0.157782445880202,0.944365866706783,-0.055634133293217,1.01071176241593,0.0107117624159314,4,1.72488146406462,4,3,"left"
"147","10_1",45,"10","Female",26,"Stim\r08y23g10b29.jpeg","Stim\r07y14g27b22.jpeg",8,7,23,14,10,27,29,22,3,-1,0,1,1.161,2.392,1,"blå","10_12",-7,1,0,"Left_lead","Female","Female",1,0.350292350953413,0.21602345253645,0.166661517377846,0.944365866706783,-0.055634133293217,0.956807268973816,-0.0431927310261844,3,0.777887719087967,1.5,0.5,"left"
"152","10_1",64,"10","Female",26,"Stim\r03y06g12b09.jpeg","Stim\r10y03g03b07.jpeg",3,10,6,3,12,3,9,7,2,-1,0,1,0.854,1.471,1,"gul","10_12",-3,1,0,"Left_lead","Female","Female",1,0.350292350953413,0.21602345253645,0.216070187060885,0.944365866706783,-0.055634133293217,0.980521059421582,-0.0194789405784183,2,-0.169106025888688,1,0,"left"
