"","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","SubjectID_left_unique","SubjectID_right_unique","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Trial"
"3003","30","32","Female","Female",24,26,"Stim\r12y07g07b17.jpeg","Stim\r15y05g12b10.jpeg",12,15,7,5,7,12,17,10,2,-2,0,1,1,0,1,1.822,1.519,0,3.578,2,"rød","30_32","30_2","32_2",3,0,1,1,"Right_lead","Female","Female","surrender",11
"3004","30","32","Female","Female",24,26,"Stim\r17y22g16b15.jpeg","Stim\r10y13g07b36.jpeg",17,10,22,13,16,7,15,36,-1,1,1,0,1,0,0,1.7,2.096,4.575,0,2,"rød","30_32","30_2","32_2",-7,1,0,1,"Left_lead","Female","Female","surrender",12
"3005","30","32","Female","Female",24,26,"Stim\r11y10g06b19.jpeg","Stim\r07y06g08b05.jpeg",11,7,10,6,6,8,19,5,-2,1,0,-1,1,0,1,2.582,2.661,0,1.912,2,"rød","30_32","30_2","32_2",-4,1,0,0,"Right_lead","Female","Female","surrender",13
"3008","30","32","Female","Female",24,26,"Stim\r05y28g23b30.jpeg","Stim\r03y06g12b09.jpeg",5,3,28,6,23,12,30,9,-2,2,1,0,1,0,0,1.549,1.628,4.219,0,2,"rød","30_32","30_2","32_2",-2,1,0,1,"Left_lead","Female","Female","surrender",16
"3011","30","32","Female","Female",24,26,"Stim\r18y13g28b06.jpeg","Stim\r17y20g40b07.jpeg",18,17,13,20,28,40,6,7,-1,2,1,0,1,0,0,2.586,1.932,1.856,0,2,"rød","30_32","30_2","32_2",-1,1,0,1,"Left_lead","Female","Female","surrender",19
"3019","30","32","Female","Female",24,26,"Stim\r15y16g12b03.jpeg","Stim\r22y23g20b06.jpeg",15,22,16,23,12,20,3,6,-2,2,1,0,0,1,1,1.501,1.346,6.231,0,2,"blå","30_32","30_2","32_2",3,1,0,1,"Left_lead","Female","Female","surrender",27
"3025","30","32","Female","Female",24,26,"Stim\r20y14g02b19.jpeg","Stim\r13y33g08b23.jpeg",20,13,14,33,2,8,19,23,-1,2,1,0,0,1,1,1.958,1.386,1.649,0,2,"blå","30_32","30_2","32_2",4,1,0,1,"Left_lead","Female","Female","surrender",33
"3027","30","32","Female","Female",24,26,"Stim\r17y12g19b18.jpeg","Stim\r04y39g24b15.jpeg",17,4,12,39,19,24,18,15,2,-2,0,1,0,1,0,2.267,2.496,0,2.534,2,"blå","30_32","30_2","32_2",-3,0,1,1,"Right_lead","Female","Female","surrender",35
"3028","30","32","Female","Female",24,26,"Stim\r19y10g06b15.jpeg","Stim\r12y09g30b18.jpeg",19,12,10,9,6,30,15,18,1,-2,0,-1,1,0,0,1.665,1.246,0,1.207,2,"blå","30_32","30_2","32_2",3,0,1,0,"Right_lead","Female","Female","stick",36
"3033","30","32","Female","Female",24,26,"Stim\r11y14g08b23.jpeg","Stim\r06y14g31b25.jpeg",11,6,14,14,8,31,23,25,2,-4,-1,0,1,0,0,3.564,1.531,2.036,0,2,"blå","30_32","30_2","32_2",2,0,1,0,"Left_lead","Female","Female","surrender",41
"3037","30","32","Female","Female",24,26,"Stim\r07y14g27b22.jpeg","Stim\r11y10g06b19.jpeg",7,11,14,10,27,6,22,19,2,-2,0,1,0,1,0,1.742,2.703,0,1.919,2,"blå","30_32","30_2","32_2",-3,0,1,1,"Right_lead","Female","Female","surrender",45
"3042","30","32","Female","Female",24,26,"Stim\r17y11g38b07.jpeg","Stim\r06y14g31b25.jpeg",17,6,11,14,38,31,7,25,-2,4,1,0,0,1,1,1.82,1.933,1.511,0,2,"gul","30_32","30_2","32_2",3,1,0,1,"Left_lead","Female","Female","surrender",50
"3044","30","32","Female","Female",24,26,"Stim\r09y17g32b21.jpeg","Stim\r18y19g14b27.jpeg",9,18,17,19,32,14,21,27,2,-2,-1,0,1,0,0,2.232,1.74,3.334,0,2,"gul","30_32","30_2","32_2",2,0,1,0,"Left_lead","Female","Female","surrender",52
"3050","30","32","Female","Female",24,26,"Stim\r11y26g25b38.jpeg","Stim\r21y24g16b04.jpeg",11,21,26,24,25,16,38,4,2,-3,0,1,0,1,0,3.678,1.354,0,2.301,2,"gul","30_32","30_2","32_2",-2,0,1,1,"Right_lead","Female","Female","surrender",58
"3053","30","32","Female","Female",24,26,"Stim\r22y35g09b11.jpeg","Stim\r04y28g27b06.jpeg",22,4,35,28,9,27,11,6,-2,4,0,1,1,0,0,2.598,1.81,0,3.131,2,"gul","30_32","30_2","32_2",-7,1,0,1,"Right_lead","Female","Female","stick",61
"3054","30","32","Female","Female",24,26,"Stim\r08y23g10b29.jpeg","Stim\r18y19g14b27.jpeg",8,18,23,19,10,14,29,27,2,-2,-1,0,0,1,1,2.097,2.161,4.827,0,2,"gul","30_32","30_2","32_2",-4,0,1,0,"Left_lead","Female","Female","surrender",62
"3055","30","32","Female","Female",24,26,"Stim\r02y10g14b11.jpeg","Stim\r11y14g08b23.jpeg",2,11,10,14,14,8,11,23,-2,3,1,0,0,1,1,2.023,1.168,1.667,0,2,"gul","30_32","30_2","32_2",4,1,0,1,"Left_lead","Female","Female","surrender",63
"3061","30","32","Female","Female",24,26,"Stim\r09y02g05b02.jpeg","Stim\r20y04g39b23.jpeg",9,20,2,4,5,39,2,23,1,-1,1,0,1,0,1,4.001,2.281,3.992,0,2,"gul","30_32","30_2","32_2",2,0,1,1,"Left_lead","Female","Female","stick",69
"3063","30","32","Female","Female",24,26,"Stim\r13y33g08b23.jpeg","Stim\r06y36g16b14.jpeg",13,6,33,36,8,16,23,14,-1,1,1,0,0,1,1,1.804,4.12,3.931,0,2,"gul","30_32","30_2","32_2",3,1,0,1,"Left_lead","Female","Female","surrender",71
"3065","30","32","Female","Female",24,26,"Stim\r10y03g03b07.jpeg","Stim\r14y12g04b29.jpeg",10,14,3,12,3,4,7,29,2,-1,0,1,1,0,1,2.379,2.242,0,1.415,2,"grøn","30_32","30_2","32_2",1,0,1,1,"Right_lead","Female","Female","surrender",73
"3069","30","32","Female","Female",24,26,"Stim\r03y11g01b26.jpeg","Stim\r05y09g02b34.jpeg",3,5,11,9,1,2,26,34,-1,1,0,-1,0,1,0,2.74,1.786,0,1.502,2,"grøn","30_32","30_2","32_2",1,1,0,0,"Right_lead","Female","Female","surrender",77
"3075","30","32","Female","Female",24,26,"Stim\r22y35g09b11.jpeg","Stim\r03y06g12b09.jpeg",22,3,35,6,9,12,11,9,-2,1,0,-1,0,1,0,2.567,2.108,0,2.227,2,"grøn","30_32","30_2","32_2",3,1,0,0,"Right_lead","Female","Female","surrender",83
"3076","30","32","Female","Female",24,26,"Stim\r16y09g06b10.jpeg","Stim\r11y14g08b23.jpeg",16,11,9,14,6,8,10,23,-1,2,0,-1,0,1,0,2.645,0.907,0,2.151,2,"grøn","30_32","30_2","32_2",2,1,0,0,"Right_lead","Female","Female","surrender",84
"3077","30","32","Female","Female",24,26,"Stim\r17y12g19b18.jpeg","Stim\r14y20g16b10.jpeg",17,14,12,20,19,16,18,10,-2,2,1,0,1,0,0,2.919,1.182,2.203,0,2,"grøn","30_32","30_2","32_2",-3,1,0,1,"Left_lead","Female","Female","surrender",85
"3081","30","32","Female","Female",24,26,"Stim\r22y23g20b06.jpeg","Stim\r21y24g16b04.jpeg",22,21,23,24,20,16,6,4,1,-1,-1,0,0,1,1,1.678,2.616,3.262,0,2,"grøn","30_32","30_2","32_2",-4,0,1,0,"Left_lead","Female","Female","surrender",89
"3082","30","32","Female","Female",24,26,"Stim\r10y07g11b10.jpeg","Stim\r15y16g12b03.jpeg",10,15,7,16,11,12,10,3,2,-4,-1,0,1,0,0,2.268,1.314,1.583,0,2,"grøn","30_32","30_2","32_2",1,0,1,0,"Left_lead","Female","Female","surrender",90
"3085","30","32","Female","Female",24,26,"Stim\r03y06g12b09.jpeg","Stim\r14y20g16b10.jpeg",3,14,6,20,12,16,9,10,2,-1,0,1,1,0,1,2.428,3.758,0,2.11,2,"grøn","30_32","30_2","32_2",4,0,1,1,"Right_lead","Female","Female","surrender",93
"3090","33","35","Male","Male",24,24,"Stim\r10y03g03b07.jpeg","Stim\r14y10g15b15.jpeg",10,14,3,10,3,15,7,15,-4,4,0,-1,0,1,0,2.175,1.474,0,6.497,1,"rød","33_35","33_1","35_1",4,1,0,0,"Right_lead","Male","Male","surrender",2
"3092","33","35","Male","Male",24,24,"Stim\r21y03g15b37.jpeg","Stim\r17y20g40b07.jpeg",21,17,3,20,15,40,37,7,-3,3,0,1,1,0,0,2.283,1.748,0,2.999,1,"rød","33_35","33_1","35_1",-4,1,0,1,"Right_lead","Male","Male","stick",4
"3098","33","35","Male","Male",24,24,"Stim\r10y07g11b10.jpeg","Stim\r12y07g07b17.jpeg",10,12,7,7,11,7,10,17,2,-1,1,0,1,0,1,3.402,2.741,5.18,0,1,"rød","33_35","33_1","35_1",2,0,1,1,"Left_lead","Male","Male","stick",10
"3099","33","35","Male","Male",24,24,"Stim\r22y02g34b05.jpeg","Stim\r19y10g06b15.jpeg",22,19,2,10,34,6,5,15,-2,2,-1,0,1,0,1,2.235,1.527,7.379,0,1,"rød","33_35","33_1","35_1",-3,1,0,0,"Left_lead","Male","Male","stick",11
"3103","33","35","Male","Male",24,24,"Stim\r12y07g16b25.jpeg","Stim\r08y09g09b11.jpeg",12,8,7,9,16,9,25,11,2,-4,0,-1,0,1,1,2.299,2.579,0,2.25,1,"rød","33_35","33_1","35_1",-4,0,1,0,"Right_lead","Male","Male","stick",15
"3105","33","35","Male","Male",24,24,"Stim\r22y23g20b06.jpeg","Stim\r19y15g35b05.jpeg",22,19,23,15,20,35,6,5,2,-3,0,-1,0,1,1,4.602,1.897,0,1.996,1,"rød","33_35","33_1","35_1",-3,0,1,0,"Right_lead","Male","Male","stick",17
"3108","33","35","Male","Male",24,24,"Stim\r11y10g06b19.jpeg","Stim\r13y33g08b23.jpeg",11,13,10,33,6,8,19,23,-4,3,0,-1,0,1,0,1.711,1.409,0,4.442,1,"rød","33_35","33_1","35_1",2,1,0,0,"Right_lead","Male","Male","surrender",20
"3110","33","35","Male","Male",24,24,"Stim\r04y28g27b06.jpeg","Stim\r05y40g33b16.jpeg",4,5,28,40,27,33,6,16,-2,1,-1,0,0,1,0,2.969,2.532,2.911,0,1,"rød","33_35","33_1","35_1",1,1,0,0,"Left_lead","Male","Male","stick",22
"3113","33","35","Male","Male",24,24,"Stim\r10y37g07b02.jpeg","Stim\r04y39g24b15.jpeg",10,4,37,39,7,24,2,15,-2,2,1,0,1,0,0,2.002,2.515,4.919,0,1,"rød","33_35","33_1","35_1",-6,1,0,1,"Left_lead","Male","Male","surrender",25
"3118","33","35","Male","Male",24,24,"Stim\r02y10g14b11.jpeg","Stim\r14y20g16b10.jpeg",2,14,10,20,14,16,11,10,2,-3,0,-1,0,1,1,3.194,1.696,0,2.612,1,"blå","33_35","33_1","35_1",-1,0,1,0,"Right_lead","Male","Male","stick",30
"3120","33","35","Male","Male",24,24,"Stim\r14y10g15b15.jpeg","Stim\r12y09g30b18.jpeg",14,12,10,9,15,30,15,18,3,-2,-1,0,1,0,0,2.792,3.344,5.185,0,1,"blå","33_35","33_1","35_1",3,0,1,0,"Left_lead","Male","Male","surrender",32
"3121","33","35","Male","Male",24,24,"Stim\r13y21g23b09.jpeg","Stim\r22y35g09b11.jpeg",13,22,21,35,23,9,9,11,-2,1,-1,0,0,1,0,2.206,2.417,2.835,0,1,"blå","33_35","33_1","35_1",2,1,0,0,"Left_lead","Male","Male","stick",33
"3122","33","35","Male","Male",24,24,"Stim\r07y06g08b05.jpeg","Stim\r17y20g40b07.jpeg",7,17,6,20,8,40,5,7,1,-1,0,1,1,0,1,1.916,2.095,0,4.062,1,"blå","33_35","33_1","35_1",2,0,1,1,"Right_lead","Male","Male","surrender",34
"3128","33","35","Male","Male",24,24,"Stim\r16y21g04b04.jpeg","Stim\r09y02g05b02.jpeg",16,9,21,2,4,5,4,2,-1,1,-1,0,1,0,1,2.668,5.151,3.833,0,1,"blå","33_35","33_1","35_1",-2,1,0,0,"Left_lead","Male","Male","stick",40
"3129","33","35","Male","Male",24,24,"Stim\r20y14g02b19.jpeg","Stim\r11y14g08b23.jpeg",20,11,14,14,2,8,19,23,2,-3,0,-1,1,0,0,2.443,2.204,0,3.544,1,"blå","33_35","33_1","35_1",4,0,1,0,"Right_lead","Male","Male","stick",41
"3131","33","35","Male","Male",24,24,"Stim\r04y39g24b15.jpeg","Stim\r07y14g27b22.jpeg",4,7,39,14,24,27,15,22,-2,4,0,1,0,1,1,1.81,1.451,0,1.757,1,"blå","33_35","33_1","35_1",7,1,0,1,"Right_lead","Male","Male","stick",43
"3132","33","35","Male","Male",24,24,"Stim\r11y14g08b23.jpeg","Stim\r20y14g02b19.jpeg",11,20,14,14,8,2,23,19,1,-2,0,-1,0,1,1,1.81,1.823,0,3.643,1,"blå","33_35","33_1","35_1",-4,0,1,0,"Right_lead","Male","Male","stick",44
"3135","33","35","Male","Male",24,24,"Stim\r14y08g21b39.jpeg","Stim\r10y13g07b36.jpeg",14,10,8,13,21,7,39,36,-3,4,1,0,1,0,0,1.614,1.793,5.233,0,1,"blå","33_35","33_1","35_1",-3,1,0,1,"Left_lead","Male","Male","surrender",47
"3136","33","35","Male","Male",24,24,"Stim\r22y23g20b06.jpeg","Stim\r16y21g04b04.jpeg",22,16,23,21,20,4,6,4,-1,1,-1,0,1,0,1,1.985,2.93,4.796,0,1,"blå","33_35","33_1","35_1",-2,1,0,0,"Left_lead","Male","Male","stick",48
"3139","33","35","Male","Male",24,24,"Stim\r14y20g16b10.jpeg","Stim\r08y23g10b29.jpeg",14,8,20,23,16,10,10,29,-2,4,0,1,0,1,1,1.985,1.361,0,1.594,1,"gul","33_35","33_1","35_1",3,1,0,1,"Right_lead","Male","Male","stick",51
"3144","33","35","Male","Male",24,24,"Stim\r16y09g06b10.jpeg","Stim\r09y06g26b32.jpeg",16,9,9,6,6,26,10,32,1,-1,-1,0,0,1,1,2.891,2.475,3.015,0,1,"gul","33_35","33_1","35_1",-3,0,1,0,"Left_lead","Male","Male","surrender",56
"3146","33","35","Male","Male",24,24,"Stim\r10y07g11b10.jpeg","Stim\r15y05g12b10.jpeg",10,15,7,5,11,12,10,10,2,-1,1,0,0,1,0,2.645,2.192,1.741,0,1,"gul","33_35","33_1","35_1",-2,0,1,1,"Left_lead","Male","Male","stick",58
"3158","33","35","Male","Male",24,24,"Stim\r15y16g12b03.jpeg","Stim\r02y19g24b04.jpeg",15,2,16,19,12,24,3,4,-2,4,0,1,0,1,1,1.234,2.864,0,1.88,1,"gul","33_35","33_1","35_1",3,1,0,1,"Right_lead","Male","Male","stick",70
"3162","33","35","Male","Male",24,24,"Stim\r13y21g23b09.jpeg","Stim\r15y17g24b30.jpeg",13,15,21,17,23,24,9,30,2,-2,0,1,1,0,1,1.867,1.479,0,2.663,1,"grøn","33_35","33_1","35_1",1,0,1,1,"Right_lead","Male","Male","surrender",74
"3163","33","35","Male","Male",24,24,"Stim\r21y24g16b04.jpeg","Stim\r08y12g20b03.jpeg",21,8,24,12,16,20,4,3,1,-1,1,0,1,0,1,1.689,1.886,2.654,0,1,"grøn","33_35","33_1","35_1",4,0,1,1,"Left_lead","Male","Male","stick",75
"3164","33","35","Male","Male",24,24,"Stim\r17y07g07b24.jpeg","Stim\r08y23g10b29.jpeg",17,8,7,23,7,10,24,29,-2,3,1,0,0,1,1,3.596,2.443,2.32,0,1,"grøn","33_35","33_1","35_1",3,1,0,1,"Left_lead","Male","Male","surrender",76
"3172","33","35","Male","Male",24,24,"Stim\r20y04g39b23.jpeg","Stim\r19y15g35b05.jpeg",20,19,4,15,39,35,23,5,-2,2,0,1,1,0,0,2.5,4.076,0,2.956,1,"grøn","33_35","33_1","35_1",-4,1,0,1,"Right_lead","Male","Male","stick",84
"3173","33","35","Male","Male",24,24,"Stim\r03y11g01b26.jpeg","Stim\r16y21g04b04.jpeg",3,16,11,21,1,4,26,4,2,-1,1,0,1,0,1,1.594,1.622,1.342,0,1,"grøn","33_35","33_1","35_1",3,0,1,1,"Left_lead","Male","Male","stick",85
"3180","33","35","Male","Male",24,24,"Stim\r10y27g22b14.jpeg","Stim\r22y23g20b06.jpeg",10,22,27,23,22,20,14,6,1,-4,-1,0,0,1,1,1.947,1.555,1.524,0,1,"grøn","33_35","33_1","35_1",-2,0,1,0,"Left_lead","Male","Male","surrender",92
"3183","33","35","Male","Male",24,24,"Stim\r11y13g22b35.jpeg","Stim\r14y08g21b39.jpeg",11,14,13,8,22,21,35,39,2,-2,0,1,0,1,0,1.156,1.284,0,1.856,1,"grøn","33_35","33_1","35_1",-1,0,1,1,"Right_lead","Male","Male","surrender",95
"3188","33","36","Male","Female",24,24,"Stim\r15y05g12b10.jpeg","Stim\r12y07g16b25.jpeg",15,12,5,7,12,16,10,25,-2,1,-1,0,1,0,1,1.33,1.859,2.28,0,2,"rød","33_36","33_2","36_2",-3,1,0,0,"Left_lead","Male","Female","stick",3
"3189","33","36","Male","Female",24,24,"Stim\r02y19g24b04.jpeg","Stim\r03y11g01b26.jpeg",2,3,19,11,24,1,4,26,-1,1,1,0,0,1,1,2.685,2.112,1.197,0,2,"rød","33_36","33_2","36_2",1,1,0,1,"Left_lead","Male","Female","surrender",4
"3194","33","36","Male","Female",24,24,"Stim\r21y24g16b04.jpeg","Stim\r22y23g20b06.jpeg",21,22,24,23,16,20,4,6,-3,2,0,1,0,1,1,2.19,1.472,0,2.694,2,"rød","33_36","33_2","36_2",1,1,0,1,"Right_lead","Female","Male","stick",9
"3200","33","36","Male","Female",24,24,"Stim\r10y37g07b02.jpeg","Stim\r12y12g14b26.jpeg",10,12,37,12,7,14,2,26,3,-3,0,-1,1,0,0,1.369,1.565,0,4.998,2,"rød","33_36","33_2","36_2",2,0,1,0,"Right_lead","Female","Male","stick",15
"3201","33","36","Male","Female",24,24,"Stim\r10y13g07b36.jpeg","Stim\r14y10g15b15.jpeg",10,14,13,10,7,15,36,15,2,-2,0,1,1,0,1,1.467,1.928,0,6.33,2,"rød","33_36","33_2","36_2",4,0,1,1,"Right_lead","Female","Male","surrender",16
"3202","33","36","Male","Female",24,24,"Stim\r05y28g23b30.jpeg","Stim\r08y23g10b29.jpeg",5,8,28,23,23,10,30,29,-2,1,-1,0,0,1,0,3.402,2.031,3.422,0,2,"rød","33_36","33_2","36_2",3,1,0,0,"Left_lead","Male","Female","stick",17
"3207","33","36","Male","Female",24,24,"Stim\r14y08g21b39.jpeg","Stim\r10y03g03b07.jpeg",14,10,8,3,21,3,39,7,-3,2,0,-1,1,0,1,1.389,1.952,0,1.144,2,"rød","33_36","33_2","36_2",-4,1,0,0,"Right_lead","Female","Male","surrender",22
"3214","33","36","Male","Female",24,24,"Stim\r08y12g20b03.jpeg","Stim\r03y03g02b05.jpeg",8,3,12,3,20,2,3,5,-2,3,1,0,0,1,1,2.586,1.199,2.167,0,2,"blå","33_36","33_2","36_2",2,1,0,1,"Left_lead","Male","Female","surrender",29
"3216","33","36","Male","Female",24,24,"Stim\r10y13g07b36.jpeg","Stim\r09y06g26b32.jpeg",10,9,13,6,7,26,36,32,-3,2,0,-1,1,0,1,2.188,1.351,0,1.151,2,"blå","33_36","33_2","36_2",-4,1,0,0,"Right_lead","Female","Male","surrender",31
"3217","33","36","Male","Female",24,24,"Stim\r20y14g02b19.jpeg","Stim\r14y10g15b15.jpeg",20,14,14,10,2,15,19,15,-2,1,-1,0,1,0,1,1.784,2.123,1.679,0,2,"blå","33_36","33_2","36_2",-4,1,0,0,"Left_lead","Male","Female","stick",32
"3219","33","36","Male","Female",24,24,"Stim\r17y20g40b07.jpeg","Stim\r02y19g24b04.jpeg",17,2,20,19,40,24,7,4,-1,3,0,1,1,0,0,1.584,1.48,0,1.32,2,"blå","33_36","33_2","36_2",-3,1,0,1,"Right_lead","Female","Male","stick",34
"3220","33","36","Male","Female",24,24,"Stim\r02y10g14b11.jpeg","Stim\r22y02g34b05.jpeg",2,22,10,2,14,34,11,5,-2,2,0,1,1,0,0,0.902,1.164,0,6.447,2,"blå","33_36","33_2","36_2",-6,1,0,1,"Right_lead","Female","Male","stick",35
"3223","33","36","Male","Female",24,24,"Stim\r05y09g02b34.jpeg","Stim\r10y13g07b36.jpeg",5,10,9,13,2,7,34,36,-1,1,0,-1,0,1,0,4.012,2.523,0,6.5,2,"blå","33_36","33_2","36_2",2,1,0,0,"Right_lead","Female","Male","surrender",38
"3226","33","36","Male","Female",24,24,"Stim\r14y12g04b29.jpeg","Stim\r13y24g05b28.jpeg",14,13,12,24,4,5,29,28,-2,1,-1,0,1,0,1,2.57,3.166,1.161,0,2,"blå","33_36","33_2","36_2",-1,1,0,0,"Left_lead","Male","Female","stick",41
"3230","33","36","Male","Female",24,24,"Stim\r14y08g21b39.jpeg","Stim\r10y13g07b36.jpeg",14,10,8,13,21,7,39,36,-1,2,1,0,1,0,0,2.545,1.874,1.661,0,2,"blå","33_36","33_2","36_2",-3,1,0,1,"Left_lead","Male","Female","surrender",45
"3233","33","36","Male","Female",24,24,"Stim\r13y33g08b23.jpeg","Stim\r12y12g14b26.jpeg",13,12,33,12,8,14,23,26,-3,2,0,-1,0,1,0,1.532,1.661,0,2.278,2,"blå","33_36","33_2","36_2",3,1,0,0,"Right_lead","Female","Male","surrender",48
"3242","33","36","Male","Female",24,24,"Stim\r11y14g08b23.jpeg","Stim\r15y17g24b30.jpeg",11,15,14,17,8,24,23,30,3,-1,1,0,1,0,1,1.212,1.825,1.595,0,2,"gul","33_36","33_2","36_2",3,0,1,1,"Left_lead","Male","Female","stick",57
"3245","33","36","Male","Female",24,24,"Stim\r04y16g13b13.jpeg","Stim\r10y13g07b36.jpeg",4,10,16,13,13,7,13,36,-4,1,-1,0,1,0,1,1.25,1.944,1.011,0,2,"gul","33_36","33_2","36_2",-3,1,0,0,"Left_lead","Male","Female","stick",60
"3247","33","36","Male","Female",24,24,"Stim\r20y14g02b19.jpeg","Stim\r14y10g15b15.jpeg",20,14,14,10,2,15,19,15,1,-1,-1,0,0,1,1,1.566,2.045,2.746,0,2,"gul","33_36","33_2","36_2",-4,0,1,0,"Left_lead","Male","Female","surrender",62
"3251","33","36","Male","Female",24,24,"Stim\r14y20g16b10.jpeg","Stim\r22y23g20b06.jpeg",14,22,20,23,16,20,10,6,-2,1,0,-1,0,1,0,1.372,2.101,0,1.656,2,"gul","33_36","33_2","36_2",3,1,0,0,"Right_lead","Female","Male","surrender",66
"3254","33","36","Male","Female",24,24,"Stim\r21y24g16b04.jpeg","Stim\r08y23g10b29.jpeg",21,8,24,23,16,10,4,29,-3,2,-1,0,1,0,1,1.314,1.453,1.45,0,2,"gul","33_36","33_2","36_2",-1,1,0,0,"Left_lead","Male","Female","stick",69
"3255","33","36","Male","Female",24,24,"Stim\r16y21g04b04.jpeg","Stim\r06y19g29b08.jpeg",16,6,21,19,4,29,4,8,2,-3,0,1,0,1,0,1.949,2.478,0,3.829,2,"gul","33_36","33_2","36_2",-2,0,1,1,"Right_lead","Female","Male","surrender",70
"3260","33","36","Male","Female",24,24,"Stim\r17y20g40b07.jpeg","Stim\r17y11g38b07.jpeg",17,17,20,11,40,38,7,7,-3,2,0,-1,1,0,1,1.231,1.477,0,3.408,2,"grøn","33_36","33_2","36_2",-2,1,0,0,"Right_lead","Female","Male","surrender",75
"3261","33","36","Male","Female",24,24,"Stim\r20y14g02b19.jpeg","Stim\r16y21g04b04.jpeg",20,16,14,21,2,4,19,4,-1,1,0,1,0,1,1,2.719,1.498,0,4.224,2,"grøn","33_36","33_2","36_2",2,1,0,1,"Right_lead","Female","Male","stick",76
"3265","33","36","Male","Female",24,24,"Stim\r11y26g25b38.jpeg","Stim\r11y13g22b35.jpeg",11,11,26,13,25,22,38,35,2,-1,0,1,0,1,0,1.496,2.293,0,1.11,2,"grøn","33_36","33_2","36_2",-3,0,1,1,"Right_lead","Female","Male","surrender",80
"3266","33","36","Male","Female",24,24,"Stim\r17y22g16b15.jpeg","Stim\r03y06g12b09.jpeg",17,3,22,6,16,12,15,9,-2,3,0,1,1,0,0,1.015,1.827,0,1.978,2,"grøn","33_36","33_2","36_2",-4,1,0,1,"Right_lead","Female","Male","stick",81
"3268","33","36","Male","Female",24,24,"Stim\r22y35g09b11.jpeg","Stim\r09y02g05b02.jpeg",22,9,35,2,9,5,11,2,1,-1,0,1,0,1,0,0.933,3.229,0,3.713,2,"grøn","33_36","33_2","36_2",-4,0,1,1,"Right_lead","Female","Male","surrender",83
"3269","33","36","Male","Female",24,24,"Stim\r11y10g06b19.jpeg","Stim\r12y07g07b17.jpeg",11,12,10,7,6,7,19,17,-4,2,0,-1,0,1,0,1.524,1.67,0,1.171,2,"grøn","33_36","33_2","36_2",1,1,0,0,"Right_lead","Female","Male","surrender",84
"3272","33","36","Male","Female",24,24,"Stim\r21y24g16b04.jpeg","Stim\r04y16g13b13.jpeg",21,4,24,16,16,13,4,13,-3,1,-1,0,1,0,1,1.218,1.041,2.797,0,2,"grøn","33_36","33_2","36_2",-3,1,0,0,"Left_lead","Male","Female","stick",87
"3273","33","36","Male","Female",24,24,"Stim\r09y15g18b07.jpeg","Stim\r10y27g22b14.jpeg",9,10,15,27,18,22,7,14,-2,1,-1,0,0,1,0,1.217,1.079,1.122,0,2,"grøn","33_36","33_2","36_2",4,1,0,0,"Left_lead","Male","Female","stick",88
"3274","33","36","Male","Female",24,24,"Stim\r08y12g20b03.jpeg","Stim\r10y27g22b14.jpeg",8,10,12,27,20,22,3,14,-2,3,0,1,0,1,1,0.885,1.403,0,2.202,2,"grøn","33_36","33_2","36_2",2,1,0,1,"Right_lead","Female","Male","stick",89
"3275","33","36","Male","Female",24,24,"Stim\r14y20g16b10.jpeg","Stim\r12y12g14b26.jpeg",14,12,20,12,16,14,10,26,-2,2,-1,0,1,0,1,0.869,1.209,0.963,0,2,"grøn","33_36","33_2","36_2",-2,1,0,0,"Left_lead","Male","Female","stick",90
"3279","33","36","Male","Female",24,24,"Stim\r11y13g22b35.jpeg","Stim\r02y10g14b11.jpeg",11,2,13,10,22,14,35,11,-2,1,0,-1,1,0,1,1.151,2.164,0,1.678,2,"grøn","33_36","33_2","36_2",-8,1,0,0,"Right_lead","Female","Male","surrender",94
"3280","33","36","Male","Female",24,24,"Stim\r14y10g15b15.jpeg","Stim\r12y07g16b25.jpeg",14,12,10,7,15,16,15,25,-2,2,1,0,0,1,1,0.907,1.102,1.778,0,2,"grøn","33_36","33_2","36_2",1,1,0,1,"Left_lead","Male","Female","surrender",95
"3283","34","35","Female","Male",23,24,"Stim\r18y19g14b27.jpeg","Stim\r15y05g12b10.jpeg",18,15,19,5,14,12,27,10,2,-4,0,-1,0,1,1,1.296,1.447,0,1.555,2,"rød","34_35","34_2","35_2",-3,0,1,0,"Right_lead","Male","Female","stick",2
"3286","34","35","Female","Male",23,24,"Stim\r19y15g35b05.jpeg","Stim\r17y11g38b07.jpeg",19,17,15,11,35,38,5,7,3,-4,-1,0,0,1,1,1.072,1.235,4.326,0,2,"rød","34_35","34_2","35_2",-2,0,1,0,"Left_lead","Female","Male","surrender",5
