"","SubjectID_unique","Trial","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Sensitivity_roll","skill_dif_roll","skill_dif_roll_c","Response_abs","z_Response_abs","conf_dif","conf_dif_c","Side"
"508","23_1",76,"23","Male",23,"Stim\r10y03g03b07.jpeg","Stim\r03y03g02b05.jpeg",10,3,3,3,3,2,7,5,1,-1,0,1,0.989,1.654,1,"grøn","23_22",-1,1,0,"Left_lead","Male","Female",1,0.213202313705535,1.04359543432284,0.0435954343228413,1,-0.653110501224851,1,0,"left"
"509","23_1",80,"23","Male",23,"Stim\r12y07g16b25.jpeg","Stim\r03y06g12b09.jpeg",12,3,7,6,16,12,25,9,-1,1,1,0,1.841,1.82,1,"grøn","23_22",-4,0,1,"Left_lead","Male","Female",1,0.195837917276223,1.0205140663269,0.0205140663269017,1,-0.653110501224851,1,0,"left"
"516","23_1",92,"23","Male",23,"Stim\r20y04g39b23.jpeg","Stim\r10y02g36b05.jpeg",20,10,4,2,39,36,23,5,3,1,0,0,2.536,1.693,1,"grøn","23_22",-3,1,1,"Left_lead","Male","Female",0,0.2186971099469,0.868758145030061,-0.131241854969939,3,2.13349430400118,3,2,"left"
"519","24_2",10,"24","Female",25,"Stim\r02y10g14b11.jpeg","Stim\r04y39g24b15.jpeg",2,4,10,39,14,24,11,15,1,-1,1,0,2.407,1.396,2,"rød","24_22",2,1,0,"Left_lead","Female","Female",1,0.224358682896235,0.98834528713366,-0.0116547128663396,1,-0.83452296039628,1,0,"left"
"520","24_2",11,"24","Female",25,"Stim\r11y26g25b38.jpeg","Stim\r18y19g14b27.jpeg",11,18,26,19,25,14,38,27,-2,-1,0,0,1.337,2.203,2,"rød","24_22",7,0,0,"Left_lead","Female","Female",0,0.192562667083443,0.977513474701503,-0.022486525298497,2,0.83452296039628,2,1,"left"
"521","24_2",14,"24","Female",25,"Stim\r04y39g24b15.jpeg","Stim\r10y07g11b10.jpeg",4,10,39,7,24,11,15,10,-1,1,0,1,3.031,1.703,2,"rød","24_22",6,0,1,"Left_lead","Female","Female",1,0.19953345842265,0.893554282698226,-0.106445717301774,1,-0.83452296039628,0.5,-0.5,"left"
"526","24_2",28,"24","Female",25,"Stim\r17y11g38b07.jpeg","Stim\r02y10g14b11.jpeg",17,2,11,10,38,14,7,11,1,-1,1,0,1.948,2.613,2,"blå","24_22",4,1,0,"Left_lead","Female","Female",1,0.246595628518425,0.981473569392596,-0.018526430607404,1,-0.83452296039628,1,0,"left"
"527","24_2",32,"24","Female",25,"Stim\r04y28g27b06.jpeg","Stim\r17y11g38b07.jpeg",4,17,28,11,27,38,6,7,-1,1,0,1,1.815,1.574,2,"blå","24_22",1,0,1,"Left_lead","Female","Female",1,0.23288967471305,1.00694827155025,0.00694827155024558,1,-0.83452296039628,1,0,"left"
"528","24_2",33,"24","Female",25,"Stim\r13y24g05b28.jpeg","Stim\r21y03g15b37.jpeg",13,21,24,3,5,15,28,37,-3,-1,0,0,2.044,1.955,2,"blå","24_22",9,0,0,"Left_lead","Female","Female",0,0.208449498218285,0.949877336780087,-0.0501226632199127,3,2.50356888118884,3,2,"left"
"529","24_2",35,"24","Female",25,"Stim\r16y09g06b10.jpeg","Stim\r17y20g40b07.jpeg",16,17,9,20,6,40,10,7,2,1,0,0,1.518,6.417,2,"blå","24_22",-3,1,1,"Left_lead","Female","Female",0,0.17273209344767,0.952285153357391,-0.0477148466426088,2,0.83452296039628,2,1,"left"
"530","24_2",36,"24","Female",25,"Stim\r14y12g04b29.jpeg","Stim\r18y19g14b27.jpeg",14,18,12,19,4,14,29,27,-1,1,1,0,2.907,2.908,2,"blå","24_22",-2,0,1,"Left_lead","Female","Female",1,0.154584954146125,0.948428837822421,-0.0515711621775788,1,-0.83452296039628,0.5,-0.5,"left"
"532","24_2",39,"24","Female",25,"Stim\r07y14g27b22.jpeg","Stim\r12y07g16b25.jpeg",7,12,14,7,27,16,22,25,-2,-1,0,0,1.195,5.141,2,"blå","24_22",3,0,0,"Left_lead","Female","Female",0,0.155531310799449,1.01881039656958,0.0188103965695816,2,0.83452296039628,1,0,"left"
"533","24_2",45,"24","Female",25,"Stim\r11y10g06b19.jpeg","Stim\r12y07g07b17.jpeg",11,12,10,7,6,7,19,17,1,-1,0,1,2.099,1.629,2,"blå","24_22",-2,1,0,"Left_lead","Female","Female",1,0.19622088019191,0.973608297388919,-0.0263917026110806,1,-0.83452296039628,1,0,"left"
"534","24_2",47,"24","Female",25,"Stim\r15y16g12b03.jpeg","Stim\r22y02g34b05.jpeg",15,22,16,2,12,34,3,5,-1,1,0,1,1.937,1.29,2,"blå","24_22",2,0,1,"Left_lead","Female","Female",1,0.21530857982835,1.04532973778743,0.0453297377874278,1,-0.83452296039628,1,0,"left"
"536","24_2",54,"24","Female",25,"Stim\r11y14g08b23.jpeg","Stim\r10y13g07b36.jpeg",11,10,14,13,8,7,23,36,-2,1,1,0,2.226,1.473,2,"gul","24_22",-1,0,1,"Left_lead","Female","Female",1,0.1923011934633,1.04750130513431,0.0475013051343147,2,0.83452296039628,1,0,"left"
"540","24_2",60,"24","Female",25,"Stim\r14y12g04b29.jpeg","Stim\r03y11g01b26.jpeg",14,3,12,11,4,1,29,26,1,1,0,0,1.39,1.675,2,"gul","24_22",-1,1,1,"Left_lead","Female","Female",0,0.20088232593031,1.04978558858285,0.0497855885828464,1,-0.83452296039628,1,0,"left"
"541","24_2",61,"24","Female",25,"Stim\r10y13g07b36.jpeg","Stim\r12y12g14b26.jpeg",10,12,13,12,7,14,36,26,-1,1,1,0,1.188,2.37,2,"gul","24_22",-1,0,1,"Left_lead","Female","Female",1,0.219261513137926,1.10899881029914,0.108998810299141,1,-0.83452296039628,1,0,"left"
"542","24_2",67,"24","Female",25,"Stim\r02y19g24b04.jpeg","Stim\r14y20g16b10.jpeg",2,14,19,20,24,16,4,10,-2,1,0,1,1.98,1.389,2,"gul","24_22",1,0,1,"Left_lead","Female","Female",1,0.229735917452085,0.909816561693647,-0.0901834383063529,2,0.83452296039628,1,0,"left"
"544","24_2",71,"24","Female",25,"Stim\r14y20g16b10.jpeg","Stim\r09y17g32b21.jpeg",14,9,20,17,16,32,10,21,1,-1,0,1,1.103,3.819,2,"gul","24_22",-3,1,0,"Left_lead","Female","Female",1,0.201259342131829,0.887340642005703,-0.112659357994297,1,-0.83452296039628,0.5,-0.5,"left"
"546","24_2",73,"24","Female",25,"Stim\r16y09g06b10.jpeg","Stim\r16y21g04b04.jpeg",16,16,9,21,6,4,10,4,1,1,0,0,0.941,1.314,2,"grøn","24_22",-2,1,1,"Left_lead","Female","Female",0,0.20100268449705,0.971293766013048,-0.0287062339869516,1,-0.83452296039628,1,0,"left"
"547","24_2",74,"24","Female",25,"Stim\r06y14g31b25.jpeg","Stim\r12y09g30b18.jpeg",6,12,14,9,31,30,25,18,-1,-1,1,1,1.292,2.602,2,"grøn","24_22",-1,0,0,"Left_lead","Female","Female",0,0.197621823178284,0.981221964944768,-0.0187780350552317,1,-0.83452296039628,1,0,"left"
"548","24_2",75,"24","Female",25,"Stim\r02y10g14b11.jpeg","Stim\r14y10g15b15.jpeg",2,14,10,10,14,15,11,15,-1,1,0,1,2.209,1.676,2,"grøn","24_22",1,0,1,"Left_lead","Female","Female",1,0.207454840432727,0.982245238703955,-0.0177547612960449,1,-0.83452296039628,1,0,"left"
"549","24_2",76,"24","Female",25,"Stim\r07y14g27b22.jpeg","Stim\r15y17g24b30.jpeg",7,15,14,17,27,24,22,30,-2,-1,1,1,1.26,1.8,2,"grøn","24_22",-3,0,0,"Left_lead","Female","Female",0,0.201714798400703,0.978066294706708,-0.0219337052932922,2,0.83452296039628,2,1,"left"
"550","24_2",77,"24","Female",25,"Stim\r17y11g38b07.jpeg","Stim\r17y20g40b07.jpeg",17,17,11,20,38,40,7,7,2,1,1,1,2.711,1.519,2,"grøn","24_22",2,1,1,"Left_lead","Female","Female",0,0.183706220988415,0.977954449253776,-0.0220455507462244,2,0.83452296039628,2,1,"left"
"552","24_2",81,"24","Female",25,"Stim\r09y17g32b21.jpeg","Stim\r06y14g31b25.jpeg",9,6,17,14,32,31,21,25,-2,1,1,0,1.194,2.829,2,"grøn","24_22",-1,0,1,"Left_lead","Female","Female",1,0.198201794082,1.00592285016622,0.00592285016622185,2,0.83452296039628,0.5,-0.5,"left"
"557","24_2",92,"24","Female",25,"Stim\r03y11g01b26.jpeg","Stim\r21y01g04b27.jpeg",3,21,11,1,1,4,26,27,-1,1,0,1,2.912,1.455,2,"grøn","24_22",3,0,1,"Left_lead","Female","Female",1,0.216841848985655,0.876049226151992,-0.123950773848008,1,-0.83452296039628,1,0,"left"
"560","21_2",13,"21","Male",24,"Stim\r12y07g07b17.jpeg","Stim\r13y24g05b28.jpeg",12,13,7,24,7,5,17,28,-2,-1,0,0,2,2.511,2,"rød","21_23",1,0,0,"Left_lead","Male","Male",0,0.198420870877202,0.96195708917968,-0.0380429108203203,2,1.22140963310492,1,0,"left"
"564","21_2",29,"21","Male",24,"Stim\r11y26g25b38.jpeg","Stim\r05y09g02b34.jpeg",11,5,26,9,25,2,38,34,1,-1,0,1,1.464,1.759,2,"blå","21_23",-4,1,0,"Left_lead","Male","Male",1,0.243354858903511,1.00214712949987,0.00214712949987339,1,-0.793916261518197,0.5,-0.5,"left"
"569","21_2",43,"21","Male",24,"Stim\r16y09g06b10.jpeg","Stim\r10y03g03b07.jpeg",16,10,9,3,6,3,10,7,-2,1,1,0,1.508,2.031,2,"blå","21_23",-3,0,1,"Left_lead","Male","Male",1,0.173460081422795,1.05872009861417,0.0587200986141696,2,1.22140963310492,1,0,"left"
"571","21_2",49,"21","Male",24,"Stim\r07y02g03b06.jpeg","Stim\r20y04g39b23.jpeg",7,20,2,4,3,39,6,23,-1,1,0,1,3.05,2.227,2,"gul","21_23",2,0,1,"Left_lead","Male","Male",1,0.19101311645681,1.07771486321546,0.077714863215459,1,-0.793916261518197,1,0,"left"
"572","21_2",50,"21","Male",24,"Stim\r20y14g02b19.jpeg","Stim\r15y17g24b30.jpeg",20,15,14,17,2,24,19,30,-1,1,0,1,1.53,1.708,2,"gul","21_23",3,0,1,"Left_lead","Male","Male",1,0.19297325232145,1.11449068639128,0.114490686391277,1,-0.793916261518197,0.5,-0.5,"left"
"573","21_2",53,"21","Male",24,"Stim\r03y06g12b09.jpeg","Stim\r09y02g05b02.jpeg",3,9,6,2,12,5,9,2,-2,1,1,0,1.27,2.709,2,"gul","21_23",-4,0,1,"Left_lead","Male","Male",1,0.185151848057305,1.05613270706771,0.0561327070677093,2,1.22140963310492,1,0,"left"
"575","21_2",56,"21","Male",24,"Stim\r15y16g12b03.jpeg","Stim\r06y19g29b08.jpeg",15,6,16,19,12,29,3,8,-2,-1,0,0,1.278,1.53,2,"gul","21_23",3,0,0,"Left_lead","Male","Male",0,0.181026636850265,1.02104415307765,0.0210441530776497,2,1.22140963310492,2,1,"left"
"577","21_2",61,"21","Male",24,"Stim\r05y28g23b30.jpeg","Stim\r13y24g05b28.jpeg",5,13,28,24,23,5,30,28,2,-1,0,1,1.587,3.641,2,"gul","21_23",-4,1,0,"Left_lead","Male","Male",1,0.206238132821012,1.03690500872079,0.0369050087207865,2,1.22140963310492,1,0,"left"
"578","21_2",65,"21","Male",24,"Stim\r05y40g33b16.jpeg","Stim\r06y36g16b14.jpeg",5,6,40,36,33,16,16,14,1,-1,0,1,2.212,1.328,2,"gul","21_23",-4,1,0,"Left_lead","Male","Male",1,0.22564942452555,1.04122309288279,0.0412230928827879,1,-0.793916261518197,0.5,-0.5,"left"
"579","21_2",66,"21","Male",24,"Stim\r09y07g06b09.jpeg","Stim\r15y05g12b10.jpeg",9,15,7,5,6,12,9,10,-2,-1,1,1,1.842,3.293,2,"gul","21_23",-2,0,0,"Left_lead","Male","Male",0,0.23495335889612,1.05324978048881,0.0532497804888095,2,1.22140963310492,2,1,"left"
"580","21_2",67,"21","Male",24,"Stim\r22y23g20b06.jpeg","Stim\r10y27g22b14.jpeg",22,10,23,27,20,22,6,14,-1,1,0,1,1.785,2.863,2,"gul","21_23",4,0,1,"Left_lead","Male","Male",1,0.26721106989949,1.07394266516963,0.0739426651696327,1,-0.793916261518197,1,0,"left"
"581","21_2",68,"21","Male",24,"Stim\r03y11g01b26.jpeg","Stim\r14y10g15b15.jpeg",3,14,11,10,1,15,26,15,1,-1,0,1,1.599,1.812,2,"gul","21_23",-1,1,0,"Left_lead","Male","Male",1,0.25870412314597,1.01314717750673,0.0131471775067331,1,-0.793916261518197,1,0,"left"
"586","21_2",83,"21","Male",24,"Stim\r11y10g06b19.jpeg","Stim\r11y14g08b23.jpeg",11,11,10,14,6,8,19,23,-1,1,0,1,1.118,1.162,2,"grøn","21_23",2,0,1,"Left_lead","Male","Male",1,0.19030479658507,1.0047105799542,0.00471057995420066,1,-0.793916261518197,0.5,-0.5,"left"
"587","21_2",87,"21","Male",24,"Stim\r09y15g18b07.jpeg","Stim\r10y27g22b14.jpeg",9,10,15,27,18,22,7,14,-2,-1,0,0,1.957,1.242,2,"grøn","21_23",4,0,0,"Left_lead","Male","Male",0,0.249562586823715,1.07952529098343,0.0795252909834314,2,1.22140963310492,2,1,"left"
"589","21_2",90,"21","Male",24,"Stim\r08y09g09b11.jpeg","Stim\r17y07g07b24.jpeg",8,17,9,7,9,7,11,24,-2,1,1,0,2.629,1.161,2,"grøn","21_23",-2,0,1,"Left_lead","Male","Male",1,0.296103855152785,1.11252699133872,0.112526991338717,2,1.22140963310492,1,0,"left"
"590","21_2",95,"21","Male",24,"Stim\r02y19g24b04.jpeg","Stim\r11y13g22b35.jpeg",2,11,19,13,24,22,4,35,-1,1,1,0,1.121,2.644,2,"grøn","21_23",-2,0,1,"Left_lead","Male","Male",1,0.27430500669677,1.01902830987628,0.0190283098762813,1,-0.793916261518197,1,0,"left"
"591","21_2",96,"21","Male",24,"Stim\r04y39g24b15.jpeg","Stim\r13y21g23b09.jpeg",4,13,39,21,24,23,15,9,-1,1,1,0,1.153,1.688,2,"grøn","21_23",-1,0,1,"Left_lead","Male","Male",1,0.250035870534565,1.02042138557994,0.020421385579944,1,-0.793916261518197,0.5,-0.5,"left"
"593","21_1",17,"21","Male",24,"Stim\r03y06g12b09.jpeg","Stim\r06y14g31b25.jpeg",3,6,6,14,12,31,9,25,-1,1,0,1,3.989,3.536,1,"rød","21_24",3,0,1,"Left_lead","Male","Female",1,0.228248202088353,0.938036721454415,-0.0619632785455847,1,-0.87388478319842,0.5,-0.5,"left"
"594","21_1",18,"21","Male",24,"Stim\r14y12g04b29.jpeg","Stim\r17y11g38b07.jpeg",14,17,12,11,4,38,29,7,-1,1,0,1,2.313,2.826,1,"rød","21_24",3,0,1,"Left_lead","Male","Female",1,0.2204908223389,0.878632339212022,-0.121367660787978,1,-0.87388478319842,0.5,-0.5,"left"
"595","21_1",20,"21","Male",24,"Stim\r16y21g04b04.jpeg","Stim\r13y24g05b28.jpeg",16,13,21,24,4,5,4,28,-2,1,1,0,2.667,3.561,1,"rød","21_24",-3,0,1,"Left_lead","Male","Female",1,0.21831966795633,0.923040372534933,-0.0769596274650673,2,0.953328854398277,1,0,"left"
"596","21_1",21,"21","Male",24,"Stim\r10y02g36b05.jpeg","Stim\r14y12g04b29.jpeg",10,14,2,12,36,4,5,29,1,1,1,1,2.193,2.849,1,"rød","21_24",4,1,1,"Left_lead","Male","Female",0,0.23061874621329,0.935267975517317,-0.0647320244826826,1,-0.87388478319842,1,0,"left"
"598","21_1",27,"21","Male",24,"Stim\r17y07g07b24.jpeg","Stim\r21y01g04b27.jpeg",17,21,7,1,7,4,24,27,2,1,1,1,1.703,1.862,1,"blå","21_24",3,1,1,"Left_lead","Male","Female",0,0.243671535338505,0.941702506096536,-0.0582974939034635,2,0.953328854398277,1,0,"left"
"599","21_1",31,"21","Male",24,"Stim\r09y07g06b09.jpeg","Stim\r06y19g29b08.jpeg",9,6,7,19,6,29,9,8,-2,-1,1,1,2.079,2.865,1,"blå","21_24",-1,0,0,"Left_lead","Male","Female",0,0.195920812303678,0.871580288736854,-0.128419711263146,2,0.953328854398277,2,1,"left"
"600","21_1",34,"21","Male",24,"Stim\r13y24g05b28.jpeg","Stim\r17y07g07b24.jpeg",13,17,24,7,5,7,28,24,-1,1,1,0,2.48,1.845,1,"blå","21_24",-4,0,1,"Left_lead","Male","Female",1,0.16935456483335,0.83108322777879,-0.16891677222121,1,-0.87388478319842,0.5,-0.5,"left"
"603","21_1",38,"21","Male",24,"Stim\r12y12g14b26.jpeg","Stim\r06y14g31b25.jpeg",12,6,12,14,14,31,26,25,2,1,0,0,2.999,1.91,1,"blå","21_24",-1,1,1,"Left_lead","Male","Female",0,0.13860836108975,0.918396224891443,-0.081603775108557,2,0.953328854398277,2,1,"left"
"606","21_1",45,"21","Male",24,"Stim\r10y27g22b14.jpeg","Stim\r10y07g11b10.jpeg",10,10,27,7,22,11,14,10,-1,-1,1,1,5.419,1.568,1,"blå","21_24",-4,0,0,"Left_lead","Male","Female",0,0.184615643613045,1.01307522920655,0.0130752292065484,1,-0.87388478319842,0.5,-0.5,"left"
"607","21_1",47,"21","Male",24,"Stim\r13y33g08b23.jpeg","Stim\r10y27g22b14.jpeg",13,10,33,27,8,22,23,14,-2,-1,1,1,1.771,2.189,1,"blå","21_24",-9,0,0,"Left_lead","Male","Female",0,0.2098030492577,1.15795366672742,0.157953666727417,2,0.953328854398277,2,1,"left"
"611","21_1",52,"21","Male",24,"Stim\r21y01g04b27.jpeg","Stim\r03y03g02b05.jpeg",21,3,1,3,4,2,27,5,-2,-1,0,0,4.284,1.746,1,"gul","21_24",2,0,0,"Left_lead","Male","Female",0,0.197901564305115,1.23472684857699,0.234726848576991,2,0.953328854398277,2,1,"left"
"613","21_1",55,"21","Male",24,"Stim\r22y02g34b05.jpeg","Stim\r15y05g12b10.jpeg",22,15,2,5,34,12,5,10,2,1,1,1,1.215,2.004,1,"gul","21_24",3,1,1,"Left_lead","Male","Female",0,0.19040864369685,1.07917744922451,0.0791774492245072,2,0.953328854398277,2,1,"left"
"614","21_1",56,"21","Male",24,"Stim\r16y21g04b04.jpeg","Stim\r15y17g24b30.jpeg",16,15,21,17,4,24,4,30,-2,1,1,0,1.888,1.943,1,"gul","21_24",-4,0,1,"Left_lead","Male","Female",1,0.183514948292605,1.02496154993499,0.02496154993499,2,0.953328854398277,1,0,"left"
"619","21_1",61,"21","Male",24,"Stim\r19y15g35b05.jpeg","Stim\r04y16g13b13.jpeg",19,4,15,16,35,13,5,13,1,-1,1,0,2.329,2.207,1,"gul","21_24",1,1,0,"Left_lead","Male","Female",1,0.212178355303215,1.11275724165133,0.112757241651334,1,-0.87388478319842,0.5,-0.5,"left"
"620","21_1",62,"21","Male",24,"Stim\r18y13g28b06.jpeg","Stim\r17y12g19b18.jpeg",18,17,13,12,28,19,6,18,-1,1,1,0,4.013,2.415,1,"gul","21_24",-1,0,1,"Left_lead","Male","Female",1,0.2277923779666,1.1153273762677,0.115327376267703,1,-0.87388478319842,1,0,"left"
"621","21_1",63,"21","Male",24,"Stim\r20y14g02b19.jpeg","Stim\r08y12g20b03.jpeg",20,8,14,12,2,20,19,3,-1,-1,1,1,4.275,2.813,1,"gul","21_24",-2,0,0,"Left_lead","Male","Female",0,0.238276027159125,1.05702964137769,0.0570296413776876,1,-0.87388478319842,1,0,"left"
"622","21_1",64,"21","Male",24,"Stim\r03y11g01b26.jpeg","Stim\r12y07g07b17.jpeg",3,12,11,7,1,7,26,17,2,1,0,0,1.383,1.72,1,"gul","21_24",-4,1,1,"Left_lead","Male","Female",0,0.245359586389775,1.04727720584006,0.047277205840057,2,0.953328854398277,2,1,"left"
"623","21_1",65,"21","Male",24,"Stim\r09y17g32b21.jpeg","Stim\r14y10g15b15.jpeg",9,14,17,10,32,15,21,15,1,-1,0,1,5.318,1.499,1,"gul","21_24",-7,1,0,"Left_lead","Male","Female",1,0.22505644099362,1.05683177959516,0.0568317795951614,1,-0.87388478319842,0.5,-0.5,"left"
"624","21_1",70,"21","Male",24,"Stim\r13y21g23b09.jpeg","Stim\r09y17g32b21.jpeg",13,9,21,17,23,32,9,21,-2,-1,1,1,1.687,2.161,1,"gul","21_24",-4,0,0,"Left_lead","Male","Female",0,0.23059966408687,1.04534761994019,0.0453476199401892,2,0.953328854398277,2,1,"left"
"626","21_1",75,"21","Male",24,"Stim\r15y05g12b10.jpeg","Stim\r06y36g16b14.jpeg",15,6,5,36,12,16,10,14,-2,1,0,1,1.447,3.565,1,"grøn","21_24",4,0,1,"Left_lead","Male","Female",1,0.20967550383345,0.988216997761031,-0.0117830022389691,2,0.953328854398277,1,0,"left"
"627","21_1",77,"21","Male",24,"Stim\r17y12g19b18.jpeg","Stim\r22y23g20b06.jpeg",17,22,12,23,19,20,18,6,-1,1,0,1,2.387,1.411,1,"grøn","21_24",1,0,1,"Left_lead","Male","Female",1,0.18366245334851,0.967424901819366,-0.0325750981806335,1,-0.87388478319842,0.5,-0.5,"left"
"629","21_1",80,"21","Male",24,"Stim\r16y21g04b04.jpeg","Stim\r03y03g02b05.jpeg",16,3,21,3,4,2,4,5,1,-1,0,1,2.706,2.038,1,"grøn","21_24",-2,1,0,"Left_lead","Male","Female",1,0.189848092457785,0.977735843300674,-0.0222641566993256,1,-0.87388478319842,1,0,"left"
"632","21_1",85,"21","Male",24,"Stim\r14y20g16b10.jpeg","Stim\r11y26g25b38.jpeg",14,11,20,26,16,25,10,38,-1,1,0,1,2.356,2.861,1,"grøn","21_24",9,0,1,"Left_lead","Male","Female",1,0.178615206399674,1.01627659971678,0.0162765997167791,1,-0.87388478319842,1,0,"left"
"633","21_1",87,"21","Male",24,"Stim\r21y31g06b08.jpeg","Stim\r10y03g03b07.jpeg",21,10,31,3,6,3,8,7,-1,1,1,0,3.217,1.394,1,"grøn","21_24",-3,0,1,"Left_lead","Male","Female",1,0.23407249604202,1.0194125999941,0.0194125999941017,1,-0.87388478319842,1,0,"left"
"634","21_1",92,"21","Male",24,"Stim\r19y15g35b05.jpeg","Stim\r07y14g27b22.jpeg",19,7,15,14,35,27,5,22,2,-1,0,1,2.667,1.362,1,"grøn","21_24",-8,1,0,"Left_lead","Male","Female",1,0.2390599252075,0.961559649201822,-0.0384403507981784,2,0.953328854398277,1,0,"left"
"636","21_1",96,"21","Male",24,"Stim\r12y09g30b18.jpeg","Stim\r04y28g27b06.jpeg",12,4,9,28,30,27,18,6,2,1,0,0,3.051,1.442,1,"grøn","21_24",-3,1,1,"Left_lead","Male","Female",0,0.24187390462813,0.967101779757943,-0.0328982202420571,2,0.953328854398277,1,0,"left"
"642","26_2",15,"26","Female",24,"Stim\r09y06g26b32.jpeg","Stim\r06y14g31b25.jpeg",9,6,6,14,26,31,32,25,1,1,0,0,1.137,1.834,2,"rød","26_27",-3,1,1,"Left_lead","Female","Male",0,0.246429423432605,1.02244237979532,0.0224423797953228,1,-0.515978455203089,1,0,"left"
"644","26_2",19,"26","Female",24,"Stim\r22y02g34b05.jpeg","Stim\r14y10g15b15.jpeg",22,14,2,10,34,15,5,15,-1,-1,1,1,0.972,1.597,2,"rød","26_27",-8,0,0,"Left_lead","Female","Male",0,0.27102778009198,1.10388100951312,0.10388100951312,1,-0.515978455203089,1,0,"left"
"649","26_2",25,"26","Female",24,"Stim\r03y03g02b05.jpeg","Stim\r09y15g18b07.jpeg",3,9,3,15,2,18,5,7,1,-1,1,0,1.249,2.357,2,"blå","26_27",2,1,0,"Left_lead","Female","Male",1,0.274246487226,1.0221037561548,0.0221037561547968,1,-0.515978455203089,1,0,"left"
"653","26_2",37,"26","Female",24,"Stim\r13y24g05b28.jpeg","Stim\r15y17g24b30.jpeg",13,15,24,17,5,24,28,30,2,1,1,1,1.867,1.566,2,"blå","26_27",2,1,1,"Left_lead","Female","Male",0,0.163686397209053,0.98634126567684,-0.01365873432316,2,1.89192100241133,2,1,"left"
"654","26_2",40,"26","Female",24,"Stim\r15y16g12b03.jpeg","Stim\r02y19g24b04.jpeg",15,2,16,19,12,24,3,4,1,-1,1,0,1.231,1.596,2,"blå","26_27",1,1,0,"Left_lead","Female","Male",1,0.162747062343335,1.01624556208468,0.0162455620846789,1,-0.515978455203089,0.5,-0.5,"left"
"655","26_2",43,"26","Female",24,"Stim\r07y02g03b06.jpeg","Stim\r03y03g02b05.jpeg",7,3,2,3,3,2,6,5,-1,-1,1,1,1.691,1.552,2,"blå","26_27",-1,0,0,"Left_lead","Female","Male",0,0.18464000239522,1.11851614235206,0.118516142352063,1,-0.515978455203089,1,0,"left"
"658","26_2",48,"26","Female",24,"Stim\r07y14g27b22.jpeg","Stim\r13y33g08b23.jpeg",7,13,14,33,27,8,22,23,2,1,1,1,1.669,1.74,2,"blå","26_27",1,1,1,"Left_lead","Female","Male",0,0.21973062589548,1.11183774887916,0.111837748879157,2,1.89192100241133,2,1,"left"
"660","26_2",56,"26","Female",24,"Stim\r15y17g24b30.jpeg","Stim\r13y21g23b09.jpeg",15,13,17,21,24,23,30,9,1,-1,1,0,1.244,1.623,2,"gul","26_27",4,1,0,"Left_lead","Female","Male",1,0.18863539575849,1.04128953286262,0.0412895328626233,1,-0.515978455203089,0.333333333333333,-0.666666666666667,"left"
"661","26_2",61,"26","Female",24,"Stim\r16y21g04b04.jpeg","Stim\r09y17g32b21.jpeg",16,9,21,17,4,32,4,21,1,-1,0,1,1.022,1.26,2,"gul","26_27",-4,1,0,"Left_lead","Female","Male",1,0.213850390671021,1.05650602143515,0.0565060214351487,1,-0.515978455203089,0.5,-0.5,"left"
"663","26_2",66,"26","Female",24,"Stim\r14y10g15b15.jpeg","Stim\r11y14g08b23.jpeg",14,11,10,14,15,8,15,23,-1,1,0,1,1.414,1.977,2,"gul","26_27",4,0,1,"Left_lead","Female","Male",1,0.25345492612935,1.14155149577665,0.141551495776652,1,-0.515978455203089,0.25,-0.75,"left"
"666","26_2",74,"26","Female",24,"Stim\r06y14g31b25.jpeg","Stim\r09y17g32b21.jpeg",6,9,14,17,31,32,25,21,-2,1,0,1,1.559,1.998,2,"grøn","26_27",1,0,1,"Left_lead","Female","Male",1,0.20524678893578,1.01714099930796,0.0171409993079619,2,1.89192100241133,0.666666666666667,-0.333333333333333,"left"
"668","26_2",76,"26","Female",24,"Stim\r08y09g09b11.jpeg","Stim\r11y10g06b19.jpeg",8,11,9,10,9,6,11,19,2,1,0,0,1.808,2.627,2,"grøn","26_27",-3,1,1,"Left_lead","Female","Male",0,0.212187924048435,1.02888415687517,0.0288841568751681,2,1.89192100241133,1,0,"left"
"669","26_2",78,"26","Female",24,"Stim\r10y07g11b10.jpeg","Stim\r15y16g12b03.jpeg",10,15,7,16,11,12,10,3,2,1,1,1,1.776,2.248,2,"grøn","26_27",1,1,1,"Left_lead","Female","Male",0,0.181161389160285,0.961217415353269,-0.0387825846467308,2,1.89192100241133,2,1,"left"
"672","26_2",84,"26","Female",24,"Stim\r06y19g29b08.jpeg","Stim\r04y28g27b06.jpeg",6,4,19,28,29,27,8,6,-1,1,1,0,1.579,1.292,2,"grøn","26_27",-2,0,1,"Left_lead","Female","Male",1,0.178738317873855,0.916267135096083,-0.0837328649039174,1,-0.515978455203089,0.333333333333333,-0.666666666666667,"left"
