"","SubjectID_unique","Trial","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Sensitivity_roll","skill_dif_roll","skill_dif_roll_c","Response_abs","z_Response_abs","conf_dif","conf_dif_c","Side"
"3149","40_2",86,"40","Female",26,"Stim\r14y12g04b29.jpeg","Stim\r03y11g01b26.jpeg",14,3,12,11,4,1,29,26,1,1,0,0,2.516,5.448,2,"grøn","38_40",-3,1,1,"Right_lead","Female","Female",0,0.18860417103506,0.99536080320509,-0.00463919679490976,1,-1.10314867227308,1,0,"right"
"3151","40_2",91,"40","Female",26,"Stim\r09y02g05b02.jpeg","Stim\r19y10g06b15.jpeg",9,19,2,10,5,6,2,15,1,-1,1,0,1.329,2.836,2,"grøn","38_40",1,1,0,"Right_lead","Female","Female",1,0.244549720578305,0.985441931693361,-0.0145580683066393,1,-1.10314867227308,0.5,-0.5,"right"
"3153","40_2",95,"40","Female",26,"Stim\r13y33g08b23.jpeg","Stim\r15y16g12b03.jpeg",13,15,33,16,8,12,23,3,-1,1,0,1,0.87,2.836,2,"grøn","38_40",4,0,1,"Right_lead","Female","Female",1,0.26902459952089,1.00245430787377,0.00245430787376555,1,-1.10314867227308,0.5,-0.5,"right"
"3154","40_2",96,"40","Female",26,"Stim\r09y17g32b21.jpeg","Stim\r06y14g31b25.jpeg",9,6,17,14,32,31,21,25,2,1,0,0,1.16,3.69,2,"grøn","38_40",-1,1,1,"Right_lead","Female","Female",0,0.24744598280745,0.989127022033672,-0.0108729779663284,2,-0.194673295107015,1,0,"right"
"3156","41_1",11,"41","Male",21,"Stim\r11y14g08b23.jpeg","Stim\r19y10g06b15.jpeg",11,19,14,10,8,6,23,15,2,-1,1,0,1.566,2.438,1,"rød","43_41",8,1,0,"Right_lead","Male","Male",1,0.197753029048061,1.00207291711116,0.00207291711115776,2,-0.109713431434064,0.5,-0.5,"right"
"3157","41_1",13,"41","Male",21,"Stim\r09y06g26b32.jpeg","Stim\r05y28g23b30.jpeg",9,5,6,28,26,23,32,30,2,-1,0,1,3.447,4.416,1,"rød","43_41",-4,1,0,"Right_lead","Male","Male",1,0.20630458813168,1.01382274468568,0.0138227446856758,2,-0.109713431434064,1,0,"right"
"3158","41_1",15,"41","Male",21,"Stim\r15y17g24b30.jpeg","Stim\r16y21g04b04.jpeg",15,16,17,21,24,4,30,4,-2,1,0,1,2.706,1.844,1,"rød","43_41",1,0,1,"Right_lead","Male","Male",1,0.2311815208921,1.00177123337347,0.00177123337347185,2,-0.109713431434064,0.5,-0.5,"right"
"3159","41_1",19,"41","Male",21,"Stim\r13y24g05b28.jpeg","Stim\r10y03g03b07.jpeg",13,10,24,3,5,3,28,7,-2,1,1,0,1.584,1.878,1,"rød","43_41",-3,0,1,"Right_lead","Male","Male",1,0.240622244445,0.998737567278385,-0.00126243272161464,2,-0.109713431434064,0.5,-0.5,"right"
"3161","41_1",23,"41","Male",21,"Stim\r12y12g14b26.jpeg","Stim\r13y24g05b28.jpeg",12,13,12,24,14,5,26,28,2,-1,1,0,2.798,7.022,1,"rød","43_41",1,1,0,"Right_lead","Male","Male",1,0.25752769229258,1.00363957740003,0.0036395774000344,2,-0.109713431434064,1,0,"right"
"3163","41_1",28,"41","Male",21,"Stim\r13y24g05b28.jpeg","Stim\r18y19g14b27.jpeg",13,18,24,19,5,14,28,27,-2,1,1,0,3.278,4.382,1,"blå","43_41",-1,0,1,"Right_lead","Male","Male",1,0.248570256967415,1.00974808349897,0.00974808349897427,2,-0.109713431434064,1,0,"right"
"3164","41_1",33,"41","Male",21,"Stim\r15y16g12b03.jpeg","Stim\r02y19g24b04.jpeg",15,2,16,19,12,24,3,4,2,1,1,1,1.571,2.392,1,"blå","43_41",1,1,1,"Right_lead","Male","Male",0,0.219330793982995,0.998797491919079,-0.00120250808092059,2,-0.109713431434064,2,1,"right"
"3166","41_1",39,"41","Male",21,"Stim\r12y07g07b17.jpeg","Stim\r19y10g06b15.jpeg",12,19,7,10,7,6,17,15,2,-1,0,1,3.318,2.065,1,"blå","43_41",-2,1,0,"Right_lead","Male","Male",1,0.151580073440985,0.979710025574795,-0.020289974425205,2,-0.109713431434064,1,0,"right"
"3176","41_1",63,"41","Male",21,"Stim\r05y40g33b16.jpeg","Stim\r10y37g07b02.jpeg",5,10,40,37,33,7,16,2,2,-1,0,1,3.065,1.693,1,"gul","43_41",-3,1,0,"Right_lead","Male","Male",1,0.231042684034,0.948050932806074,-0.0519490671939258,2,-0.109713431434064,0.5,-0.5,"right"
"3177","41_1",68,"41","Male",21,"Stim\r11y14g08b23.jpeg","Stim\r11y10g06b19.jpeg",11,11,14,10,8,6,23,19,-2,1,1,0,1.518,3.361,1,"gul","43_41",-4,0,1,"Right_lead","Male","Male",1,0.255607232566,0.985057244720375,-0.0149427552796251,2,-0.109713431434064,1,0,"right"
"3179","41_1",89,"41","Male",21,"Stim\r09y17g32b21.jpeg","Stim\r06y14g31b25.jpeg",9,6,17,14,32,31,21,25,2,-1,0,1,1.224,3.088,1,"grøn","43_41",-1,1,0,"Right_lead","Male","Male",1,0.2419328034274,0.98715800715607,-0.0128419928439304,2,-0.109713431434064,0.666666666666667,-0.333333333333333,"right"
"3182","41_2",11,"41","Male",21,"Stim\r08y09g09b11.jpeg","Stim\r10y03g03b07.jpeg",8,10,9,3,9,3,11,7,2,-1,1,0,3.252,2.708,2,"rød","44_41",2,1,0,"Right_lead","Male","Female",1,0.19825142776988,1.00096669443139,0.000966694431388637,2,0.623956303196073,1,0,"right"
"3183","41_2",14,"41","Male",21,"Stim\r21y24g16b04.jpeg","Stim\r22y23g20b06.jpeg",21,22,24,23,16,20,4,6,2,1,1,1,1.346,3.603,2,"rød","44_41",1,1,1,"Right_lead","Male","Female",0,0.225266907442935,1.01607122032495,0.0160712203249465,2,0.623956303196073,2,1,"right"
"3186","41_2",22,"41","Male",21,"Stim\r22y02g34b05.jpeg","Stim\r21y03g15b37.jpeg",22,21,2,3,34,15,5,37,2,-1,0,1,1.264,1.734,2,"rød","44_41",-1,1,0,"Right_lead","Male","Female",1,0.258428677790035,0.998548835542,-0.00145116445800042,2,0.623956303196073,0.666666666666667,-0.333333333333333,"right"
"3187","41_2",25,"41","Male",21,"Stim\r15y16g12b03.jpeg","Stim\r03y03g02b05.jpeg",15,3,16,3,12,2,3,5,-1,1,0,1,2.096,2.872,2,"blå","44_41",2,0,1,"Right_lead","Male","Female",1,0.27060143906218,1.0041846122999,0.00418461229989586,1,-1.18551697607254,1,0,"right"
"3188","41_2",29,"41","Male",21,"Stim\r11y14g08b23.jpeg","Stim\r17y07g07b24.jpeg",11,17,14,7,8,7,23,24,2,-1,1,0,1.101,2.183,2,"blå","44_41",1,1,0,"Right_lead","Male","Female",1,0.240654019274105,0.992451429611514,-0.00754857038848589,2,0.623956303196073,0.666666666666667,-0.333333333333333,"right"
"3190","41_2",37,"41","Male",21,"Stim\r15y17g24b30.jpeg","Stim\r14y12g04b29.jpeg",15,14,17,12,24,4,30,29,3,1,0,0,1.574,1.384,2,"blå","44_41",-1,1,1,"Right_lead","Male","Female",0,0.162797126811132,0.989789392811935,-0.0102106071880648,3,2.43342958246468,3,2,"right"
"3194","41_2",49,"41","Male",21,"Stim\r04y28g27b06.jpeg","Stim\r10y37g07b02.jpeg",4,10,28,37,27,7,6,2,1,-1,1,0,1.893,2.961,2,"gul","44_41",9,1,0,"Right_lead","Male","Female",1,0.199884611677755,1.03321005175931,0.0332100517593146,1,-1.18551697607254,1,0,"right"
"3198","41_2",53,"41","Male",21,"Stim\r09y02g05b02.jpeg","Stim\r09y06g26b32.jpeg",9,9,2,6,5,26,2,32,2,1,1,1,0.809,1.546,2,"gul","44_41",4,1,1,"Right_lead","Male","Female",0,0.184924531774525,0.922709714498937,-0.077290285501063,2,0.623956303196073,2,1,"right"
"3200","41_2",70,"41","Male",21,"Stim\r09y15g18b07.jpeg","Stim\r15y16g12b03.jpeg",9,15,15,16,18,12,7,3,2,1,1,1,1.028,4.697,2,"gul","44_41",1,1,1,"Right_lead","Male","Female",0,0.220469051767245,0.988871671899217,-0.0111283281007827,2,0.623956303196073,0.666666666666667,-0.333333333333333,"right"
"3201","41_2",77,"41","Male",21,"Stim\r19y10g06b15.jpeg","Stim\r10y37g07b02.jpeg",19,10,10,37,6,7,15,2,1,-1,1,0,1.693,2.005,2,"grøn","44_41",1,1,0,"Right_lead","Male","Female",1,0.189216231435005,1.00975665473721,0.00975665473721077,1,-1.18551697607254,1,0,"right"
"3202","41_2",78,"41","Male",21,"Stim\r22y35g09b11.jpeg","Stim\r09y02g05b02.jpeg",22,9,35,2,9,5,11,2,1,1,0,0,2.255,2.745,2,"grøn","44_41",-4,1,1,"Right_lead","Male","Female",0,0.188869296966865,1.0126044405512,0.0126044405511989,1,-1.18551697607254,1,0,"right"
"3203","41_2",79,"41","Male",21,"Stim\r20y14g02b19.jpeg","Stim\r01y27g01b01.jpeg",20,1,14,27,2,1,19,1,1,-1,0,1,1.35,4.01,2,"grøn","44_41",-1,1,0,"Right_lead","Male","Female",1,0.189579623663445,1.00552897828743,0.00552897828742771,1,-1.18551697607254,1,0,"right"
"3204","41_2",80,"41","Male",21,"Stim\r15y05g12b10.jpeg","Stim\r18y19g14b27.jpeg",15,18,5,19,12,14,10,27,-2,-1,0,0,2.09,3.298,2,"grøn","44_41",2,0,0,"Right_lead","Male","Female",0,0.191684528795709,0.992237180815512,-0.00776281918448773,2,0.623956303196073,2,1,"right"
"3205","41_2",84,"41","Male",21,"Stim\r07y06g08b05.jpeg","Stim\r11y10g06b19.jpeg",7,11,6,10,8,6,5,19,-2,-1,1,1,1.792,1.96,2,"grøn","44_41",-2,0,0,"Right_lead","Male","Female",0,0.19397106996993,0.998481488498933,-0.00151851150106685,2,0.623956303196073,1,0,"right"
"3206","41_2",86,"41","Male",21,"Stim\r21y31g06b08.jpeg","Stim\r14y12g04b29.jpeg",21,14,31,12,6,4,8,29,1,-1,0,1,2.045,1.658,2,"grøn","44_41",-2,1,0,"Right_lead","Male","Female",1,0.189673792037675,0.983250068254338,-0.0167499317456621,1,-1.18551697607254,1,0,"right"
"3208","41_2",90,"41","Male",21,"Stim\r02y19g24b04.jpeg","Stim\r11y13g22b35.jpeg",2,11,19,13,24,22,4,35,-2,-1,1,1,1.412,2.066,2,"grøn","44_41",-2,0,0,"Right_lead","Male","Female",0,0.26464061592975,1.0488748022892,0.0488748022892027,2,0.623956303196073,2,1,"right"
"3210","41_2",96,"41","Male",21,"Stim\r14y10g15b15.jpeg","Stim\r03y06g12b09.jpeg",14,3,10,6,15,12,15,9,2,-1,0,1,2.965,2.285,2,"grøn","44_41",-3,1,0,"Right_lead","Male","Female",1,0.2480547244276,1.01195240765203,0.0119524076520257,2,0.623956303196073,2,1,"right"
"3215","42_1",16,"42","Female",24,"Stim\r10y07g11b10.jpeg","Stim\r11y13g22b35.jpeg",10,11,7,13,11,22,10,35,2,1,1,1,2.891,3.123,1,"rød","44_42",1,1,1,"Right_lead","Female","Female",0,0.229269989317235,1.00435077940083,0.00435077940083461,2,0.223674588201059,2,1,"right"
"3218","42_1",22,"42","Female",24,"Stim\r04y28g27b06.jpeg","Stim\r06y14g31b25.jpeg",4,6,28,14,27,31,6,25,-1,-1,0,0,1.867,4.667,1,"rød","44_42",2,0,0,"Right_lead","Female","Female",0,0.2585254862744,1.00203280028509,0.00203280028509445,1,-1.29731261156614,1,0,"right"
"3221","42_1",27,"42","Female",24,"Stim\r17y11g38b07.jpeg","Stim\r13y21g23b09.jpeg",17,13,11,21,38,23,7,9,-2,-1,0,0,3.956,2.642,1,"blå","44_42",2,0,0,"Right_lead","Female","Female",0,0.253630368928789,1.00999219277314,0.00999219277314478,2,0.223674588201059,2,1,"right"
"3223","42_1",31,"42","Female",24,"Stim\r14y20g16b10.jpeg","Stim\r04y16g13b13.jpeg",14,4,20,16,16,13,10,13,1,-1,1,0,26.998,4.363,1,"blå","44_42",3,1,0,"Right_lead","Female","Female",1,0.221094114963646,0.995539609031293,-0.00446039096870732,1,-1.29731261156614,1,0,"right"
"3224","42_1",43,"42","Female",24,"Stim\r13y21g23b09.jpeg","Stim\r03y03g02b05.jpeg",13,3,21,3,23,2,9,5,-3,-1,1,1,2.434,2.731,1,"blå","44_42",-4,0,0,"Right_lead","Female","Female",0,0.176977716666215,1.0310708319299,0.0310708319299038,3,1.74466178796826,3,2,"right"
"3225","42_1",48,"42","Female",24,"Stim\r14y10g15b15.jpeg","Stim\r20y14g02b19.jpeg",14,20,10,14,15,2,15,19,2,1,1,1,1.71,2.424,1,"blå","44_42",4,1,1,"Right_lead","Female","Female",0,0.2062422439975,0.998633138945638,-0.00136686105436223,2,0.223674588201059,2,1,"right"
"3229","42_1",51,"42","Female",24,"Stim\r05y40g33b16.jpeg","Stim\r10y37g07b02.jpeg",5,10,40,37,33,7,16,2,-2,1,1,0,2.104,2.117,1,"gul","44_42",-3,0,1,"Right_lead","Female","Female",1,0.2038791528361,1.11014693962098,0.110146939620977,2,0.223674588201059,1,0,"right"
"3230","42_1",52,"42","Female",24,"Stim\r03y11g01b26.jpeg","Stim\r14y12g04b29.jpeg",3,14,11,12,1,4,26,29,2,1,1,1,2.394,3.027,1,"gul","44_42",1,1,1,"Right_lead","Female","Female",0,0.1947823984857,1.08084479323573,0.0808447932357326,2,0.223674588201059,2,1,"right"
"3234","42_1",62,"42","Female",24,"Stim\r17y07g07b24.jpeg","Stim\r19y10g06b15.jpeg",17,19,7,10,7,6,24,15,2,1,1,1,1.249,1.855,1,"gul","44_42",3,1,1,"Right_lead","Female","Female",0,0.2171196072864,0.949735205855579,-0.0502647941444213,2,0.223674588201059,2,1,"right"
"3235","42_1",66,"42","Female",24,"Stim\r09y17g32b21.jpeg","Stim\r17y20g40b07.jpeg",9,17,17,20,32,40,21,7,2,-1,1,0,1.216,2.09,1,"gul","44_42",3,1,0,"Right_lead","Female","Female",1,0.221403152091545,0.982550148529082,-0.0174498514709177,2,0.223674588201059,1,0,"right"
"3236","42_1",69,"42","Female",24,"Stim\r13y33g08b23.jpeg","Stim\r21y31g06b08.jpeg",13,21,33,31,8,6,23,8,2,-1,0,1,1.317,1.926,1,"gul","44_42",-2,1,0,"Right_lead","Female","Female",1,0.223697557843425,0.954306093224254,-0.0456939067757458,2,0.223674588201059,0.5,-0.5,"right"
"3240","42_1",90,"42","Female",24,"Stim\r07y02g03b06.jpeg","Stim\r10y37g07b02.jpeg",7,10,2,37,3,7,6,2,-2,-1,0,0,0.979,2.463,1,"grøn","44_42",4,0,0,"Right_lead","Female","Female",0,0.279017590270535,1.03498073264798,0.0349807326479803,2,0.223674588201059,2,1,"right"
"3241","42_1",94,"42","Female",24,"Stim\r15y16g12b03.jpeg","Stim\r08y23g10b29.jpeg",15,8,16,23,12,10,3,29,-1,1,1,0,0.877,3.03,1,"grøn","44_42",-2,0,1,"Right_lead","Female","Female",1,0.2623139234154,1.03846072999348,0.0384607299934787,1,-1.29731261156614,1,0,"right"
"3248","42_2",23,"42","Female",24,"Stim\r14y08g21b39.jpeg","Stim\r10y13g07b36.jpeg",14,10,8,13,21,7,39,36,2,-1,0,1,1.222,1.498,2,"rød","43_42",-4,1,0,"Right_lead","Female","Male",1,0.255883488689585,0.995640055926933,-0.00435994407306672,2,0.110736887385587,1,0,"right"
"3253","42_2",38,"42","Female",24,"Stim\r07y06g08b05.jpeg","Stim\r02y10g14b11.jpeg",7,2,6,10,8,14,5,11,-2,-1,0,0,1.757,1.991,2,"blå","43_42",6,0,0,"Right_lead","Female","Male",0,0.149301420734155,0.990925319628906,-0.00907468037109416,2,0.110736887385587,2,1,"right"
"3255","42_2",42,"42","Female",24,"Stim\r22y23g20b06.jpeg","Stim\r06y19g29b08.jpeg",22,6,23,19,20,29,6,8,-2,1,0,1,0.89,1.611,2,"blå","43_42",2,0,1,"Right_lead","Female","Male",1,0.17905962132083,1.06412698587856,0.0641269858785594,2,0.110736887385587,1,0,"right"
"3258","42_2",46,"42","Female",24,"Stim\r09y17g32b21.jpeg","Stim\r11y14g08b23.jpeg",9,11,17,14,32,8,21,23,-2,1,0,1,1.212,1.808,2,"blå","43_42",2,0,1,"Right_lead","Female","Male",1,0.221626273711135,1.10500998732477,0.105009987324773,2,0.110736887385587,0.666666666666667,-0.333333333333333,"right"
"3259","42_2",48,"42","Female",24,"Stim\r14y20g16b10.jpeg","Stim\r12y09g30b18.jpeg",14,12,20,9,16,30,10,18,-2,1,0,1,1.033,1.442,2,"blå","43_42",8,0,1,"Right_lead","Female","Male",1,0.215457875370675,1.10001113614128,0.100011136141278,2,0.110736887385587,1,0,"right"
"3261","42_2",54,"42","Female",24,"Stim\r14y10g15b15.jpeg","Stim\r17y12g19b18.jpeg",14,17,10,12,15,19,15,18,-3,-1,0,0,0.984,2.649,2,"gul","43_42",2,0,0,"Right_lead","Female","Male",0,0.19360455030845,1.12425930099678,0.12425930099678,3,1.88252708555497,3,2,"right"
"3267","42_2",71,"42","Female",24,"Stim\r10y13g07b36.jpeg","Stim\r09y17g32b21.jpeg",10,9,13,17,7,32,36,21,-2,1,0,1,0.861,1.711,2,"gul","43_42",4,0,1,"Right_lead","Female","Male",1,0.220045722034285,0.998311598363977,-0.00168840163602257,2,0.110736887385587,0.666666666666667,-0.333333333333333,"right"
"3269","42_2",74,"42","Female",24,"Stim\r05y28g23b30.jpeg","Stim\r09y06g26b32.jpeg",5,9,28,6,23,26,30,32,2,-1,1,0,0.961,1.22,2,"grøn","43_42",3,1,0,"Right_lead","Female","Male",1,0.201834471106139,1.00142235274238,0.00142235274237867,2,0.110736887385587,1,0,"right"
"3274","42_2",86,"42","Female",24,"Stim\r21y03g15b37.jpeg","Stim\r15y05g12b10.jpeg",21,15,3,5,15,12,37,10,-2,-1,1,1,0.965,1.703,2,"grøn","43_42",-3,0,0,"Right_lead","Female","Male",0,0.192500929357275,0.985957925187046,-0.0140420748129545,2,0.110736887385587,2,1,"right"
"3277","46_1",11,"46","Female",27,"Stim\r13y24g05b28.jpeg","Stim\r09y06g26b32.jpeg",13,9,24,6,5,26,28,32,2,1,0,0,1.692,2.639,1,"rød","45_46",-4,1,1,"Right_lead","Female","Male",0,0.197352297603885,0.996653747318842,-0.00334625268115796,2,-0.602863506762691,0.666666666666667,-0.333333333333333,"right"
"3279","46_1",17,"46","Female",27,"Stim\r17y07g07b24.jpeg","Stim\r16y09g06b10.jpeg",17,16,7,9,7,6,24,10,2,1,0,0,2.088,2.534,1,"rød","45_46",-1,1,1,"Right_lead","Female","Male",0,0.24300201759173,0.997357056156304,-0.00264294384369579,2,-0.602863506762691,1,0,"right"
"3281","46_1",21,"46","Female",27,"Stim\r20y14g02b19.jpeg","Stim\r13y21g23b09.jpeg",20,13,14,21,2,23,19,9,-2,1,1,0,1.764,3.844,1,"rød","45_46",-7,0,1,"Right_lead","Female","Male",1,0.24943142323381,1.01010944832557,0.0101094483255681,2,-0.602863506762691,2,1,"right"
"3283","46_1",27,"46","Female",27,"Stim\r02y10g14b11.jpeg","Stim\r04y39g24b15.jpeg",2,4,10,39,14,24,11,15,-2,1,0,1,1.597,3.493,1,"blå","45_46",4,0,1,"Right_lead","Female","Male",1,0.25071414062623,1.00268099618289,0.00268099618288775,2,-0.602863506762691,0.666666666666667,-0.333333333333333,"right"
"3284","46_1",28,"46","Female",27,"Stim\r17y11g38b07.jpeg","Stim\r22y35g09b11.jpeg",17,22,11,35,38,9,7,11,-2,1,0,1,1.29,3.759,1,"blå","45_46",4,0,1,"Right_lead","Female","Male",1,0.24878116482224,1.01244109101793,0.0124410910179333,2,-0.602863506762691,1,0,"right"
"3285","46_1",30,"46","Female",27,"Stim\r12y07g07b17.jpeg","Stim\r12y07g16b25.jpeg",12,12,7,7,7,16,17,25,2,-1,1,0,1.027,4.698,1,"blå","45_46",8,1,0,"Right_lead","Female","Male",1,0.238577777247395,1.01322698532548,0.0132269853254774,2,-0.602863506762691,1,0,"right"
"3286","46_1",33,"46","Female",27,"Stim\r12y07g16b25.jpeg","Stim\r09y17g32b21.jpeg",12,9,7,17,16,32,25,21,-3,1,1,0,1.298,4.168,1,"blå","45_46",-4,0,1,"Right_lead","Female","Male",1,0.21966316769042,1.0069871387665,0.00698713876649593,3,0.569371089720319,1,0,"right"
"3287","46_1",35,"46","Female",27,"Stim\r10y37g07b02.jpeg","Stim\r01y27g01b01.jpeg",10,1,37,27,7,1,2,1,3,1,0,0,1.638,2.191,1,"blå","45_46",-1,1,1,"Right_lead","Female","Male",0,0.179813824268945,1.01438539127269,0.014385391272685,3,0.569371089720319,3,2,"right"
"3292","46_1",46,"46","Female",27,"Stim\r09y15g18b07.jpeg","Stim\r05y40g33b16.jpeg",9,5,15,40,18,33,7,16,2,-1,1,0,1.095,1.831,1,"blå","45_46",9,1,0,"Right_lead","Female","Male",1,0.19616544726765,1.03610857883567,0.0361085788356703,2,-0.602863506762691,2,1,"right"
"3293","46_1",48,"46","Female",27,"Stim\r18y19g14b27.jpeg","Stim\r20y04g39b23.jpeg",18,20,19,4,14,39,27,23,-2,1,1,0,1.503,2.652,1,"blå","45_46",-4,0,1,"Right_lead","Female","Male",1,0.194466819468411,1.07155754656481,0.0715575465648093,2,-0.602863506762691,0.666666666666667,-0.333333333333333,"right"
"3294","46_1",49,"46","Female",27,"Stim\r21y03g15b37.jpeg","Stim\r14y08g21b39.jpeg",21,14,3,8,15,21,37,39,4,1,1,1,1.636,7.952,1,"blå","45_46",2,1,1,"Right_lead","Female","Male",0,0.18356200595355,0.994848022823329,-0.0051519771766706,4,1.74160568620333,1.33333333333333,0.333333333333333,"right"
"3295","46_1",54,"46","Female",27,"Stim\r11y13g22b35.jpeg","Stim\r17y11g38b07.jpeg",11,17,13,11,22,38,35,7,2,-1,0,1,1.819,3.731,1,"gul","45_46",-2,1,0,"Right_lead","Female","Male",1,0.168434017370475,0.951889930820254,-0.0481100691797465,2,-0.602863506762691,0.666666666666667,-0.333333333333333,"right"
"3296","46_1",64,"46","Female",27,"Stim\r17y20g40b07.jpeg","Stim\r16y21g04b04.jpeg",17,16,20,21,40,4,7,4,3,-1,1,0,1.403,2.727,1,"gul","45_46",1,1,0,"Right_lead","Female","Male",1,0.2418909245906,0.998386060179369,-0.00161393982063063,3,0.569371089720319,0.75,-0.25,"right"
"3298","46_1",66,"46","Female",27,"Stim\r09y15g18b07.jpeg","Stim\r07y14g27b22.jpeg",9,7,15,14,18,27,7,22,2,-1,0,1,1.625,2.194,1,"gul","45_46",-1,1,0,"Right_lead","Female","Male",1,0.220867293307535,0.992334126076231,-0.00766587392376905,2,-0.602863506762691,0.666666666666667,-0.333333333333333,"right"
"3299","46_1",69,"46","Female",27,"Stim\r19y10g06b15.jpeg","Stim\r17y11g38b07.jpeg",19,17,10,11,6,38,15,7,2,-1,1,0,1.447,2.883,1,"gul","45_46",1,1,0,"Right_lead","Female","Male",1,0.21687578131395,0.936591866703218,-0.0634081332967824,2,-0.602863506762691,0.666666666666667,-0.333333333333333,"right"
"3302","46_1",74,"46","Female",27,"Stim\r03y06g12b09.jpeg","Stim\r14y20g16b10.jpeg",3,14,6,20,12,16,9,10,4,-1,1,0,2.315,1.421,1,"grøn","45_46",4,1,0,"Right_lead","Female","Male",1,0.202033142161306,1.00432993461676,0.00432993461675979,4,1.74160568620333,1.33333333333333,0.333333333333333,"right"
"3303","46_1",77,"46","Female",27,"Stim\r14y08g21b39.jpeg","Stim\r08y12g20b03.jpeg",14,8,8,12,21,20,39,3,4,1,0,0,1.285,1.519,1,"grøn","45_46",-1,1,1,"Right_lead","Female","Male",0,0.190180979701197,1.01227277511697,0.0122727751169713,4,1.74160568620333,2,1,"right"
"3310","46_1",96,"46","Female",27,"Stim\r20y04g39b23.jpeg","Stim\r10y02g36b05.jpeg",20,10,4,2,39,36,23,5,4,1,0,0,1.289,1.664,1,"grøn","45_46",-3,1,1,"Right_lead","Female","Male",0,0.24517929020615,0.9954550286952,-0.00454497130479992,4,1.74160568620333,2,1,"right"
"3313","46_2",11,"46","Female",27,"Stim\r11y14g08b23.jpeg","Stim\r15y17g24b30.jpeg",11,15,14,17,8,24,23,30,4,1,1,1,1.279,1.204,2,"rød","48_46",4,1,1,"Right_lead","Female","Female",0,0.198671664900709,1.0076476981396,0.00764769813960187,4,1.14931062790906,2,1,"right"
"3314","46_2",13,"46","Female",27,"Stim\r08y09g09b11.jpeg","Stim\r14y08g21b39.jpeg",8,14,9,8,9,21,11,39,3,-1,1,0,1.223,1.426,2,"rød","48_46",6,1,0,"Right_lead","Female","Female",1,0.21040888531065,1.02686971066013,0.0268697106601299,3,0.139310379140492,1.5,0.5,"right"
"3315","46_2",15,"46","Female",27,"Stim\r21y01g04b27.jpeg","Stim\r17y22g16b15.jpeg",21,17,1,22,4,16,27,15,2,-1,0,1,0.96,1.287,2,"rød","48_46",-4,1,0,"Right_lead","Female","Female",1,0.240742811616945,1.03752042464508,0.0375204246450827,2,-0.870689869628073,0.5,-0.5,"right"
"3316","46_2",16,"46","Female",27,"Stim\r19y15g35b05.jpeg","Stim\r15y16g12b03.jpeg",19,15,15,16,35,12,5,3,4,-1,0,1,1.334,0.997,2,"rød","48_46",-4,1,0,"Right_lead","Female","Female",1,0.230248490908105,1.00952578861783,0.00952578861782905,4,1.14931062790906,1,0,"right"
"3317","46_2",24,"46","Female",27,"Stim\r10y27g22b14.jpeg","Stim\r11y26g25b38.jpeg",10,11,27,26,22,25,14,38,-2,1,0,1,1.824,1.423,2,"rød","48_46",1,0,1,"Right_lead","Female","Female",1,0.26054344418471,0.9972715631904,-0.00272843680960022,2,-0.870689869628073,0.666666666666667,-0.333333333333333,"right"
"3318","46_2",26,"46","Female",27,"Stim\r09y02g05b02.jpeg","Stim\r01y27g01b01.jpeg",9,1,2,27,5,1,2,1,-2,1,1,0,1.379,1.221,2,"blå","48_46",-1,0,1,"Right_lead","Female","Female",1,0.262426735790974,1.01227203126963,0.0122720312696343,2,-0.870689869628073,0.666666666666667,-0.333333333333333,"right"
"3321","46_2",31,"46","Female",27,"Stim\r15y17g24b30.jpeg","Stim\r11y26g25b38.jpeg",15,11,17,26,24,25,30,38,-3,-1,0,0,1.27,2.901,2,"blå","48_46",8,0,0,"Right_lead","Female","Female",0,0.22776474510036,1.03081754987541,0.0308175498754071,3,0.139310379140492,1.5,0.5,"right"
"3324","46_2",41,"46","Female",27,"Stim\r08y23g10b29.jpeg","Stim\r12y12g14b26.jpeg",8,12,23,12,10,14,29,26,4,-1,0,1,1.32,3.348,2,"blå","48_46",-3,1,0,"Right_lead","Female","Female",1,0.160616431546903,0.986970793547194,-0.0130292064528063,4,1.14931062790906,1,0,"right"
"3325","46_2",43,"46","Female",27,"Stim\r17y22g16b15.jpeg","Stim\r09y07g06b09.jpeg",17,9,22,7,16,6,15,9,2,-1,0,1,1.177,1.704,2,"blå","48_46",-6,1,0,"Right_lead","Female","Female",1,0.153542835422587,0.906891354598429,-0.093108645401571,2,-0.870689869628073,0.5,-0.5,"right"
"3326","46_2",44,"46","Female",27,"Stim\r06y36g16b14.jpeg","Stim\r12y07g07b17.jpeg",6,12,36,7,16,7,14,17,2,-1,1,0,1.124,1.082,2,"blå","48_46",3,1,0,"Right_lead","Female","Female",1,0.1654038152103,0.905070964948615,-0.0949290350513851,2,-0.870689869628073,0.5,-0.5,"right"
