"","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","SubjectID_left_unique","SubjectID_right_unique","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior"
"1","3","1","Male","Male",24,23,"Stim\r10y03g03b07.jpeg","Stim\r11y10g06b19.jpeg",10,11,3,10,3,6,7,19,-2,-2,0,0,0,0,0,3.562,2.707,0,0,1,"rød","3_1","3_1","1_1",1,0,0,NA,"Agree",NA,NA,NA
"2","3","1","Male","Male",24,23,"Stim\r16y21g04b04.jpeg","Stim\r15y05g12b10.jpeg",16,15,21,5,4,12,4,10,3,-2,1,0,0,1,0,1.888,1.867,6.121,0,1,"rød","3_1","3_1","1_1",-1,0,1,1,"Left_lead","Male","Male","stick"
"3","3","1","Male","Male",24,23,"Stim\r10y13g07b36.jpeg","Stim\r09y07g06b09.jpeg",10,9,13,7,7,6,36,9,1,1,0,0,0,0,0,2.389,2.302,0,0,1,"rød","3_1","3_1","1_1",-1,1,1,NA,"Agree",NA,NA,NA
"4","3","1","Male","Male",24,23,"Stim\r12y07g07b17.jpeg","Stim\r21y24g16b04.jpeg",12,21,7,24,7,16,17,4,4,2,0,0,1,1,0,1.583,1.531,0,0,1,"rød","3_1","3_1","1_1",9,1,1,NA,"Agree",NA,NA,NA
"5","3","1","Male","Male",24,23,"Stim\r20y14g02b19.jpeg","Stim\r21y01g04b27.jpeg",20,21,14,1,2,4,19,27,2,-1,0,-1,1,0,0,2.142,1.872,0,7.432,1,"rød","3_1","3_1","1_1",1,0,1,0,"Right_lead","Male","Male","stick"
"6","3","1","Male","Male",24,23,"Stim\r01y27g01b01.jpeg","Stim\r04y16g13b13.jpeg",1,4,27,16,1,13,1,13,4,2,0,0,1,1,0,1.824,2.17,0,0,1,"rød","3_1","3_1","1_1",3,1,1,NA,"Agree",NA,NA,NA
"7","3","1","Male","Male",24,23,"Stim\r09y15g18b07.jpeg","Stim\r06y36g16b14.jpeg",9,6,15,36,18,16,7,14,-2,2,0,-1,1,0,1,1.693,2.856,0,4.031,1,"rød","3_1","3_1","1_1",-3,1,0,0,"Right_lead","Male","Male","surrender"
"8","3","1","Male","Male",24,23,"Stim\r08y23g10b29.jpeg","Stim\r10y02g36b05.jpeg",8,10,23,2,10,36,29,5,2,-1,-1,0,1,0,0,2.192,2.055,1.961,0,1,"rød","3_1","3_1","1_1",2,0,1,0,"Left_lead","Male","Male","surrender"
"9","3","1","Male","Male",24,23,"Stim\r13y21g23b09.jpeg","Stim\r09y02g05b02.jpeg",13,9,21,2,23,5,9,2,4,2,0,0,0,0,0,1.585,2.897,0,0,1,"rød","3_1","3_1","1_1",-4,1,1,NA,"Agree",NA,NA,NA
"10","3","1","Male","Male",24,23,"Stim\r03y06g12b09.jpeg","Stim\r02y10g14b11.jpeg",3,2,6,10,12,14,9,11,2,1,0,0,0,0,0,1.482,2.298,0,0,1,"rød","3_1","3_1","1_1",-1,1,1,NA,"Agree",NA,NA,NA
"11","3","1","Male","Male",24,23,"Stim\r11y26g25b38.jpeg","Stim\r15y16g12b03.jpeg",11,15,26,16,25,12,38,3,3,-2,0,-1,1,0,0,2.409,1.473,0,4.129,1,"rød","3_1","3_1","1_1",4,0,1,0,"Right_lead","Male","Male","stick"
"12","3","1","Male","Male",24,23,"Stim\r11y14g08b23.jpeg","Stim\r08y23g10b29.jpeg",11,8,14,23,8,10,23,29,-2,1,0,-1,1,0,1,2.381,1.775,0,4.168,1,"rød","3_1","3_1","1_1",-3,1,0,0,"Right_lead","Male","Male","surrender"
"13","3","1","Male","Male",24,23,"Stim\r07y02g03b06.jpeg","Stim\r14y12g04b29.jpeg",7,14,2,12,3,4,6,29,-2,2,1,0,0,1,1,1.989,2.701,4.514,0,1,"rød","3_1","3_1","1_1",7,1,0,1,"Left_lead","Male","Male","surrender"
"14","3","1","Male","Male",24,23,"Stim\r02y10g14b11.jpeg","Stim\r11y26g25b38.jpeg",2,11,10,26,14,25,11,38,4,2,0,0,1,1,0,1.493,1.822,0,0,1,"rød","3_1","3_1","1_1",9,1,1,NA,"Agree",NA,NA,NA
"15","3","1","Male","Male",24,23,"Stim\r13y33g08b23.jpeg","Stim\r11y13g22b35.jpeg",13,11,33,13,8,22,23,35,2,-1,1,0,0,1,0,1.078,1.825,1.666,0,1,"rød","3_1","3_1","1_1",-2,0,1,1,"Left_lead","Male","Male","stick"
"16","3","1","Male","Male",24,23,"Stim\r07y14g27b22.jpeg","Stim\r09y06g26b32.jpeg",7,9,14,6,27,26,22,32,2,-2,0,-1,1,0,0,1.699,1.592,0,2.427,1,"rød","3_1","3_1","1_1",2,0,1,0,"Right_lead","Male","Male","stick"
"17","3","1","Male","Male",24,23,"Stim\r08y09g09b11.jpeg","Stim\r09y06g26b32.jpeg",8,9,9,6,9,26,11,32,2,-2,-1,0,1,0,0,1.457,1.707,1.951,0,1,"rød","3_1","3_1","1_1",1,0,1,0,"Left_lead","Male","Male","surrender"
"18","3","1","Male","Male",24,23,"Stim\r10y37g07b02.jpeg","Stim\r14y12g04b29.jpeg",10,14,37,12,7,4,2,29,4,2,0,0,1,1,0,1.678,1.908,0,0,1,"rød","3_1","3_1","1_1",4,1,1,NA,"Agree",NA,NA,NA
"19","3","1","Male","Male",24,23,"Stim\r14y12g04b29.jpeg","Stim\r13y33g08b23.jpeg",14,13,12,33,4,8,29,23,2,-2,-1,0,0,1,1,1.322,1.768,3.525,0,1,"rød","3_1","3_1","1_1",-1,0,1,0,"Left_lead","Male","Male","surrender"
"20","3","1","Male","Male",24,23,"Stim\r06y36g16b14.jpeg","Stim\r10y02g36b05.jpeg",6,10,36,2,16,36,14,5,2,2,0,0,1,1,0,1.571,2.066,0,0,1,"rød","3_1","3_1","1_1",4,1,1,NA,"Agree",NA,NA,NA
"21","3","1","Male","Male",24,23,"Stim\r22y35g09b11.jpeg","Stim\r18y19g14b27.jpeg",22,18,35,19,9,14,11,27,-2,2,0,1,1,0,0,1.011,1.543,0,2.397,1,"rød","3_1","3_1","1_1",-4,1,0,1,"Right_lead","Male","Male","stick"
"22","3","1","Male","Male",24,23,"Stim\r21y03g15b37.jpeg","Stim\r18y13g28b06.jpeg",21,18,3,13,15,28,37,6,3,-2,1,0,0,1,0,1.607,1.42,1.824,0,1,"rød","3_1","3_1","1_1",-3,0,1,1,"Left_lead","Male","Male","stick"
"23","3","1","Male","Male",24,23,"Stim\r18y19g14b27.jpeg","Stim\r19y10g06b15.jpeg",18,19,19,10,14,6,27,15,1,-2,-1,0,1,0,0,1.577,0.94,1.044,0,1,"rød","3_1","3_1","1_1",1,0,1,0,"Left_lead","Male","Male","surrender"
"24","3","1","Male","Male",24,23,"Stim\r14y08g21b39.jpeg","Stim\r12y12g14b26.jpeg",14,12,8,12,21,14,39,26,2,-2,-1,0,0,1,1,2.765,1.178,1.33,0,1,"rød","3_1","3_1","1_1",-2,0,1,0,"Left_lead","Male","Male","surrender"
"25","3","1","Male","Male",24,23,"Stim\r03y03g02b05.jpeg","Stim\r04y28g27b06.jpeg",3,4,3,28,2,27,5,6,4,-2,1,0,1,0,1,1.327,1.206,1.14,0,1,"rød","3_1","3_1","1_1",1,0,1,1,"Left_lead","Male","Male","stick"
"26","3","1","Male","Male",24,23,"Stim\r08y23g10b29.jpeg","Stim\r03y11g01b26.jpeg",8,3,23,11,10,1,29,26,4,2,0,0,0,0,0,1.207,1.652,0,0,1,"blå","3_1","3_1","1_1",-3,1,1,NA,"Agree",NA,NA,NA
"27","3","1","Male","Male",24,23,"Stim\r12y09g30b18.jpeg","Stim\r20y14g02b19.jpeg",12,20,9,14,30,2,18,19,3,-2,0,1,1,0,1,1.325,1.271,0,1.764,1,"blå","3_1","3_1","1_1",1,0,1,1,"Right_lead","Male","Male","surrender"
"28","3","1","Male","Male",24,23,"Stim\r10y37g07b02.jpeg","Stim\r02y19g24b04.jpeg",10,2,37,19,7,24,2,4,4,1,0,0,1,1,0,1.529,1.825,0,0,1,"blå","3_1","3_1","1_1",2,1,1,NA,"Agree",NA,NA,NA
"29","3","1","Male","Male",24,23,"Stim\r12y07g07b17.jpeg","Stim\r09y17g32b21.jpeg",12,9,7,17,7,32,17,21,-2,3,1,0,0,1,1,2.47,3.249,1.474,0,1,"blå","3_1","3_1","1_1",4,1,0,1,"Left_lead","Male","Male","surrender"
"30","3","1","Male","Male",24,23,"Stim\r17y12g19b18.jpeg","Stim\r17y22g16b15.jpeg",17,17,12,22,19,16,18,15,-1,-2,0,0,1,1,0,1.339,3.519,0,0,1,"blå","3_1","3_1","1_1",-3,0,0,NA,"Agree",NA,NA,NA
"31","3","1","Male","Male",24,23,"Stim\r21y24g16b04.jpeg","Stim\r19y15g35b05.jpeg",21,19,24,15,16,35,4,5,4,2,0,0,1,1,0,1.241,2.17,0,0,1,"blå","3_1","3_1","1_1",1,1,1,NA,"Agree",NA,NA,NA
"32","3","1","Male","Male",24,23,"Stim\r09y07g06b09.jpeg","Stim\r22y23g20b06.jpeg",9,22,7,23,6,20,9,6,-2,-2,0,0,1,1,0,1.442,1.022,0,0,1,"blå","3_1","3_1","1_1",-3,0,0,NA,"Agree",NA,NA,NA
"33","3","1","Male","Male",24,23,"Stim\r21y31g06b08.jpeg","Stim\r22y35g09b11.jpeg",21,22,31,35,6,9,8,11,4,-2,1,0,1,0,1,1.193,1.087,1.563,0,1,"blå","3_1","3_1","1_1",3,0,1,1,"Left_lead","Male","Male","stick"
"34","3","1","Male","Male",24,23,"Stim\r13y33g08b23.jpeg","Stim\r17y22g16b15.jpeg",13,17,33,22,8,16,23,15,-1,2,1,0,1,0,0,2.316,3.728,1.064,0,1,"blå","3_1","3_1","1_1",-8,1,0,1,"Left_lead","Male","Male","surrender"
"35","3","1","Male","Male",24,23,"Stim\r11y10g06b19.jpeg","Stim\r09y17g32b21.jpeg",11,9,10,17,6,32,19,21,4,-2,1,0,1,0,1,1.103,0.949,1.025,0,1,"blå","3_1","3_1","1_1",2,0,1,1,"Left_lead","Male","Male","stick"
"36","3","1","Male","Male",24,23,"Stim\r10y02g36b05.jpeg","Stim\r21y31g06b08.jpeg",10,21,2,31,36,6,5,8,2,-2,-1,0,1,0,0,1.329,1.975,3.581,0,1,"blå","3_1","3_1","1_1",3,0,1,0,"Left_lead","Male","Male","surrender"
"37","3","1","Male","Male",24,23,"Stim\r09y06g26b32.jpeg","Stim\r03y11g01b26.jpeg",9,3,6,11,26,1,32,26,3,-2,1,0,0,1,0,1.549,2.378,1.316,0,1,"blå","3_1","3_1","1_1",-6,0,1,1,"Left_lead","Male","Male","stick"
"38","3","1","Male","Male",24,23,"Stim\r02y19g24b04.jpeg","Stim\r07y02g03b06.jpeg",2,7,19,2,24,3,4,6,1,1,0,0,1,1,0,2.241,2.037,0,0,1,"blå","3_1","3_1","1_1",2,1,1,NA,"Agree",NA,NA,NA
"39","3","1","Male","Male",24,23,"Stim\r05y28g23b30.jpeg","Stim\r18y19g14b27.jpeg",5,18,28,19,23,14,30,27,2,2,0,0,0,0,0,1.233,1.146,0,0,1,"blå","3_1","3_1","1_1",-3,1,1,NA,"Agree",NA,NA,NA
"40","3","1","Male","Male",24,23,"Stim\r11y13g22b35.jpeg","Stim\r14y12g04b29.jpeg",11,14,13,12,22,4,35,29,-1,-3,0,0,1,1,0,2.251,2.197,0,0,1,"blå","3_1","3_1","1_1",-6,0,0,NA,"Agree",NA,NA,NA
"41","3","1","Male","Male",24,23,"Stim\r09y17g32b21.jpeg","Stim\r20y14g02b19.jpeg",9,20,17,14,32,2,21,19,-3,1,-1,0,1,0,1,1.293,1.823,1.035,0,1,"blå","3_1","3_1","1_1",-2,1,0,0,"Left_lead","Male","Male","stick"
"42","3","1","Male","Male",24,23,"Stim\r03y06g12b09.jpeg","Stim\r16y09g06b10.jpeg",3,16,6,9,12,6,9,10,-1,3,0,-1,0,1,0,1.07,1.38,0,5.163,1,"blå","3_1","3_1","1_1",1,1,0,0,"Right_lead","Male","Male","surrender"
"43","3","1","Male","Male",24,23,"Stim\r10y27g22b14.jpeg","Stim\r22y35g09b11.jpeg",10,22,27,35,22,9,14,11,2,-2,0,-1,0,1,1,1.15,2.212,0,4.827,1,"blå","3_1","3_1","1_1",-3,0,1,0,"Right_lead","Male","Male","stick"
"44","3","1","Male","Male",24,23,"Stim\r09y15g18b07.jpeg","Stim\r10y02g36b05.jpeg",9,10,15,2,18,36,7,5,-1,-1,0,0,1,1,0,1.064,2.127,0,0,1,"blå","3_1","3_1","1_1",-2,0,0,NA,"Agree",NA,NA,NA
"45","3","1","Male","Male",24,23,"Stim\r10y03g03b07.jpeg","Stim\r08y09g09b11.jpeg",10,8,3,9,3,9,7,11,-1,2,0,1,0,1,1,2.094,1.491,0,2.682,1,"blå","3_1","3_1","1_1",4,1,0,1,"Right_lead","Male","Male","stick"
"46","3","1","Male","Male",24,23,"Stim\r14y08g21b39.jpeg","Stim\r05y28g23b30.jpeg",14,5,8,28,21,23,39,30,2,-3,0,-1,0,1,1,1.401,1.326,0,2.181,1,"blå","3_1","3_1","1_1",-9,0,1,0,"Right_lead","Male","Male","stick"
"47","3","1","Male","Male",24,23,"Stim\r12y07g16b25.jpeg","Stim\r14y12g04b29.jpeg",12,14,7,12,16,4,25,29,4,-2,0,1,1,0,1,1.249,3.545,0,1.554,1,"blå","3_1","3_1","1_1",4,0,1,1,"Right_lead","Male","Male","surrender"
"48","3","1","Male","Male",24,23,"Stim\r02y10g14b11.jpeg","Stim\r06y19g29b08.jpeg",2,6,10,19,14,29,11,8,-2,-1,0,0,1,1,0,1.006,1.452,0,0,1,"blå","3_1","3_1","1_1",-3,0,0,NA,"Agree",NA,NA,NA
"49","3","1","Male","Male",24,23,"Stim\r16y09g06b10.jpeg","Stim\r21y31g06b08.jpeg",16,21,9,31,6,6,10,8,1,-2,-1,0,0,1,1,0.987,1.214,1.848,0,1,"blå","3_1","3_1","1_1",-2,0,1,0,"Left_lead","Male","Male","surrender"
"50","3","1","Male","Male",24,23,"Stim\r16y09g06b10.jpeg","Stim\r14y08g21b39.jpeg",16,14,9,8,6,21,10,39,-1,-2,0,0,1,1,0,1.671,1.583,0,0,1,"gul","3_1","3_1","1_1",-1,0,0,NA,"Agree",NA,NA,NA
"51","3","1","Male","Male",24,23,"Stim\r05y28g23b30.jpeg","Stim\r13y24g05b28.jpeg",5,13,28,24,23,5,30,28,-2,-2,0,0,1,1,0,1.825,1.339,0,0,1,"gul","3_1","3_1","1_1",-4,0,0,NA,"Agree",NA,NA,NA
"52","3","1","Male","Male",24,23,"Stim\r06y14g31b25.jpeg","Stim\r09y15g18b07.jpeg",6,9,14,15,31,18,25,7,3,-1,1,0,1,0,1,1.654,2.367,1,0,1,"gul","3_1","3_1","1_1",1,0,1,1,"Left_lead","Male","Male","stick"
"53","3","1","Male","Male",24,23,"Stim\r12y07g16b25.jpeg","Stim\r19y15g35b05.jpeg",12,19,7,15,16,35,25,5,2,1,0,0,1,1,0,1.36,1.959,0,0,1,"gul","3_1","3_1","1_1",8,1,1,NA,"Agree",NA,NA,NA
"54","3","1","Male","Male",24,23,"Stim\r06y19g29b08.jpeg","Stim\r22y23g20b06.jpeg",6,22,19,23,29,20,8,6,2,-3,-1,0,1,0,0,1.066,1.379,1.032,0,1,"gul","3_1","3_1","1_1",4,0,1,0,"Left_lead","Male","Male","surrender"
"55","3","1","Male","Male",24,23,"Stim\r02y19g24b04.jpeg","Stim\r17y22g16b15.jpeg",2,17,19,22,24,16,4,15,-2,-1,0,0,0,0,0,1.311,2.065,0,0,1,"gul","3_1","3_1","1_1",3,0,0,NA,"Agree",NA,NA,NA
"56","3","1","Male","Male",24,23,"Stim\r16y21g04b04.jpeg","Stim\r02y19g24b04.jpeg",16,2,21,19,4,24,4,4,-4,-1,0,0,1,1,0,1.18,2.094,0,0,1,"gul","3_1","3_1","1_1",-2,0,0,NA,"Agree",NA,NA,NA
"57","3","1","Male","Male",24,23,"Stim\r07y06g08b05.jpeg","Stim\r15y05g12b10.jpeg",7,15,6,5,8,12,5,10,2,1,0,0,0,0,0,1.483,1.246,0,0,1,"gul","3_1","3_1","1_1",-1,1,1,NA,"Agree",NA,NA,NA
"58","3","1","Male","Male",24,23,"Stim\r17y22g16b15.jpeg","Stim\r13y24g05b28.jpeg",17,13,22,24,16,5,15,28,4,1,0,0,1,1,0,1.106,2.168,0,0,1,"gul","3_1","3_1","1_1",2,1,1,NA,"Agree",NA,NA,NA
"59","3","1","Male","Male",24,23,"Stim\r08y23g10b29.jpeg","Stim\r07y14g27b22.jpeg",8,7,23,14,10,27,29,22,2,-1,0,1,0,1,0,1.37,1.299,0,3.06,1,"gul","3_1","3_1","1_1",-9,0,1,1,"Right_lead","Male","Male","surrender"
"60","3","1","Male","Male",24,23,"Stim\r11y14g08b23.jpeg","Stim\r10y13g07b36.jpeg",11,10,14,13,8,7,23,36,2,2,0,0,0,0,0,1.653,2.548,0,0,1,"gul","3_1","3_1","1_1",-1,1,1,NA,"Agree",NA,NA,NA
"61","3","1","Male","Male",24,23,"Stim\r07y02g03b06.jpeg","Stim\r03y03g02b05.jpeg",7,3,2,3,3,2,6,5,-1,-1,0,0,0,0,0,1.355,1.802,0,0,1,"gul","3_1","3_1","1_1",1,0,0,NA,"Agree",NA,NA,NA
"62","3","1","Male","Male",24,23,"Stim\r09y15g18b07.jpeg","Stim\r12y07g07b17.jpeg",9,12,15,7,18,7,7,17,-2,2,0,1,1,0,0,1.208,2.054,0,4.292,1,"gul","3_1","3_1","1_1",-8,1,0,1,"Right_lead","Male","Male","stick"
"63","3","1","Male","Male",24,23,"Stim\r19y10g06b15.jpeg","Stim\r14y08g21b39.jpeg",19,14,10,8,6,21,15,39,-1,1,0,-1,1,0,1,1.079,1.874,0,3.743,1,"gul","3_1","3_1","1_1",-2,1,0,0,"Right_lead","Male","Male","surrender"
"64","3","1","Male","Male",24,23,"Stim\r09y07g06b09.jpeg","Stim\r11y10g06b19.jpeg",9,11,7,10,6,6,9,19,-1,-1,0,0,0,0,0,2.751,2.365,0,0,1,"gul","3_1","3_1","1_1",3,0,0,NA,"Agree",NA,NA,NA
"65","3","1","Male","Male",24,23,"Stim\r14y20g16b10.jpeg","Stim\r20y14g02b19.jpeg",14,20,20,14,16,2,10,19,-4,-3,0,0,1,1,0,1.22,1.2,0,0,1,"gul","3_1","3_1","1_1",-6,0,0,NA,"Agree",NA,NA,NA
"66","3","1","Male","Male",24,23,"Stim\r10y07g11b10.jpeg","Stim\r17y11g38b07.jpeg",10,17,7,11,11,38,10,7,4,3,0,0,1,1,0,1.263,1.242,0,0,1,"gul","3_1","3_1","1_1",4,1,1,NA,"Agree",NA,NA,NA
"67","3","1","Male","Male",24,23,"Stim\r15y17g24b30.jpeg","Stim\r12y09g30b18.jpeg",15,12,17,9,24,30,30,18,-2,-3,0,0,1,1,0,1.129,2.325,0,0,1,"gul","3_1","3_1","1_1",-8,0,0,NA,"Agree",NA,NA,NA
"68","3","1","Male","Male",24,23,"Stim\r04y39g24b15.jpeg","Stim\r13y33g08b23.jpeg",4,13,39,33,24,8,15,23,-4,3,-1,0,1,0,1,1.042,1.554,4.111,0,1,"gul","3_1","3_1","1_1",-6,1,0,0,"Left_lead","Male","Male","stick"
"69","3","1","Male","Male",24,23,"Stim\r09y17g32b21.jpeg","Stim\r09y15g18b07.jpeg",9,9,17,15,32,18,21,7,2,1,0,0,0,0,0,1.152,1.949,0,0,1,"gul","3_1","3_1","1_1",-2,1,1,NA,"Agree",NA,NA,NA
"70","3","1","Male","Male",24,23,"Stim\r10y02g36b05.jpeg","Stim\r20y04g39b23.jpeg",10,20,2,4,36,39,5,23,3,1,0,0,1,1,0,1.596,2.236,0,0,1,"gul","3_1","3_1","1_1",2,1,1,NA,"Agree",NA,NA,NA
"71","3","1","Male","Male",24,23,"Stim\r09y02g05b02.jpeg","Stim\r03y06g12b09.jpeg",9,3,2,6,5,12,2,9,-1,1,1,0,0,1,1,1.305,1.334,1.346,0,1,"gul","3_1","3_1","1_1",4,1,0,1,"Left_lead","Male","Male","surrender"
"72","3","1","Male","Male",24,23,"Stim\r10y13g07b36.jpeg","Stim\r09y06g26b32.jpeg",10,9,13,6,7,26,36,32,-4,-2,0,0,1,1,0,1.185,1.631,0,0,1,"gul","3_1","3_1","1_1",-7,0,0,NA,"Agree",NA,NA,NA
"73","3","1","Male","Male",24,23,"Stim\r07y14g27b22.jpeg","Stim\r15y16g12b03.jpeg",7,15,14,16,27,12,22,3,-2,-3,0,0,0,0,0,1.023,1.386,0,0,1,"gul","3_1","3_1","1_1",2,0,0,NA,"Agree",NA,NA,NA
"74","3","1","Male","Male",24,23,"Stim\r11y10g06b19.jpeg","Stim\r05y09g02b34.jpeg",11,5,10,9,6,2,19,34,-2,1,-1,0,1,0,1,1.349,1.844,1.659,0,1,"grøn","3_1","3_1","1_1",-4,1,0,0,"Left_lead","Male","Male","stick"
"75","3","1","Male","Male",24,23,"Stim\r22y35g09b11.jpeg","Stim\r15y05g12b10.jpeg",22,15,35,5,9,12,11,10,2,1,0,0,1,1,0,2.634,2.479,0,0,1,"grøn","3_1","3_1","1_1",3,1,1,NA,"Agree",NA,NA,NA
"76","3","1","Male","Male",24,23,"Stim\r22y23g20b06.jpeg","Stim\r13y21g23b09.jpeg",22,13,23,21,20,23,6,9,2,1,0,0,1,1,0,1.186,1.183,0,0,1,"grøn","3_1","3_1","1_1",3,1,1,NA,"Agree",NA,NA,NA
"77","3","1","Male","Male",24,23,"Stim\r18y13g28b06.jpeg","Stim\r07y14g27b22.jpeg",18,7,13,14,28,27,6,22,3,3,0,0,0,0,0,1.436,1.2,0,0,1,"grøn","3_1","3_1","1_1",-1,1,1,NA,"Agree",NA,NA,NA
"78","3","1","Male","Male",24,23,"Stim\r10y02g36b05.jpeg","Stim\r04y28g27b06.jpeg",10,4,2,28,36,27,5,6,-4,-3,0,0,1,1,0,1.178,1.457,0,0,1,"grøn","3_1","3_1","1_1",-9,0,0,NA,"Agree",NA,NA,NA
"79","3","1","Male","Male",24,23,"Stim\r17y07g07b24.jpeg","Stim\r11y10g06b19.jpeg",17,11,7,10,7,6,24,19,2,2,0,0,0,0,0,1.113,1.409,0,0,1,"grøn","3_1","3_1","1_1",-1,1,1,NA,"Agree",NA,NA,NA
"80","3","1","Male","Male",24,23,"Stim\r20y14g02b19.jpeg","Stim\r07y02g03b06.jpeg",20,7,14,2,2,3,19,6,-1,2,0,1,0,1,1,0.946,1.392,0,3.265,1,"grøn","3_1","3_1","1_1",1,1,0,1,"Right_lead","Male","Male","stick"
"81","3","1","Male","Male",24,23,"Stim\r08y09g09b11.jpeg","Stim\r05y09g02b34.jpeg",8,5,9,9,9,2,11,34,-3,-1,0,0,1,1,0,1.733,1.496,0,0,1,"grøn","3_1","3_1","1_1",-7,0,0,NA,"Agree",NA,NA,NA
"82","3","1","Male","Male",24,23,"Stim\r12y07g16b25.jpeg","Stim\r12y12g14b26.jpeg",12,12,7,12,16,14,25,26,2,1,0,0,0,0,0,1.286,1.533,0,0,1,"grøn","3_1","3_1","1_1",-2,1,1,NA,"Agree",NA,NA,NA
"83","3","1","Male","Male",24,23,"Stim\r03y11g01b26.jpeg","Stim\r07y02g03b06.jpeg",3,7,11,2,1,3,26,6,1,1,0,0,1,1,0,1.226,1.105,0,0,1,"grøn","3_1","3_1","1_1",2,1,1,NA,"Agree",NA,NA,NA
"84","3","1","Male","Male",24,23,"Stim\r11y26g25b38.jpeg","Stim\r09y06g26b32.jpeg",11,9,26,6,25,26,38,32,2,1,0,0,1,1,0,1.066,1.579,0,0,1,"grøn","3_1","3_1","1_1",1,1,1,NA,"Agree",NA,NA,NA
"85","3","1","Male","Male",24,23,"Stim\r09y15g18b07.jpeg","Stim\r03y06g12b09.jpeg",9,3,15,6,18,12,7,9,-4,1,0,-1,1,0,1,1.008,0.854,0,1.531,1,"grøn","3_1","3_1","1_1",-6,1,0,0,"Right_lead","Male","Male","surrender"
"86","3","1","Male","Male",24,23,"Stim\r02y10g14b11.jpeg","Stim\r21y24g16b04.jpeg",2,21,10,24,14,16,11,4,-2,-1,0,0,0,0,0,1.37,1.848,0,0,1,"grøn","3_1","3_1","1_1",2,0,0,NA,"Agree",NA,NA,NA
"87","3","1","Male","Male",24,23,"Stim\r15y05g12b10.jpeg","Stim\r08y23g10b29.jpeg",15,8,5,23,12,10,10,29,-3,2,-1,0,1,0,1,1.011,1.223,1.38,0,1,"grøn","3_1","3_1","1_1",-2,1,0,0,"Left_lead","Male","Male","stick"
"88","3","1","Male","Male",24,23,"Stim\r19y10g06b15.jpeg","Stim\r10y13g07b36.jpeg",19,10,10,13,6,7,15,36,-1,2,0,1,0,1,1,1.203,1.201,0,3.777,1,"grøn","3_1","3_1","1_1",1,1,0,1,"Right_lead","Male","Male","stick"
"89","3","1","Male","Male",24,23,"Stim\r13y33g08b23.jpeg","Stim\r06y36g16b14.jpeg",13,6,33,36,8,16,23,14,-1,1,0,-1,0,1,0,2.091,2.021,0,3.893,1,"grøn","3_1","3_1","1_1",8,1,0,0,"Right_lead","Male","Male","surrender"
"90","3","1","Male","Male",24,23,"Stim\r16y21g04b04.jpeg","Stim\r11y10g06b19.jpeg",16,11,21,10,4,6,4,19,-2,2,0,-1,0,1,0,1.27,1.25,0,3.656,1,"grøn","3_1","3_1","1_1",2,1,0,0,"Right_lead","Male","Male","surrender"
"91","3","1","Male","Male",24,23,"Stim\r10y07g11b10.jpeg","Stim\r15y16g12b03.jpeg",10,15,7,16,11,12,10,3,-1,-1,0,0,0,0,0,1.738,2.484,0,0,1,"grøn","3_1","3_1","1_1",1,0,0,NA,"Agree",NA,NA,NA
"92","3","1","Male","Male",24,23,"Stim\r20y04g39b23.jpeg","Stim\r19y15g35b05.jpeg",20,19,4,15,39,35,23,5,2,3,0,0,0,0,0,1.461,3.457,0,0,1,"grøn","3_1","3_1","1_1",-4,1,1,NA,"Agree",NA,NA,NA
"93","3","1","Male","Male",24,23,"Stim\r06y36g16b14.jpeg","Stim\r22y23g20b06.jpeg",6,22,36,23,16,20,14,6,2,1,0,0,1,1,0,2.397,1.21,0,0,1,"grøn","3_1","3_1","1_1",4,1,1,NA,"Agree",NA,NA,NA
"94","3","1","Male","Male",24,23,"Stim\r17y12g19b18.jpeg","Stim\r05y28g23b30.jpeg",17,5,12,28,19,23,18,30,1,1,0,0,1,1,0,1.491,1.296,0,0,1,"grøn","3_1","3_1","1_1",4,1,1,NA,"Agree",NA,NA,NA
"95","3","1","Male","Male",24,23,"Stim\r07y06g08b05.jpeg","Stim\r16y09g06b10.jpeg",7,16,6,9,8,6,5,10,-4,1,-1,0,1,0,1,1.435,2.048,0.868,0,1,"grøn","3_1","3_1","1_1",-2,1,0,0,"Left_lead","Male","Male","stick"
"96","3","1","Male","Male",24,23,"Stim\r01y27g01b01.jpeg","Stim\r20y14g02b19.jpeg",1,20,27,14,1,2,1,19,1,1,0,0,1,1,0,1.087,2.327,0,0,1,"grøn","3_1","3_1","1_1",1,1,1,NA,"Agree",NA,NA,NA
"97","3","1","Male","Male",24,23,"Stim\r02y19g24b04.jpeg","Stim\r10y27g22b14.jpeg",2,10,19,27,24,22,4,14,-2,1,0,-1,1,0,1,1.173,1.483,0,3.596,1,"grøn","3_1","3_1","1_1",-2,1,0,0,"Right_lead","Male","Male","surrender"
