,SubjectID_left,SubjectID_right,Gender_left,Gender_right,Age_left,Age_right,Image_1,Image_2,Prop_red_image_1,Prop_red_image_2,Prop_yellow_image_1,Prop_yellow_image_2,Prop_green_image_1,Prop_green_image_2,Prop_blue_image_1,Prop_blue_image_2,Response_left,Response_right,Joint_left,Joint_right,Correct_left,Correct_right,Correct_joint,RT_left,RT_right,RT_joint_left,RT_joint_right,Round,Block
0,20,17,Female,Male,21,20,Stim\r04y16g13b13.jpeg,Stim\r10y27g22b14.jpeg,04,10,16,27,13,22,13,14,3,4,0,0,1,1,0,1.629,1.524,0,0,2,rød
1,20,17,Female,Male,21,20,Stim\r10y27g22b14.jpeg,Stim\r09y02g05b02.jpeg,10,09,27,02,22,05,14,02,4,2,0,0,0,0,0,1.587,1.533,0,0,2,rød
2,20,17,Female,Male,21,20,Stim\r11y26g25b38.jpeg,Stim\r14y08g21b39.jpeg,11,14,26,08,25,21,38,39,3,4,0,0,1,1,0,1.265,1.175,0,0,2,rød
3,20,17,Female,Male,21,20,Stim\r03y06g12b09.jpeg,Stim\r05y28g23b30.jpeg,03,05,06,28,12,23,09,30,-2,1,0,-1,0,1,0,3.318,1.366,0,1.286,2,rød
4,20,17,Female,Male,21,20,Stim\r13y21g23b09.jpeg,Stim\r11y13g22b35.jpeg,13,11,21,13,23,22,09,35,3,-2,1,0,0,1,0,1.423,2.902,5.134,0,2,rød
5,20,17,Female,Male,21,20,Stim\r12y09g30b18.jpeg,Stim\r15y17g24b30.jpeg,12,15,09,17,30,24,18,30,2,2,0,0,1,1,0,1.421,3.85,0,0,2,rød
6,20,17,Female,Male,21,20,Stim\r18y13g28b06.jpeg,Stim\r17y20g40b07.jpeg,18,17,13,20,28,40,06,07,2,-2,-1,0,0,1,1,1.428,1.623,1.392,0,2,rød
7,20,17,Female,Male,21,20,Stim\r09y07g06b09.jpeg,Stim\r06y14g31b25.jpeg,09,06,07,14,06,31,09,25,-2,-2,0,0,1,1,0,1.393,1.23,0,0,2,rød
8,20,17,Female,Male,21,20,Stim\r12y07g16b25.jpeg,Stim\r10y03g03b07.jpeg,12,10,07,03,16,03,25,07,-2,-4,0,0,1,1,0,1.525,2.439,0,0,2,rød
9,20,17,Female,Male,21,20,Stim\r11y14g08b23.jpeg,Stim\r09y02g05b02.jpeg,11,09,14,02,08,05,23,02,-2,-4,0,0,1,1,0,1.606,2.484,0,0,2,rød
10,20,17,Female,Male,21,20,Stim\r07y14g27b22.jpeg,Stim\r09y15g18b07.jpeg,07,09,14,15,27,18,22,07,-1,4,0,1,0,1,1,1.927,1.227,0,0.841,2,rød
