"","GroupNumber","unique_ID","dif_blue","dif_blue_abs","chosen_leader","Leader_gender","Follower_gender","skill_dif","skill_dif_c","confidence","leader_behaviour","Sensitivity_roll","Gender","answer","Trial","Subject"
"1",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,1,NA,NA,"Male",1,1,"8d7229bf"
"2",1,"1_8d7229bf",-3,3,"Right_lead",NA,NA,NA,NA,-1,NA,0.119828723210619,"Male",0,10,"8d7229bf"
"3",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.214514528451932,"Male",0,100,"8d7229bf"
"4",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-2,NA,0.208770162431787,"Male",0,101,"8d7229bf"
"5",1,"1_8d7229bf",-4,4,"Left_lead","0","0",0.93392233535868,-0.0660776646413197,-1,"0",0.216888910204268,"Male",0,102,"8d7229bf"
"6",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,-1,NA,0.241427638340511,"Male",0,103,"8d7229bf"
"7",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.232828115577361,"Male",0,104,"8d7229bf"
"8",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,1,NA,0.226986322374618,"Male",1,105,"8d7229bf"
"9",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.250156313357558,"Male",0,106,"8d7229bf"
"10",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,-2,NA,0.21788419475349,"Male",0,107,"8d7229bf"
"11",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.218905443290229,"Male",0,108,"8d7229bf"
"12",1,"1_8d7229bf",0,0,"Agree",NA,NA,NA,NA,-2,NA,0.199222839717849,"Male",0,109,"8d7229bf"
"13",1,"1_8d7229bf",0,0,"Left_lead","0","0",1.65005292607803,0.650052926078033,1,"0",0.130924365724844,"Male",1,11,"8d7229bf"
"14",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-1,NA,0.189625759614184,"Male",0,110,"8d7229bf"
"15",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,1,NA,0.170107672462977,"Male",1,111,"8d7229bf"
"16",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,-1,NA,0.143849705037874,"Male",0,112,"8d7229bf"
"17",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.155406285664184,"Male",0,113,"8d7229bf"
"18",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.157927594814098,"Male",0,114,"8d7229bf"
"19",1,"1_8d7229bf",4,4,"Agree",NA,NA,NA,NA,-1,NA,0.13764433377272,"Male",0,115,"8d7229bf"
"20",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.160607052458849,"Male",0,116,"8d7229bf"
"21",1,"1_8d7229bf",0,0,"Right_lead",NA,NA,NA,NA,-1,NA,0.165216913404393,"Male",0,117,"8d7229bf"
"22",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.163159740350357,"Male",0,118,"8d7229bf"
"23",1,"1_8d7229bf",1,1,"Agree",NA,NA,NA,NA,-1,NA,0.178009351696469,"Male",0,119,"8d7229bf"
"24",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.153705344609273,"Male",0,12,"8d7229bf"
"25",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.193495737529528,"Male",0,120,"8d7229bf"
"26",1,"1_8d7229bf",1,1,"Agree",NA,NA,NA,NA,-3,NA,0.18506792220965,"Male",0,121,"8d7229bf"
"27",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.203245717088433,"Male",0,122,"8d7229bf"
"28",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,-1,NA,0.183320982097253,"Male",0,123,"8d7229bf"
"29",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.206480802928947,"Male",0,124,"8d7229bf"
"30",1,"1_8d7229bf",3,3,"Left_lead","0","0",0.962288228580225,-0.0377117714197746,-1,"0",0.189058970828447,"Male",0,125,"8d7229bf"
"31",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-1,NA,0.143605112412248,"Male",0,126,"8d7229bf"
"32",1,"1_8d7229bf",0,0,"Agree",NA,NA,NA,NA,1,NA,0.183951067132095,"Male",1,127,"8d7229bf"
"33",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-1,NA,0.176122288103026,"Male",0,13,"8d7229bf"
"34",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.1543854086827,"Male",0,14,"8d7229bf"
"35",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.158035544256371,"Male",0,15,"8d7229bf"
"36",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,-1,NA,0.141738656358856,"Male",0,16,"8d7229bf"
"37",1,"1_8d7229bf",4,4,"Left_lead","0","0",1.22834843874757,0.22834843874757,1,"0",0.129911697903791,"Male",1,17,"8d7229bf"
"38",1,"1_8d7229bf",-1,1,"Right_lead",NA,NA,NA,NA,-1,NA,0.142733229700696,"Male",0,18,"8d7229bf"
"39",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,-1,NA,0.15399849299663,"Male",0,19,"8d7229bf"
"40",1,"1_8d7229bf",4,4,"Right_lead",NA,NA,NA,NA,1,NA,NA,"Male",1,2,"8d7229bf"
"41",1,"1_8d7229bf",-1,1,"Left_lead","0","0",1.7715505015266,0.771550501526602,-1,"0",0.176521108560658,"Male",0,20,"8d7229bf"
"42",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,1,NA,0.161803224613428,"Male",1,21,"8d7229bf"
"43",1,"1_8d7229bf",4,4,"Left_lead","0","0",1.04090546901178,0.0409054690117832,-1,"0",0.126427401129772,"Male",0,22,"8d7229bf"
"44",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,-1,NA,0.1061247960477,"Male",0,23,"8d7229bf"
"45",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,-1,NA,0.0841745814513159,"Male",0,24,"8d7229bf"
"46",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,1,NA,0.0772400845047262,"Male",1,25,"8d7229bf"
"47",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.116902763528325,"Male",0,26,"8d7229bf"
"48",1,"1_8d7229bf",-1,1,"Right_lead",NA,NA,NA,NA,-1,NA,0.112080287880863,"Male",0,27,"8d7229bf"
"49",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,-1,NA,0.0913720378577931,"Male",0,28,"8d7229bf"
"50",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.123441551078492,"Male",0,29,"8d7229bf"
"51",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,1,NA,NA,"Male",1,3,"8d7229bf"
"52",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-1,NA,0.118352756493595,"Male",0,30,"8d7229bf"
"53",1,"1_8d7229bf",-1,1,"Left_lead","0","0",0.946035563852867,-0.0539644361471326,-1,"0",0.121356407460586,"Male",0,31,"8d7229bf"
"54",1,"1_8d7229bf",3,3,"Right_lead",NA,NA,NA,NA,1,NA,0.126346591110362,"Male",1,32,"8d7229bf"
"55",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.153118281138134,"Male",0,33,"8d7229bf"
"56",1,"1_8d7229bf",-3,3,"Left_lead","0","0",1.05986445675013,0.0598644567501263,-1,"0",0.150903790116364,"Male",0,34,"8d7229bf"
"57",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,-1,NA,0.150645819415058,"Male",0,35,"8d7229bf"
"58",1,"1_8d7229bf",1,1,"Agree",NA,NA,NA,NA,1,NA,0.164230069552379,"Male",1,36,"8d7229bf"
"59",1,"1_8d7229bf",-2,2,"Left_lead","0","0",1.11064710764678,0.110647107646781,-1,"0",0.157005258319469,"Male",0,37,"8d7229bf"
"60",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.193760580223719,"Male",0,38,"8d7229bf"
"61",1,"1_8d7229bf",3,3,"Right_lead",NA,NA,NA,NA,-1,NA,0.205545213519647,"Male",0,39,"8d7229bf"
"62",1,"1_8d7229bf",4,4,"Agree",NA,NA,NA,NA,1,NA,NA,"Male",1,4,"8d7229bf"
"63",1,"1_8d7229bf",4,4,"Agree",NA,NA,NA,NA,-1,NA,0.19291531381723,"Male",0,40,"8d7229bf"
"64",1,"1_8d7229bf",2,2,"Right_lead",NA,NA,NA,NA,-1,NA,0.15839609426984,"Male",0,41,"8d7229bf"
"65",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.153127953331741,"Male",0,42,"8d7229bf"
"66",1,"1_8d7229bf",2,2,"Left_lead","0","0",1.37658521912231,0.376585219122306,1,"0",0.176918099073454,"Male",1,43,"8d7229bf"
"67",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,1,NA,0.167735336127252,"Male",1,44,"8d7229bf"
"68",1,"1_8d7229bf",4,4,"Right_lead",NA,NA,NA,NA,1,NA,0.188802768466123,"Male",1,45,"8d7229bf"
"69",1,"1_8d7229bf",-2,2,"Right_lead",NA,NA,NA,NA,-1,NA,0.166764709544559,"Male",0,46,"8d7229bf"
"70",1,"1_8d7229bf",3,3,"Right_lead",NA,NA,NA,NA,-1,NA,0.167898383860826,"Male",0,47,"8d7229bf"
"71",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-2,NA,0.151304526121886,"Male",0,48,"8d7229bf"
"72",1,"1_8d7229bf",-1,1,"Left_lead","0","0",1.10049419889611,0.100494198896107,-1,"0",0.134784164010927,"Male",0,49,"8d7229bf"
"73",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-2,NA,NA,"Male",0,5,"8d7229bf"
"74",1,"1_8d7229bf",-3,3,"Left_lead","0","0",1.20520025529903,0.205200255299033,-2,"0",0.163338824012146,"Male",0,50,"8d7229bf"
"75",1,"1_8d7229bf",2,2,"Right_lead",NA,NA,NA,NA,1,NA,0.16009662348475,"Male",1,51,"8d7229bf"
"76",1,"1_8d7229bf",-2,2,"Right_lead",NA,NA,NA,NA,1,NA,0.133904335909411,"Male",1,52,"8d7229bf"
"77",1,"1_8d7229bf",4,4,"Right_lead",NA,NA,NA,NA,1,NA,0.135550845557795,"Male",1,53,"8d7229bf"
"78",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.142014812943711,"Male",0,54,"8d7229bf"
"79",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.128862795454969,"Male",0,55,"8d7229bf"
"80",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.142151479170396,"Male",0,56,"8d7229bf"
"81",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,2,NA,0.154728497546837,"Male",1,57,"8d7229bf"
"82",1,"1_8d7229bf",-2,2,"Left_lead","0","0",1.38063578099343,0.380635780993426,-2,"0",0.166352354801642,"Male",0,58,"8d7229bf"
"83",1,"1_8d7229bf",1,1,"Agree",NA,NA,NA,NA,-2,NA,0.17546541662787,"Male",0,59,"8d7229bf"
"84",1,"1_8d7229bf",-2,2,"Right_lead",NA,NA,NA,NA,-1,NA,NA,"Male",0,6,"8d7229bf"
"85",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.170832556106556,"Male",0,60,"8d7229bf"
"86",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,1,NA,0.169769628426176,"Male",1,61,"8d7229bf"
"87",1,"1_8d7229bf",-2,2,"Left_lead","0","0",1.09767406018693,0.0976740601869295,1,"0",0.175624992835383,"Male",1,62,"8d7229bf"
"88",1,"1_8d7229bf",0,0,"Agree",NA,NA,NA,NA,-1,NA,0.184296062172802,"Male",0,63,"8d7229bf"
"89",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-1,NA,0.197007066421493,"Male",0,64,"8d7229bf"
"90",1,"1_8d7229bf",0,0,"Agree",NA,NA,NA,NA,-2,NA,0.173266471213499,"Male",0,65,"8d7229bf"
"91",1,"1_8d7229bf",2,2,"Left_lead","0","0",0.986392836697702,-0.0136071633022976,-1,"0",0.156232671350569,"Male",0,66,"8d7229bf"
"92",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,-1,NA,0.172921171301083,"Male",0,67,"8d7229bf"
"93",1,"1_8d7229bf",1,1,"Agree",NA,NA,NA,NA,-1,NA,0.158878372689033,"Male",0,68,"8d7229bf"
"94",1,"1_8d7229bf",0,0,"Agree",NA,NA,NA,NA,-5,NA,0.154609748834054,"Male",0,69,"8d7229bf"
"95",1,"1_8d7229bf",-4,4,"Left_lead","0","0",NA,NA,-1,"0",NA,"Male",0,7,"8d7229bf"
"96",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,-2,NA,0.145039028635978,"Male",0,70,"8d7229bf"
"97",1,"1_8d7229bf",-1,1,"Agree",NA,NA,NA,NA,3,NA,0.152055626087681,"Male",1,71,"8d7229bf"
"98",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.148940413372059,"Male",0,72,"8d7229bf"
"99",1,"1_8d7229bf",0,0,"Left_lead","0","0",0.941904417536256,-0.0580955824637438,-1,"0",0.160642810793485,"Male",0,73,"8d7229bf"
"100",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,1,NA,0.180159275531989,"Male",1,74,"8d7229bf"
"101",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,-1,NA,0.170639056825336,"Male",0,75,"8d7229bf"
"102",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,-1,NA,0.16776299718696,"Male",0,76,"8d7229bf"
"103",1,"1_8d7229bf",4,4,"Right_lead",NA,NA,NA,NA,2,NA,0.172905058199108,"Male",1,77,"8d7229bf"
"104",1,"1_8d7229bf",4,4,"Agree",NA,NA,NA,NA,5,NA,0.182881479979801,"Male",1,78,"8d7229bf"
"105",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,3,NA,0.161897964434467,"Male",1,79,"8d7229bf"
"106",1,"1_8d7229bf",-2,2,"Left_lead","0","0",NA,NA,1,"1",NA,"Male",1,8,"8d7229bf"
"107",1,"1_8d7229bf",1,1,"Right_lead",NA,NA,NA,NA,-1,NA,0.169675388276235,"Male",0,80,"8d7229bf"
"108",1,"1_8d7229bf",0,0,"Right_lead",NA,NA,NA,NA,1,NA,0.172873012638882,"Male",1,81,"8d7229bf"
"109",1,"1_8d7229bf",4,4,"Agree",NA,NA,NA,NA,-1,NA,0.161880688384994,"Male",0,82,"8d7229bf"
"110",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.165997650026753,"Male",0,83,"8d7229bf"
"111",1,"1_8d7229bf",4,4,"Right_lead",NA,NA,NA,NA,-1,NA,0.135765778869231,"Male",0,84,"8d7229bf"
"112",1,"1_8d7229bf",1,1,"Agree",NA,NA,NA,NA,-1,NA,0.140048799002054,"Male",0,85,"8d7229bf"
"113",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-1,NA,0.148615321517848,"Male",0,86,"8d7229bf"
"114",1,"1_8d7229bf",3,3,"Left_lead","0","0",0.823416580392255,-0.176583419607745,-3,"0",0.152888734525721,"Male",0,87,"8d7229bf"
"115",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,-1,NA,0.143142286044463,"Male",0,88,"8d7229bf"
"116",1,"1_8d7229bf",1,1,"Right_lead",NA,NA,NA,NA,-1,NA,0.173701310834772,"Male",0,89,"8d7229bf"
"117",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,1,NA,NA,"Male",1,9,"8d7229bf"
"118",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,-2,NA,0.168973644545503,"Male",0,90,"8d7229bf"
"119",1,"1_8d7229bf",3,3,"Agree",NA,NA,NA,NA,1,NA,0.189138129899144,"Male",1,91,"8d7229bf"
"120",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-1,NA,0.197928736145535,"Male",0,92,"8d7229bf"
"121",1,"1_8d7229bf",-4,4,"Left_lead","0","0",0.794934314882557,-0.205065685117443,1,"1",0.164423585591214,"Male",1,93,"8d7229bf"
"122",1,"1_8d7229bf",2,2,"Agree",NA,NA,NA,NA,1,NA,0.176618371590014,"Male",1,94,"8d7229bf"
"123",1,"1_8d7229bf",-4,4,"Agree",NA,NA,NA,NA,-1,NA,0.194281063770322,"Male",0,95,"8d7229bf"
"124",1,"1_8d7229bf",3,3,"Right_lead",NA,NA,NA,NA,-1,NA,0.194127329483713,"Male",0,96,"8d7229bf"
"125",1,"1_8d7229bf",-1,1,"Left_lead","0","0",0.878125637320878,-0.121874362679122,1,"0",0.187367597869932,"Male",1,97,"8d7229bf"
"126",1,"1_8d7229bf",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.206244026752341,"Male",0,98,"8d7229bf"
"127",1,"1_8d7229bf",-3,3,"Agree",NA,NA,NA,NA,-1,NA,0.211880341152665,"Male",0,99,"8d7229bf"
"128",10,"10_621aac02",4,4,"Left_lead","0","0",NA,NA,1,"1",NA,"Male",1,1,"621aac02"
"129",10,"10_621aac02",-1,1,"Left_lead","0","0",1.32587377307561,0.325873773075612,2,"0",0.0875680855941798,"Male",1,10,"621aac02"
"130",10,"10_621aac02",4,4,"Agree",NA,NA,NA,NA,2,NA,0.210596715309497,"Male",1,100,"621aac02"
"131",10,"10_621aac02",-1,1,"Agree",NA,NA,NA,NA,-2,NA,0.20083348843439,"Male",0,101,"621aac02"
"132",10,"10_621aac02",2,2,"Left_lead","0","0",0.878450543369496,-0.121549456630504,2,"1",0.202573043445845,"Male",1,102,"621aac02"
"133",10,"10_621aac02",2,2,"Right_lead",NA,NA,NA,NA,1,NA,0.219433281822943,"Male",1,103,"621aac02"
"134",10,"10_621aac02",2,2,"Agree",NA,NA,NA,NA,2,NA,0.243621295919382,"Male",1,104,"621aac02"
"135",10,"10_621aac02",4,4,"Agree",NA,NA,NA,NA,1,NA,0.243941652978317,"Male",1,105,"621aac02"
"136",10,"10_621aac02",1,1,"Left_lead","0","0",1.0059163625743,0.00591636257429995,-2,"1",0.257730157722725,"Male",0,106,"621aac02"
"137",10,"10_621aac02",2,2,"Left_lead","0","0",1.08410018803806,0.0841001880380561,2,"0",0.24519223496678,"Male",1,107,"621aac02"
"138",10,"10_621aac02",1,1,"Left_lead","0","0",1.06377762736045,0.0637776273604476,2,"0",0.235411617141405,"Male",1,108,"621aac02"
"139",10,"10_621aac02",4,4,"Agree",NA,NA,NA,NA,2,NA,0.234481749546439,"Male",1,109,"621aac02"
"140",10,"10_621aac02",3,3,"Left_lead","0","0",1.18260356943214,0.182603569432138,2,"0",0.0949018166857899,"Male",1,11,"621aac02"
"141",10,"10_621aac02",-1,1,"Agree",NA,NA,NA,NA,2,NA,0.231539375897586,"Male",1,110,"621aac02"
"142",10,"10_621aac02",-1,1,"Left_lead","0","0",1.18686699173093,0.186866991730926,2,"0",0.211800344975205,"Male",1,111,"621aac02"
"143",10,"10_621aac02",-2,2,"Agree",NA,NA,NA,NA,-1,NA,0.202739117931819,"Male",0,112,"621aac02"
"144",10,"10_621aac02",1,1,"Agree",NA,NA,NA,NA,2,NA,0.182546606421936,"Male",1,113,"621aac02"
"145",10,"10_621aac02",-1,1,"Agree",NA,NA,NA,NA,2,NA,0.172778695912818,"Male",1,114,"621aac02"
"146",10,"10_621aac02",2,2,"Agree",NA,NA,NA,NA,-2,NA,0.159157862991416,"Male",0,115,"621aac02"
"147",10,"10_621aac02",-1,1,"Agree",NA,NA,NA,NA,2,NA,0.16353041135368,"Male",1,116,"621aac02"
"148",10,"10_621aac02",-1,1,"Left_lead","0","0",0.991216944972825,-0.00878305502717469,3,"0",0.167444413652366,"Male",1,117,"621aac02"
"149",10,"10_621aac02",-4,4,"Agree",NA,NA,NA,NA,-2,NA,0.165618179242831,"Male",0,118,"621aac02"
"150",10,"10_621aac02",-3,3,"Left_lead","0","0",1.0304523747246,0.0304523747245957,-2,"1",0.188351152602086,"Male",0,119,"621aac02"
"151",10,"10_621aac02",2,2,"Left_lead","0","0",1.05796772214214,0.0579677221421415,-1,"1",0.114705260728754,"Male",0,12,"621aac02"
"152",10,"10_621aac02",-2,2,"Left_lead","0","0",0.982227263341006,-0.0177727366589938,2,"0",0.194809314414713,"Male",1,120,"621aac02"
"153",10,"10_621aac02",2,2,"Agree",NA,NA,NA,NA,2,NA,0.192734158198165,"Male",1,121,"621aac02"
"154",10,"10_621aac02",4,4,"Agree",NA,NA,NA,NA,-2,NA,0.190009503142577,"Male",0,122,"621aac02"
"155",10,"10_621aac02",-2,2,"Agree",NA,NA,NA,NA,-2,NA,0.190377586729146,"Male",0,123,"621aac02"
"156",10,"10_621aac02",-4,4,"Agree",NA,NA,NA,NA,-2,NA,0.203700543232922,"Male",0,124,"621aac02"
"157",10,"10_621aac02",4,4,"Agree",NA,NA,NA,NA,2,NA,0.194496741993098,"Male",1,125,"621aac02"
"158",10,"10_621aac02",-3,3,"Agree",NA,NA,NA,NA,1,NA,0.165497454074679,"Male",1,126,"621aac02"
"159",10,"10_621aac02",4,4,"Agree",NA,NA,NA,NA,2,NA,0.18520770668488,"Male",1,127,"621aac02"
"160",10,"10_621aac02",-2,2,"Agree",NA,NA,NA,NA,2,NA,0.126684602232623,"Male",1,13,"621aac02"
"161",10,"10_621aac02",4,4,"Left_lead","0","0",0.876413069748592,-0.123586930251408,-2,"1",0.114586558082531,"Male",0,14,"621aac02"
"162",10,"10_621aac02",2,2,"Left_lead","0","0",0.825552722028519,-0.174447277971481,-2,"1",0.116281869849777,"Male",0,15,"621aac02"
"163",10,"10_621aac02",4,4,"Left_lead","0","0",0.922390518132621,-0.0776094818673794,1,"1",0.108403677600841,"Male",1,16,"621aac02"
"164",10,"10_621aac02",-3,3,"Right_lead",NA,NA,NA,NA,-1,NA,0.110331043191589,"Male",0,17,"621aac02"
"165",10,"10_621aac02",-4,4,"Agree",NA,NA,NA,NA,-2,NA,0.129253433259422,"Male",0,18,"621aac02"
"166",10,"10_621aac02",2,2,"Right_lead",NA,NA,NA,NA,1,NA,0.138360327552166,"Male",1,19,"621aac02"
"167",10,"10_621aac02",-2,2,"Agree",NA,NA,NA,NA,2,NA,NA,"Male",1,2,"621aac02"
"168",10,"10_621aac02",4,4,"Right_lead",NA,NA,NA,NA,-1,NA,0.125004766052216,"Male",0,20,"621aac02"
"169",10,"10_621aac02",4,4,"Left_lead","0","0",0.714921430160656,-0.285078569839344,-2,"1",0.0962532335257875,"Male",0,21,"621aac02"
"170",10,"10_621aac02",-1,1,"Agree",NA,NA,NA,NA,-2,NA,0.101506138467482,"Male",0,22,"621aac02"
"171",10,"10_621aac02",-4,4,"Agree",NA,NA,NA,NA,-2,NA,0.105565447979943,"Male",0,23,"621aac02"
"172",10,"10_621aac02",-2,2,"Left_lead","0","0",0.777215806972537,-0.222784193027463,2,"0",0.123661674008106,"Male",1,24,"621aac02"
"173",10,"10_621aac02",-4,4,"Agree",NA,NA,NA,NA,1,NA,0.103540124455378,"Male",1,25,"621aac02"
"174",10,"10_621aac02",1,1,"Right_lead",NA,NA,NA,NA,1,NA,0.0965272940621133,"Male",1,26,"621aac02"
"175",10,"10_621aac02",4,4,"Left_lead","0","0",1.00545966298461,0.00545966298460598,1,"0",0.133121921715079,"Male",1,27,"621aac02"
"176",10,"10_621aac02",1,1,"Left_lead","0","0",0.786699688223443,-0.213300311776557,-1,"0",0.0903203304033642,"Male",0,28,"621aac02"
"177",10,"10_621aac02",-1,1,"Agree",NA,NA,NA,NA,-2,NA,0.0983567460544491,"Male",0,29,"621aac02"
"178",10,"10_621aac02",3,3,"Right_lead",NA,NA,NA,NA,-2,NA,NA,"Male",0,3,"621aac02"
"179",10,"10_621aac02",2,2,"Agree",NA,NA,NA,NA,-2,NA,0.104898057014044,"Male",0,30,"621aac02"
"180",10,"10_621aac02",4,4,"Agree",NA,NA,NA,NA,-2,NA,0.111343737164513,"Male",0,31,"621aac02"
"181",10,"10_621aac02",2,2,"Agree",NA,NA,NA,NA,3,NA,0.115296453880635,"Male",1,32,"621aac02"
"182",10,"10_621aac02",-4,4,"Agree",NA,NA,NA,NA,-2,NA,0.141361806631091,"Male",0,33,"621aac02"
"183",10,"10_621aac02",1,1,"Agree",NA,NA,NA,NA,3,NA,0.141766138614543,"Male",1,34,"621aac02"
"184",10,"10_621aac02",2,2,"Left_lead","0","0",1.01241175454752,0.012411754547516,-2,"0",0.151269808320636,"Male",0,35,"621aac02"
"185",10,"10_621aac02",-4,4,"Agree",NA,NA,NA,NA,2,NA,0.154257157227993,"Male",1,36,"621aac02"
"186",10,"10_621aac02",1,1,"Agree",NA,NA,NA,NA,-1,NA,0.140780491299618,"Male",0,37,"621aac02"
"187",10,"10_621aac02",-1,1,"Left_lead","0","0",0.948339629613818,-0.0516603703861823,2,"1",0.165438521854043,"Male",1,38,"621aac02"
"188",10,"10_621aac02",2,2,"Left_lead","0","0",0.963619136759349,-0.0363808632406507,2,"0",0.167547361751542,"Male",1,39,"621aac02"
"189",10,"10_621aac02",4,4,"Right_lead",NA,NA,NA,NA,1,NA,NA,"Male",1,4,"621aac02"
"190",10,"10_621aac02",-1,1,"Agree",NA,NA,NA,NA,2,NA,0.129565866966578,"Male",1,40,"621aac02"
"191",10,"10_621aac02",-4,4,"Agree",NA,NA,NA,NA,3,NA,0.141007489626613,"Male",1,41,"621aac02"
"192",10,"10_621aac02",3,3,"Agree",NA,NA,NA,NA,2,NA,0.153708483175065,"Male",1,42,"621aac02"
"193",10,"10_621aac02",-3,3,"Right_lead",NA,NA,NA,NA,-1,NA,0.126576963267505,"Male",0,43,"621aac02"
"194",10,"10_621aac02",3,3,"Right_lead",NA,NA,NA,NA,-1,NA,0.101942882039782,"Male",0,44,"621aac02"
"195",10,"10_621aac02",-3,3,"Left_lead","0","0",1.38280497696886,0.38280497696886,-2,"0",0.134587138011129,"Male",0,45,"621aac02"
"196",10,"10_621aac02",-2,2,"Left_lead","0","0",1.27906283460279,0.279062834602795,-2,"1",0.154321642383593,"Male",0,46,"621aac02"
"197",10,"10_621aac02",-3,3,"Left_lead","0","0",1.62012540239942,0.620125402399416,-3,"0",0.159920526296761,"Male",0,47,"621aac02"
"198",10,"10_621aac02",1,1,"Left_lead","0","0",1.2692021710839,0.269202171083897,-2,"1",0.151355140582469,"Male",0,48,"621aac02"
"199",10,"10_621aac02",2,2,"Right_lead",NA,NA,NA,NA,2,NA,0.132883563328931,"Male",1,49,"621aac02"
"200",10,"10_621aac02",3,3,"Agree",NA,NA,NA,NA,2,NA,NA,"Male",1,5,"621aac02"
"201",10,"10_621aac02",-2,2,"Right_lead",NA,NA,NA,NA,-2,NA,0.149320105124706,"Male",0,50,"621aac02"
"202",10,"10_621aac02",-2,2,"Right_lead",NA,NA,NA,NA,1,NA,0.15034429700598,"Male",1,51,"621aac02"
"203",10,"10_621aac02",2,2,"Agree",NA,NA,NA,NA,2,NA,0.128646184524845,"Male",1,52,"621aac02"
"204",10,"10_621aac02",-3,3,"Agree",NA,NA,NA,NA,-2,NA,0.124557874803285,"Male",0,53,"621aac02"
