,SubjectID_left,SubjectID_right,Gender_left,Gender_right,Age_left,Age_right,Image_1,Image_2,Prop_red_image_1,Prop_red_image_2,Prop_yellow_image_1,Prop_yellow_image_2,Prop_green_image_1,Prop_green_image_2,Prop_blue_image_1,Prop_blue_image_2,Response_left,Response_right,Joint_left,Joint_right,Correct_left,Correct_right,Correct_joint,RT_left,RT_right,RT_joint_left,RT_joint_right,Round,Block
0,09,11,Male,Male,23,23,Stim\r17y11g38b07.jpeg,Stim\r15y17g24b30.jpeg,17,15,11,17,38,24,07,30,-3,-2,0,0,1,1,0,4.037,3.603,0,0,1,rød
1,09,11,Male,Male,23,23,Stim\r04y28g27b06.jpeg,Stim\r05y09g02b34.jpeg,04,05,28,09,27,02,06,34,-3,-3,0,0,0,0,0,4.502,4.281,0,0,1,rød
2,09,11,Male,Male,23,23,Stim\r16y09g06b10.jpeg,Stim\r15y16g12b03.jpeg,16,15,09,16,06,12,10,03,3,2,0,0,0,0,0,3.133,2.314,0,0,1,rød
3,09,11,Male,Male,23,23,Stim\r09y15g18b07.jpeg,Stim\r17y22g16b15.jpeg,09,17,15,22,18,16,07,15,3,2,0,0,1,1,0,1.846,2.074,0,0,1,rød
4,09,11,Male,Male,23,23,Stim\r20y04g39b23.jpeg,Stim\r22y35g09b11.jpeg,20,22,04,35,39,09,23,11,4,3,0,0,1,1,0,2.199,2.495,0,0,1,rød
5,09,11,Male,Male,23,23,Stim\r10y27g22b14.jpeg,Stim\r13y24g05b28.jpeg,10,13,27,24,22,05,14,28,-3,-2,0,0,0,0,0,3.587,1.932,0,0,1,rød
6,09,11,Male,Male,23,23,Stim\r10y03g03b07.jpeg,Stim\r06y14g31b25.jpeg,10,06,03,14,03,31,07,25,-3,-3,0,0,1,1,0,1.757,2.286,0,0,1,rød
7,09,11,Male,Male,23,23,Stim\r19y10g06b15.jpeg,Stim\r18y13g28b06.jpeg,19,18,10,13,06,28,15,06,-3,-2,0,0,1,1,0,1.985,1.599,0,0,1,rød
8,09,11,Male,Male,23,23,Stim\r13y24g05b28.jpeg,Stim\r21y31g06b08.jpeg,13,21,24,31,05,06,28,08,3,-2,1,0,1,0,1,1.64,2.201,2.945,0,1,rød
9,09,11,Male,Male,23,23,Stim\r01y27g01b01.jpeg,Stim\r04y39g24b15.jpeg,01,04,27,39,01,24,01,15,-3,2,0,1,0,1,1,9.674,2.235,0,5.264,1,rød
10,09,11,Male,Male,23,23,Stim\r05y09g02b34.jpeg,Stim\r07y06g08b05.jpeg,05,07,09,06,02,08,34,05,3,2,0,0,1,1,0,1.349,1.611,0,0,1,rød
11,09,11,Male,Male,23,23,Stim\r11y13g22b35.jpeg,Stim\r02y19g24b04.jpeg,11,02,13,19,22,24,35,04,-3,-4,0,0,1,1,0,1.176,1.472,0,0,1,rød
12,09,11,Male,Male,23,23,Stim\r04y39g24b15.jpeg,Stim\r10y37g07b02.jpeg,04,10,39,37,24,07,15,02,3,2,0,0,1,1,0,1.517,2.663,0,0,1,rød
13,09,11,Male,Male,23,23,Stim\r22y35g09b11.jpeg,Stim\r19y15g35b05.jpeg,22,19,35,15,09,35,11,05,4,4,0,0,0,0,0,1.461,1.806,0,0,1,rød
14,09,11,Male,Male,23,23,Stim\r03y03g02b05.jpeg,Stim\r06y14g31b25.jpeg,03,06,03,14,02,31,05,25,3,4,0,0,1,1,0,1.716,1.244,0,0,1,rød
15,09,11,Male,Male,23,23,Stim\r14y10g15b15.jpeg,Stim\r15y05g12b10.jpeg,14,15,10,05,15,12,15,10,4,-4,1,0,1,0,1,1.404,2.117,2.386,0,1,rød
16,09,11,Male,Male,23,23,Stim\r02y19g24b04.jpeg,Stim\r04y39g24b15.jpeg,02,04,19,39,24,24,04,15,-4,3,0,1,0,1,1,2.177,1.789,0,1.975,1,rød
17,09,11,Male,Male,23,23,Stim\r06y36g16b14.jpeg,Stim\r02y19g24b04.jpeg,06,02,36,19,16,24,14,04,-3,-3,0,0,1,1,0,1.779,1.475,0,0,1,rød
18,09,11,Male,Male,23,23,Stim\r19y15g35b05.jpeg,Stim\r17y12g19b18.jpeg,19,17,15,12,35,19,05,18,-2,-4,0,0,1,1,0,2.727,2.39,0,0,1,rød
