,SubjectID_left,SubjectID_right,Gender_left,Gender_right,Age_left,Age_right,Image_1,Image_2,Prop_red_image_1,Prop_red_image_2,Prop_yellow_image_1,Prop_yellow_image_2,Prop_green_image_1,Prop_green_image_2,Prop_blue_image_1,Prop_blue_image_2,Response_left,Response_right,Joint_left,Joint_right,Correct_left,Correct_right,Correct_joint,RT_left,RT_right,RT_joint_left,RT_joint_right,Round,Block
0,38,39,Female,Male,22,24,Stim\r15y17g24b30.jpeg,Stim\r17y07g07b24.jpeg,15,17,17,07,24,07,30,24,2,4,0,0,1,1,0,2.95,3.36,0,0,1,rød
1,38,39,Female,Male,22,24,Stim\r17y07g07b24.jpeg,Stim\r16y09g06b10.jpeg,17,16,07,09,07,06,24,10,-2,-3,0,0,1,1,0,1.627,4.84,0,0,1,rød
2,38,39,Female,Male,22,24,Stim\r14y10g15b15.jpeg,Stim\r11y14g08b23.jpeg,14,11,10,14,15,08,15,23,-1,-4,0,0,1,1,0,1.832,2.845,0,0,1,rød
3,38,39,Female,Male,22,24,Stim\r10y13g07b36.jpeg,Stim\r12y07g07b17.jpeg,10,12,13,07,07,07,36,17,2,-4,0,-1,1,0,0,2.478,2.689,0,6.572,1,rød
4,38,39,Female,Male,22,24,Stim\r16y21g04b04.jpeg,Stim\r15y16g12b03.jpeg,16,15,21,16,04,12,04,03,2,3,0,0,0,0,0,3.317,3.643,0,0,1,rød
5,38,39,Female,Male,22,24,Stim\r19y15g35b05.jpeg,Stim\r15y17g24b30.jpeg,19,15,15,17,35,24,05,30,-2,-4,0,0,1,1,0,2.126,1.722,0,0,1,rød
6,38,39,Female,Male,22,24,Stim\r12y09g30b18.jpeg,Stim\r14y20g16b10.jpeg,12,14,09,20,30,16,18,10,1,3,0,0,1,1,0,3.124,5.92,0,0,1,rød
7,38,39,Female,Male,22,24,Stim\r19y10g06b15.jpeg,Stim\r20y14g02b19.jpeg,19,20,10,14,06,02,15,19,2,4,0,0,1,1,0,3.181,2.578,0,0,1,rød
8,38,39,Female,Male,22,24,Stim\r11y10g06b19.jpeg,Stim\r08y09g09b11.jpeg,11,08,10,09,06,09,19,11,-1,3,0,1,1,0,0,3.051,3.312,0,6.508,1,rød
9,38,39,Female,Male,22,24,Stim\r13y33g08b23.jpeg,Stim\r10y27g22b14.jpeg,13,10,33,27,08,22,23,14,-1,-2,0,0,1,1,0,3.057,2.884,0,0,1,rød
10,38,39,Female,Male,22,24,Stim\r03y03g02b05.jpeg,Stim\r06y14g31b25.jpeg,03,06,03,14,02,31,05,25,2,2,0,0,1,1,0,2.442,2.519,0,0,1,rød
11,38,39,Female,Male,22,24,Stim\r09y02g05b02.jpeg,Stim\r11y13g22b35.jpeg,09,11,02,13,05,22,02,35,1,3,0,0,1,1,0,1.66,2.937,0,0,1,rød
12,38,39,Female,Male,22,24,Stim\r12y07g07b17.jpeg,Stim\r14y12g04b29.jpeg,12,14,07,12,07,04,17,29,-2,-1,0,0,0,0,0,1.461,1.622,0,0,1,rød
13,38,39,Female,Male,22,24,Stim\r12y07g16b25.jpeg,Stim\r09y15g18b07.jpeg,12,09,07,15,16,18,25,07,-1,-2,0,0,1,1,0,1.187,1.732,0,0,1,rød
14,38,39,Female,Male,22,24,Stim\r15y16g12b03.jpeg,Stim\r22y35g09b11.jpeg,15,22,16,35,12,09,03,11,3,4,0,0,1,1,0,1.888,1.433,0,0,1,rød
15,38,39,Female,Male,22,24,Stim\r02y10g14b11.jpeg,Stim\r03y11g01b26.jpeg,02,03,10,11,14,01,11,26,-1,-3,0,0,0,0,0,2.682,2.031,0,0,1,rød
16,38,39,Female,Male,22,24,Stim\r06y19g29b08.jpeg,Stim\r08y09g09b11.jpeg,06,08,19,09,29,09,08,11,2,4,0,0,1,1,0,1.448,2.179,0,0,1,rød
17,38,39,Female,Male,22,24,Stim\r17y22g16b15.jpeg,Stim\r21y24g16b04.jpeg,17,21,22,24,16,16,15,04,2,4,0,0,1,1,0,1.178,2.342,0,0,1,rød
18,38,39,Female,Male,22,24,Stim\r05y28g23b30.jpeg,Stim\r03y11g01b26.jpeg,05,03,28,11,23,01,30,26,-2,-2,0,0,1,1,0,2.96,3.089,0,0,1,rød
19,38,39,Female,Male,22,24,Stim\r07y14g27b22.jpeg,Stim\r10y07g11b10.jpeg,07,10,14,07,27,11,22,10,3,4,0,0,1,1,0,1.486,1.613,0,0,1,rød
20,38,39,Female,Male,22,24,Stim\r05y09g02b34.jpeg,Stim\r09y07g06b09.jpeg,05,09,09,07,02,06,34,09,2,4,0,0,1,1,0,2.498,1.944,0,0,1,rød
21,38,39,Female,Male,22,24,Stim\r07y06g08b05.jpeg,Stim\r05y28g23b30.jpeg,07,05,06,28,08,23,05,30,-2,-4,0,0,1,1,0,1.832,2.158,0,0,1,rød
22,38,39,Female,Male,22,24,Stim\r17y20g40b07.jpeg,Stim\r15y05g12b10.jpeg,17,15,20,05,40,12,07,10,-2,4,1,0,1,0,0,1.202,2.565,5.224,0,1,rød
23,38,39,Female,Male,22,24,Stim\r22y23g20b06.jpeg,Stim\r14y08g21b39.jpeg,22,14,23,08,20,21,06,39,-3,-4,0,0,1,1,0,1.745,2.221,0,0,1,rød
24,38,39,Female,Male,22,24,Stim\r10y07g11b10.jpeg,Stim\r11y26g25b38.jpeg,10,11,07,26,11,25,10,38,-2,-4,0,0,0,0,0,1.267,1.898,0,0,1,rød
25,38,39,Female,Male,22,24,Stim\r13y24g05b28.jpeg,Stim\r03y11g01b26.jpeg,13,03,24,11,05,01,28,26,2,-4,0,-1,0,1,1,1.313,2.091,0,7.095,1,blå
26,38,39,Female,Male,22,24,Stim\r18y19g14b27.jpeg,Stim\r11y13g22b35.jpeg,18,11,19,13,14,22,27,35,1,-1,0,1,1,0,1,4.488,4.801,0,10.304,1,blå
27,38,39,Female,Male,22,24,Stim\r17y20g40b07.jpeg,Stim\r16y21g04b04.jpeg,17,16,20,21,40,04,07,04,-2,-3,0,0,1,1,0,1.417,1.897,0,0,1,blå
28,38,39,Female,Male,22,24,Stim\r09y15g18b07.jpeg,Stim\r21y24g16b04.jpeg,09,21,15,24,18,16,07,04,-2,-2,0,0,1,1,0,1.239,2.069,0,0,1,blå
29,38,39,Female,Male,22,24,Stim\r19y15g35b05.jpeg,Stim\r08y09g09b11.jpeg,19,08,15,09,35,09,05,11,-2,4,0,1,0,1,1,1.637,1.434,0,3.384,1,blå
30,38,39,Female,Male,22,24,Stim\r06y19g29b08.jpeg,Stim\r03y03g02b05.jpeg,06,03,19,03,29,02,08,05,-2,2,-1,0,1,0,1,2.818,2.095,2.366,0,1,blå
31,38,39,Female,Male,22,24,Stim\r10y07g11b10.jpeg,Stim\r13y21g23b09.jpeg,10,13,07,21,11,23,10,09,-2,2,-1,0,1,0,1,1.069,2.248,2.671,0,1,blå
32,38,39,Female,Male,22,24,Stim\r14y08g21b39.jpeg,Stim\r09y06g26b32.jpeg,14,09,08,06,21,26,39,32,-1,4,0,1,1,0,0,1.539,2.349,0,2.624,1,blå
33,38,39,Female,Male,22,24,Stim\r15y16g12b03.jpeg,Stim\r10y37g07b02.jpeg,15,10,16,37,12,07,03,02,-2,-2,0,0,1,1,0,2.336,1.748,0,0,1,blå
34,38,39,Female,Male,22,24,Stim\r05y09g02b34.jpeg,Stim\r18y19g14b27.jpeg,05,18,09,19,02,14,34,27,-2,-4,0,0,1,1,0,1.074,1.752,0,0,1,blå
35,38,39,Female,Male,22,24,Stim\r01y27g01b01.jpeg,Stim\r08y12g20b03.jpeg,01,08,27,12,01,20,01,03,-2,3,1,0,0,1,1,3.667,3.364,4.361,0,1,blå
36,38,39,Female,Male,22,24,Stim\r17y07g07b24.jpeg,Stim\r20y04g39b23.jpeg,17,20,07,04,07,39,24,23,-3,-4,0,0,1,1,0,1.44,1.883,0,0,1,blå
37,38,39,Female,Male,22,24,Stim\r07y14g27b22.jpeg,Stim\r11y10g06b19.jpeg,07,11,14,10,27,06,22,19,-2,-4,0,0,1,1,0,1.263,1.861,0,0,1,blå
38,38,39,Female,Male,22,24,Stim\r09y17g32b21.jpeg,Stim\r12y07g16b25.jpeg,09,12,17,07,32,16,21,25,2,-2,0,-1,1,0,0,1.133,1.809,0,8.579,1,blå
39,38,39,Female,Male,22,24,Stim\r12y12g14b26.jpeg,Stim\r15y17g24b30.jpeg,12,15,12,17,14,24,26,30,-2,1,-1,0,0,1,0,1.221,2.785,3.225,0,1,blå
40,38,39,Female,Male,22,24,Stim\r14y12g04b29.jpeg,Stim\r12y12g14b26.jpeg,14,12,12,12,04,14,29,26,-2,-3,0,0,1,1,0,1.596,3.008,0,0,1,blå
41,38,39,Female,Male,22,24,Stim\r06y36g16b14.jpeg,Stim\r05y40g33b16.jpeg,06,05,36,40,16,33,14,16,-2,3,1,0,0,1,1,1.45,1.829,7.375,0,1,blå
42,38,39,Female,Male,22,24,Stim\r16y21g04b04.jpeg,Stim\r02y10g14b11.jpeg,16,02,21,10,04,14,04,11,-1,4,0,1,0,1,1,2.581,1.644,0,1.613,1,blå
43,38,39,Female,Male,22,24,Stim\r02y19g24b04.jpeg,Stim\r18y13g28b06.jpeg,02,18,19,13,24,28,04,06,1,1,0,0,1,1,0,2.222,3.084,0,0,1,blå
44,38,39,Female,Male,22,24,Stim\r20y04g39b23.jpeg,Stim\r20y14g02b19.jpeg,20,20,04,14,39,02,23,19,-2,2,0,1,1,0,0,1.445,2.455,0,6.38,1,blå
45,38,39,Female,Male,22,24,Stim\r12y07g16b25.jpeg,Stim\r20y04g39b23.jpeg,12,20,07,04,16,39,25,23,-2,-3,0,0,1,1,0,1.358,1.739,0,0,1,blå
46,38,39,Female,Male,22,24,Stim\r22y35g09b11.jpeg,Stim\r14y10g15b15.jpeg,22,14,35,10,09,15,11,15,1,2,0,0,1,1,0,1.486,1.333,0,0,1,blå
47,38,39,Female,Male,22,24,Stim\r03y06g12b09.jpeg,Stim\r07y02g03b06.jpeg,03,07,06,02,12,03,09,06,-2,-3,0,0,1,1,0,1.28,1.542,0,0,1,blå
48,38,39,Female,Male,22,24,Stim\r21y01g04b27.jpeg,Stim\r14y12g04b29.jpeg,21,14,01,12,04,04,27,29,3,4,0,0,1,1,0,1.746,1.626,0,0,1,blå
49,38,39,Female,Male,22,24,Stim\r10y27g22b14.jpeg,Stim\r02y19g24b04.jpeg,10,02,27,19,22,24,14,04,-2,-3,0,0,1,1,0,1.159,1.237,0,0,1,gul
